title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Uobbuchou,34124,ONA,          -,fall,2012.0,2012-12-13 00:00:00,Original,1.0,0.0,172.0
Kunchi,38505,ONA,Saigo no Shudan,fall,2012.0,2012-10-09 00:00:00,Original,1.0,0.0,159.0
Hellsing Ultimate,777,OVA,"Graphinica, Madhouse, Satelight",fall,2012.0,2006-02-10 00:00:00,Manga,10.0,8.39,705384.0
Fairy Tail OVA,9982,OVA,"A-1 Pictures, Satelight",fall,2012.0,2011-04-15 00:00:00,Manga,5.0,7.51,145363.0
Kami nomi zo Shiru Sekai: Tenri-hen,15117,OVA,Manglobe,fall,2012.0,2012-10-18 00:00:00,Manga,2.0,7.71,118007.0
To LOVE-Ru Darkness OVA,13851,OVA,Xebec,fall,2012.0,2012-08-17 00:00:00,Manga,6.0,7.58,109353.0
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",15437,OVA,Studio Deen,fall,2012.0,2012-10-20 00:00:00,Light novel,1.0,7.48,93672.0
Sankarea OVA,13055,OVA,Studio Deen,fall,2012.0,2012-06-08 00:00:00,Manga,2.0,7.24,92801.0
Saint☆Oniisan,15775,OVA,A-1 Pictures,fall,2012.0,2012-12-03 00:00:00,Manga,2.0,7.5,77110.0
Junjou Romantica OVA,13767,OVA,Studio Deen,fall,2012.0,2012-12-20 00:00:00,Manga,2.0,7.77,45506.0
"Kono Danshi, Ningyo Hiroimashita.",15439,OVA,CoMix Wave Films,fall,2012.0,2012-11-09 00:00:00,Original,1.0,7.39,31803.0
Code:Breaker OVA,15633,OVA,Kinema Citrus,fall,2012.0,2012-12-17 00:00:00,Manga,3.0,6.73,28548.0
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,18713,OVA,Xebec,fall,2012.0,2012-11-23 00:00:00,Light novel,1.0,7.15,26763.0
Minami-ke Omatase,14575,OVA,feel.,fall,2012.0,2012-10-05 00:00:00,Manga,1.0,7.41,22408.0
Nurarihyon no Mago OVA,15959,OVA,Studio Deen,fall,2012.0,2012-12-04 00:00:00,Manga,2.0,7.72,21688.0
Arata naru Sekai: World's/Start/Load/End,14373,OVA,Madhouse,fall,2012.0,2012-10-20 00:00:00,-,1.0,6.3,18592.0
Karneval,16033,OVA,Manglobe,fall,2012.0,2012-10-25 00:00:00,Manga,1.0,7.04,16342.0
The iDOLM@STER Shiny Festa,14835,OVA,A-1 Pictures,fall,2012.0,2012-10-25 00:00:00,Game,3.0,7.2,15835.0
Upotte!!: Miatte Waratte,14173,OVA,Xebec,fall,2012.0,2012-10-13 00:00:00,Manga,1.0,6.52,13975.0
"Hanayaka Nari, Waga Ichizoku: Kinetograph",14145,OVA,"Anpro, teamKG",fall,2012.0,2012-12-02 00:00:00,Visual novel,2.0,6.42,13538.0
Yumekuri,15535,OVA,Diomedéa,fall,2012.0,2012-11-28 00:00:00,Manga,1.0,5.46,6517.0
Puchimas!: Petit iDOLM@STER Episode 0,15781,OVA,Gathering,fall,2012.0,2012-10-27 00:00:00,4-koma manga,1.0,6.55,4012.0
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,15819,OVA,Toei Animation,fall,2012.0,2012-12-17 00:00:00,Manga,2.0,7.03,1643.0
Usogui,13303,OVA,Shueisha,fall,2012.0,2012-10-19 00:00:00,Manga,1.0,5.48,1539.0
Lupin Shanshei,16183,OVA,TMS Entertainment,fall,2012.0,2012-12-19 00:00:00,-,10.0,5.54,1416.0
Tiger & Bunny Recaps,30178,OVA,Sunrise,fall,2012.0,2012-12-21 00:00:00,-,2.0,6.13,1401.0
Ippatsu Hicchuu!! Devander,13693,OVA,Tatsunoko Production,fall,2012.0,2012-10-19 00:00:00,-,1.0,5.58,613.0
Peeping Life: The Perfect Explosion,17359,OVA,          -,fall,2012.0,2012-10-18 00:00:00,Original,10.0,5.63,462.0
Evangelion: 3.0 You Can (Not) Redo,3785,Movie,Khara,fall,2012.0,2012-11-17 00:00:00,Original,1.0,7.6,285295.0
Ao no Exorcist Movie,11737,Movie,A-1 Pictures,fall,2012.0,2012-12-28 00:00:00,Manga,1.0,7.62,221846.0
One Piece Film: Z,12859,Movie,Toei Animation,fall,2012.0,2012-12-15 00:00:00,Manga,1.0,8.17,190540.0
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,11979,Movie,Shaft,fall,2012.0,2012-10-13 00:00:00,Original,1.0,8.39,167204.0
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,11977,Movie,Shaft,fall,2012.0,2012-10-06 00:00:00,Original,1.0,8.24,164779.0
Nerawareta Gakuen,14293,Movie,Sunrise,fall,2012.0,2012-10-19 00:00:00,Novel,1.0,6.98,80072.0
Fuse: Teppou Musume no Torimonochou,13335,Movie,TMS Entertainment,fall,2012.0,2012-10-20 00:00:00,Book,1.0,7.35,28132.0
009 Re:Cyborg,11755,Movie,"Production I.G, SANZIGEN",fall,2012.0,2012-10-27 00:00:00,Manga,1.0,6.51,14213.0
Mass Effect: Paragon Lost,13239,Movie,Production I.G,fall,2012.0,2012-11-29 00:00:00,Game,1.0,6.32,7832.0
Macross FB7: Ore no Uta wo Kike!,15177,Movie,Satelight,fall,2012.0,2012-10-20 00:00:00,-,1.0,6.3,4334.0
Gothicmade: Hana no Utame,7781,Movie,Automatic Flowers Studio,fall,2012.0,2012-11-01 00:00:00,-,1.0,0.0,3064.0
Shinpi no Hou,13439,Movie,HS Pictures Studio,fall,2012.0,2012-10-06 00:00:00,-,1.0,5.32,1667.0
Chang,21025,Movie,Studio Dadashow,fall,2012.0,2012-11-01 00:00:00,-,1.0,0.0,618.0
Kaiketsu Zorori Da-Da-Da-Daibouken!,15067,Movie,Sunrise,fall,2012.0,2012-12-22 00:00:00,-,1.0,0.0,394.0
Kokoro Connect: Michi Random,16001,Special,SILVER LINK.,fall,2012.0,2012-11-19 00:00:00,Light novel,4.0,7.99,217840.0
Sword Art Online: Sword Art Offline,16099,Special,A-1 Pictures,fall,2012.0,2012-10-24 00:00:00,Light novel,9.0,6.17,80446.0
Hellsing: The Dawn,11077,Special,Graphinica,fall,2012.0,2011-07-27 00:00:00,Manga,3.0,7.18,76705.0
Sankarea: Wagahai mo... Zombie de Aru...,16694,Special,Studio Deen,fall,2012.0,2012-11-30 00:00:00,Manga,1.0,7.26,71398.0
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,15879,Special,Kyoto Animation,fall,2012.0,2012-12-19 00:00:00,Light novel,7.0,6.72,68670.0
Tasogare Otome x Amnesia: Taima Otome,14189,Special,SILVER LINK.,fall,2012.0,2012-11-28 00:00:00,Manga,1.0,7.5,66328.0
Magic Kaito,8310,Special,TMS Entertainment,fall,2012.0,2010-04-17 00:00:00,Manga,12.0,7.79,58196.0
Acchi Kocchi (TV): Place=Princess,16273,Special,AIC,fall,2012.0,2012-11-07 00:00:00,4-koma manga,1.0,7.49,50988.0
Aoi Sekai no Chuushin de,15133,Special,Fifth Avenue,fall,2012.0,2012-10-20 00:00:00,Manga,3.0,5.76,44350.0
Sukitte Ii na yo.: Mei and Marshmallow,17409,Special,Zexcs,fall,2012.0,2012-12-26 00:00:00,Manga,10.0,6.77,43431.0
Kuroko no Basket: Oshaberi Shiyokka,17259,Special,Production I.G,fall,2012.0,2012-12-21 00:00:00,-,1.0,7.29,40545.0
One Piece: Episode of Luffy - Hand Island no Bouken,16239,Special,Toei Animation,fall,2012.0,2012-12-15 00:00:00,Manga,1.0,7.64,39579.0
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,15881,Special,SILVER LINK.,fall,2012.0,2012-12-26 00:00:00,-,6.0,6.26,31907.0
Girls & Panzer Specials,15811,Special,Actas,fall,2012.0,2012-12-21 00:00:00,Original,6.0,7.19,30645.0
One Piece: Glorious Island,16468,Special,Toei Animation,fall,2012.0,2012-12-23 00:00:00,Manga,2.0,7.19,22239.0
Cowboy Bebop: Ein no Natsuyasumi,17205,Special,Sunrise,fall,2012.0,2012-12-21 00:00:00,Original,1.0,6.26,21344.0
Girls & Panzer: Shoukai Shimasu!,16199,Special,Actas,fall,2012.0,2012-11-13 00:00:00,Original,2.0,6.63,17398.0
Amagami SS+ Plus Picture Drama,15951,Special,AIC,fall,2012.0,2012-10-03 00:00:00,Visual novel,2.0,6.54,15828.0
Jormungand: Perfect Order Recap,15735,Special,White Fox,fall,2012.0,2012-10-03 00:00:00,Manga,1.0,7.24,11076.0
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,18343,Special,Actas,fall,2012.0,2012-12-21 00:00:00,Original,6.0,7.0,10981.0
Denpa Kyoushi,21495,Special,A-1 Pictures,fall,2012.0,2012-10-02 00:00:00,Manga,2.0,6.4,9011.0
Oda Nobuna no Yabou Recap,15719,Special,Madhouse,fall,2012.0,2012-10-01 00:00:00,Light novel,1.0,6.98,8942.0
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,16335,Special,"ixtl, Satelight",fall,2012.0,2012-11-19 00:00:00,-,1.0,6.25,7331.0
D.C.III: Da Capo III Special,17020,Special,Kazami Gakuen Koushiki Douga-bu,fall,2012.0,2012-12-31 00:00:00,-,1.0,6.34,4607.0
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,16508,Special,AIC Classic,fall,2012.0,2012-11-30 00:00:00,Manga,5.0,6.06,4096.0
Zekkyou Gakkyuu,15891,Special,          -,fall,2012.0,2012-10-23 00:00:00,Manga,3.0,5.34,4019.0
Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,16576,Special,          -,fall,2012.0,2012-12-08 00:00:00,Manga,1.0,6.16,4013.0
Lupin III: Touhou Kenbunroku - Another Page,15783,Special,TMS Entertainment,fall,2012.0,2012-11-02 00:00:00,Manga,1.0,6.82,3874.0
Nagareboshi Lens Specials,15717,Special,          -,fall,2012.0,2012-10-02 00:00:00,-,3.0,6.15,2749.0
Tsuritama: Harikitte Contest,31581,Special,          -,fall,2012.0,2012-11-21 00:00:00,Original,1.0,5.96,2560.0
Inazuma Eleven Go: TCG CM NG-shuu,16964,Special,OLM,fall,2012.0,2012-11-22 00:00:00,-,1.0,6.67,2537.0
Yowai Mushi,16233,Special,          -,fall,2012.0,,-,1.0,6.08,1978.0
Crash!,15893,Special,          -,fall,2012.0,2012-11-13 00:00:00,Manga,3.0,5.54,1621.0
Lupin Shanshei Pilot,31984,Special,TMS Entertainment,fall,2012.0,2012-12-19 00:00:00,-,1.0,5.64,780.0
gdgd Fairies 2 Episode 0,16912,Special,          -,fall,2012.0,2012-12-28 00:00:00,-,1.0,5.94,648.0
Ikeike! Momon-chan Specials,18425,Special,          -,fall,2012.0,2012-12-12 00:00:00,Original,3.0,5.29,493.0
Peeping Life: The Perfect Explosion Specials,25941,Special,          -,fall,2012.0,2012-10-18 00:00:00,-,2.0,0.0,311.0
himitsukesshatakanotsume.jp Specials,30752,Special,DLE,fall,2012.0,2012-12-12 00:00:00,-,2.0,0.0,247.0
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,15315,TV (New),Diomedéa,winter,2013.0,2013-01-12 01:30:00,Light novel,10.0,7.54,478197.0
Boku wa Tomodachi ga Sukunai Next,14967,TV (New),AIC Build,winter,2013.0,2013-01-11 00:00:00,Light novel,12.0,7.37,441677.0
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,14749,TV (New),A-1 Pictures,winter,2013.0,2013-01-06 00:00:00,Light novel,13.0,7.03,422538.0
Maoyuu Maou Yuusha,14833,TV (New),Arms,winter,2013.0,2013-01-05 00:00:00,Light novel,12.0,7.29,371588.0
Love Live! School Idol Project,15051,TV (New),Sunrise,winter,2013.0,2013-01-06 22:00:00,Other,13.0,7.43,368640.0
Tamako Market,16417,TV (New),Kyoto Animation,winter,2013.0,2013-01-10 00:00:00,Original,12.0,7.38,314560.0
Kotoura-san,15379,TV (New),AIC Classic,winter,2013.0,2013-01-11 00:00:00,4-koma manga,12.0,7.21,276330.0
Amnesia,15085,TV (New),Brain's Base,winter,2013.0,2013-01-07 00:00:00,Visual novel,12.0,6.05,246199.0
Chihayafuru 2,14397,TV (New),Madhouse,winter,2013.0,2013-01-12 00:00:00,Manga,25.0,8.42,190064.0
GJ-bu,14811,TV (New),Doga Kobo,winter,2013.0,2013-01-10 00:00:00,Light novel,12.0,7.33,150372.0
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,16005,TV (New),Manglobe,winter,2013.0,2013-01-08 00:00:00,Original,12.0,7.52,122170.0
Senran Kagura,15119,TV (New),Artland,winter,2013.0,2013-01-06 20:30:00,Game,12.0,6.32,111790.0
Senyuu.,15751,TV (New),"LIDENFILMS, Ordet",winter,2013.0,2013-01-09 00:00:00,Web manga,13.0,7.34,103286.0
Hakkenden: Touhou Hakken Ibun,15613,TV (New),Studio Deen,winter,2013.0,2013-01-06 02:58:00,Manga,13.0,7.43,98882.0
Cuticle Tantei Inaba,15109,TV (New),Zexcs,winter,2013.0,2013-01-04 00:00:00,Manga,12.0,7.29,86715.0
Sasami-san@Ganbaranai,14515,TV (New),Shaft,winter,2013.0,2013-01-11 01:25:00,Light novel,12.0,6.68,74487.0
Yama no Susume,14355,TV (New),8bit,winter,2013.0,2013-01-03 01:30:00,Manga,12.0,6.82,62970.0
Vividred Operation,14283,TV (New),A-1 Pictures,winter,2013.0,2013-01-11 01:30:00,Original,12.0,6.46,60671.0
Minami-ke Tadaima,14511,TV (New),feel.,winter,2013.0,2013-01-06 00:00:00,Manga,13.0,7.68,49960.0
AKB0048: Next Stage,14941,TV (New),Satelight,winter,2013.0,2013-01-06 00:00:00,Original,13.0,7.65,32635.0
Mangirl!,14045,TV (New),Doga Kobo,winter,2013.0,2013-01-03 00:00:00,Manga,13.0,5.85,28348.0
Choboraunyopomi Gekijou Ai Mai Mii,16169,TV (New),Seven,winter,2013.0,2013-01-03 00:00:00,4-koma manga,13.0,5.84,26798.0
D.C.III: Da Capo III,14827,TV (New),Kazami Gakuen Koushiki Douga-bu,winter,2013.0,2013-01-05 00:00:00,Visual novel,13.0,6.57,26325.0
Dokidoki! Precure,16419,TV (New),Toei Animation,winter,2013.0,2013-02-03 00:00:00,Original,49.0,6.57,18279.0
Cardfight!! Vanguard: Link Joker-hen,15611,TV (New),TMS Entertainment,winter,2013.0,2013-01-13 10:00:00,Original,59.0,7.15,17802.0
"Boku no Imouto wa ""Osaka Okan""",16405,TV (New),Charaction,winter,2013.0,2012-12-22 00:00:00,Original,12.0,5.78,17772.0
Ishida to Asakura,16317,TV (New),          -,winter,2013.0,2013-01-06 00:00:00,Manga,12.0,5.9,12834.0
Bakumatsu Gijinden Roman,16211,TV (New),TMS Entertainment,winter,2013.0,2013-01-08 00:00:00,Other,12.0,6.15,10034.0
gdgd Fairies 2,16726,TV (New),          -,winter,2013.0,2013-01-10 00:00:00,Original,12.0,6.92,2150.0
Chokkyuu Hyoudai Robot Anime: Straight Title,17127,TV (New),Bouncy,winter,2013.0,2013-02-06 00:00:00,-,12.0,5.8,2139.0
Usavich V,16347,TV (New),Kanaban Graphics,winter,2013.0,2012-12-05 00:00:00,Original,13.0,6.35,1770.0
Gakkatsu! 2nd Season,17147,TV (New),Fanworks,winter,2013.0,2013-01-16 00:00:00,-,25.0,6.42,1734.0
Line Offline: Salaryman,16906,TV (New),Shogakukan Music & Digital Entertainment,winter,2013.0,2013-01-08 00:00:00,-,114.0,6.58,1732.0
Kara The Animation,17141,TV (New),          -,winter,2013.0,2013-03-01 00:00:00,-,5.0,5.35,998.0
Tenpou Suikoden Neo,17353,TV (New),Kachidoki Studio,winter,2013.0,2013-02-28 00:00:00,-,5.0,5.17,903.0
Larva 2nd Season,31673,TV (New),          -,winter,2013.0,2013-01-05 00:00:00,-,34.0,6.03,732.0
Ganbare! Oden-kun,16908,TV (New),Kachidoki Studio,winter,2013.0,2013-01-12 00:00:00,Picture book,102.0,0.0,266.0
Hunter x Hunter (2011),11061,TV (Continuing),Madhouse,winter,2013.0,2011-10-02 10:55:00,Manga,148.0,9.08,1845810.0
Naruto: Shippuuden,1735,TV (Continuing),Studio Pierrot,winter,2013.0,2007-02-15 19:30:00,Manga,500.0,8.18,1667280.0
One Piece,21,TV (Continuing),Toei Animation,winter,2013.0,1999-10-20 09:30:00,Manga,0.0,8.54,1454114.0
Fairy Tail,6702,TV (Continuing),"A-1 Pictures, Satelight",winter,2013.0,2009-10-12 10:30:00,Manga,175.0,7.64,1380707.0
Psycho-Pass,13601,TV (Continuing),Production I.G,winter,2013.0,2012-10-12 00:45:00,Original,22.0,8.37,1272602.0
JoJo no Kimyou na Bouken (TV),14719,TV (Continuing),David Production,winter,2013.0,2012-10-06 00:30:00,Manga,26.0,8.01,1064848.0
Sakura-sou no Pet na Kanojo,13759,TV (Continuing),J.C.Staff,winter,2013.0,2012-10-09 00:30:00,Light novel,24.0,8.17,970735.0
Magi: The Labyrinth of Magic,14513,TV (Continuing),A-1 Pictures,winter,2013.0,2012-10-07 17:00:00,Manga,25.0,8.06,811373.0
Shinsekai yori,13125,TV (Continuing),A-1 Pictures,winter,2013.0,2012-09-29 00:30:00,Novel,25.0,8.34,638825.0
Zetsuen no Tempest,14075,TV (Continuing),Bones,winter,2013.0,2012-10-05 02:00:00,Manga,24.0,7.98,496305.0
Bakuman. 3rd Season,12365,TV (Continuing),J.C.Staff,winter,2013.0,2012-10-06 00:00:00,Manga,25.0,8.57,276411.0
Detective Conan,235,TV (Continuing),TMS Entertainment,winter,2013.0,1996-01-08 18:00:00,Manga,0.0,8.16,264177.0
Little Busters!,13655,TV (Continuing),J.C.Staff,winter,2013.0,2012-10-06 00:00:00,Visual novel,26.0,7.51,242773.0
Girls & Panzer,14131,TV (Continuing),Actas,winter,2013.0,2012-10-09 01:00:00,Original,12.0,7.54,235045.0
Gintama': Enchousen,15417,TV (Continuing),Sunrise,winter,2013.0,2012-10-04 18:00:00,Manga,13.0,9.04,234121.0
Robotics;Notes,13599,TV (Continuing),Production I.G,winter,2013.0,2012-10-12 01:15:00,Visual novel,22.0,7.34,159810.0
Uchuu Kyoudai,12431,TV (Continuing),A-1 Pictures,winter,2013.0,2012-04-01 07:00:00,Manga,99.0,8.52,155210.0
Kingdom,12031,TV (Continuing),Studio Pierrot,winter,2013.0,2012-06-04 19:00:00,Manga,38.0,8.02,141599.0
Toriko,10033,TV (Continuing),Toei Animation,winter,2013.0,2011-04-03 09:00:00,Manga,147.0,7.55,104211.0
Initial D Fifth Stage,15059,TV (Continuing),SynergySP,winter,2013.0,2012-11-04 00:00:00,Manga,14.0,8.08,97644.0
Ixion Saga DT,14765,TV (Continuing),Brain's Base,winter,2013.0,2012-10-08 00:00:00,Game,25.0,7.2,96780.0
Shirokuma Cafe,12815,TV (Continuing),Studio Pierrot,winter,2013.0,2012-04-05 17:30:00,Manga,50.0,7.93,77694.0
Naruto SD: Rock Lee no Seishun Full-Power Ninden,12979,TV (Continuing),Studio Pierrot,winter,2013.0,2012-04-03 18:00:00,Manga,51.0,7.14,69450.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,winter,2013.0,1992-04-13 19:30:00,Manga,0.0,7.69,60480.0
Saint Seiya Omega,12929,TV (Continuing),Toei Animation,winter,2013.0,2012-04-01 06:30:00,Manga,97.0,6.27,40935.0
Inazuma Eleven Go: Chrono Stone,13261,TV (Continuing),OLM,winter,2013.0,2012-04-18 19:00:00,Game,51.0,7.17,40860.0
Aikatsu!,15061,TV (Continuing),"Bandai Namco Pictures, Sunrise",winter,2013.0,2012-10-08 18:30:00,Original,178.0,7.37,34139.0
Yu☆Gi☆Oh! Zexal Second,15489,TV (Continuing),Gallop,winter,2013.0,2012-10-07 00:00:00,Manga,73.0,6.84,29315.0
Ginga e Kickoff!!,12875,TV (Continuing),TYO Animations,winter,2013.0,2012-03-26 00:00:00,Novel,39.0,7.23,21071.0
Chibi☆Devi!,11457,TV (Continuing),SynergySP,winter,2013.0,2011-10-10 00:00:00,Manga,75.0,6.76,12949.0
Kuromajo-san ga Tooru!!,13159,TV (Continuing),Shin-Ei Animation,winter,2013.0,2012-04-04 00:00:00,Novel,60.0,6.48,8047.0
Pretty Rhythm: Dear My Future,12863,TV (Continuing),"Dongwoo A&E, Tatsunoko Production",winter,2013.0,2012-04-07 10:00:00,Game,51.0,6.68,7074.0
Sazae-san,2406,TV (Continuing),Eiken,winter,2013.0,1969-10-05 18:30:00,4-koma manga,0.0,6.11,5820.0
Juusen Battle Monsuno,13185,TV (Continuing),Larx Entertainment,winter,2013.0,2012-10-03 18:00:00,-,52.0,6.31,5749.0
Tanken Driland,14333,TV (Continuing),Toei Animation,winter,2013.0,2012-07-07 00:00:00,-,37.0,6.49,5594.0
Chousoku Henkei Gyrozetter,14989,TV (Continuing),A-1 Pictures,winter,2013.0,2012-10-02 18:00:00,Game,51.0,6.39,4690.0
Baku Tech! Bakugan,13143,TV (Continuing),          -,winter,2013.0,2012-04-07 00:00:00,-,51.0,5.96,3644.0
Jewelpet Kira☆Deco!,12963,TV (Continuing),Studio Comet,winter,2013.0,2012-04-07 00:00:00,Original,52.0,6.64,3065.0
Battle Spirits: Sword Eyes,14913,TV (Continuing),Sunrise,winter,2013.0,2012-09-09 00:00:00,Card game,29.0,6.55,2062.0
Ninja Hattori-kun (2012),18845,TV (Continuing),Shin-Ei Animation,winter,2013.0,2012-05-13 00:00:00,Manga,52.0,6.46,1656.0
Ad Lib Anime Kenkyuujo,11541,TV (Continuing),          -,winter,2013.0,2011-10-16 00:00:00,Original,38.0,0.0,957.0
Duel Masters Victory V,21997,TV (Continuing),          -,winter,2013.0,2012-04-07 00:00:00,Original,51.0,5.93,885.0
Chao Zhi Neng Zu Qiu,36993,TV (Continuing),          -,winter,2013.0,2010-06-02 00:00:00,Original,52.0,6.4,763.0
Oyako Club,12393,TV (Continuing),Eiken,winter,2013.0,1994-10-03 00:00:00,Original,1818.0,5.55,763.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,winter,2013.0,2012-11-16 06:45:00,Original,0.0,0.0,737.0
Ikeike! Momon-chan,18133,TV (Continuing),          -,winter,2013.0,2012-11-28 00:00:00,Original,15.0,5.43,708.0
Ohayou Ninja-tai Gatchaman,31517,TV (Continuing),          -,winter,2013.0,2011-04-18 00:00:00,-,475.0,0.0,607.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,winter,2013.0,2011-03-26 00:00:00,Original,0.0,0.0,525.0
Xia Lan,34129,TV (Continuing),Beijing Rocen Digital,winter,2013.0,2012-01-29 00:00:00,Original,156.0,0.0,450.0
Himitsukessha Taka no Tsume NEO,13431,TV (Continuing),DLE,winter,2013.0,2012-04-06 00:00:00,-,38.0,0.0,441.0
Kayoe! Chuugaku,10797,TV (Continuing),DLE,winter,2013.0,2011-06-06 00:35:00,Original,425.0,0.0,390.0
Zumomo to Nupepe,13455,TV (Continuing),Egg,winter,2013.0,2012-04-03 00:00:00,-,32.0,0.0,289.0
Hello Jadoo,35920,TV (Continuing),          -,winter,2013.0,2011-07-18 00:00:00,Original,122.0,0.0,256.0
Ribbon-chan,13459,TV (Continuing),          -,winter,2013.0,2012-04-04 00:00:00,-,24.0,0.0,212.0
Hetalia: The Beautiful World,15195,ONA,Studio Deen,winter,2013.0,2013-01-25 00:00:00,Web manga,20.0,7.5,63052.0
Cyclops Shoujo Saipuu,17397,ONA,          -,winter,2013.0,2013-03-12 00:00:00,4-koma manga,12.0,5.81,34950.0
Puchimas!: Petit iDOLM@STER,15649,ONA,Gathering,winter,2013.0,2013-01-01 00:00:00,4-koma manga,64.0,7.14,12409.0
001,29978,ONA,          -,winter,2013.0,2013-02-07 00:00:00,Original,1.0,3.3,10519.0
Yankee Hamster,35011,ONA,Piso Studio,winter,2013.0,2013-03-18 00:00:00,Original,110.0,0.0,570.0
Koutetsu no Vendetta Episode 0,17563,ONA,          -,winter,2013.0,2013-02-22 00:00:00,-,1.0,0.0,511.0
Kurokan,29603,ONA,Next Media Animation,winter,2013.0,2013-01-01 00:00:00,Manga,33.0,0.0,376.0
Sword of Phantasia,34936,ONA,          -,winter,2013.0,2013-03-11 00:00:00,Game,1.0,5.7,296.0
Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,35612,ONA,DLE,winter,2013.0,2013-03-28 00:00:00,Other,1.0,0.0,293.0
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,33429,ONA,TUBA,winter,2013.0,2013-03-07 00:00:00,Other,1.0,5.15,247.0
Life: Jinsei no Taisetsu na Toki ni...,36582,ONA,dwarf,winter,2013.0,2013-03-28 00:00:00,Original,1.0,0.0,181.0
Lalala Demacia Third Season,44545,ONA,          -,winter,2013.0,2013-03-06 00:00:00,Game,10.0,0.0,0.0
Kiss x Sis,5042,OVA,feel.,winter,2013.0,2008-12-22 00:00:00,Manga,12.0,6.91,265632.0
Mobile Suit Gundam Unicorn,6336,OVA,-,winter,2013.0,2010-03-12 00:00:00,Novel,7.0,8.15,79402.0
"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest",14893,OVA,feel.,winter,2013.0,2013-03-29 00:00:00,Light novel,1.0,6.69,55585.0
Nozoki Ana,17157,OVA,Studio Fantasia,winter,2013.0,2013-02-28 00:00:00,Manga,1.0,6.5,42623.0
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",15609,OVA,Studio Gokumi,winter,2013.0,2013-03-27 00:00:00,Light novel,1.0,6.75,39491.0
Vassalord.,15933,OVA,Production I.G,winter,2013.0,2013-03-15 00:00:00,Manga,1.0,6.83,28770.0
Kagaku na Yatsura,15391,OVA,Hoods Entertainment,winter,2013.0,2013-02-20 00:00:00,Manga,1.0,5.72,21056.0
Arcana Famiglia: Capriccio - stile Arcana Famiglia,15411,OVA,J.C.Staff,winter,2013.0,2013-03-27 00:00:00,Visual novel,1.0,6.79,19918.0
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,16395,OVA,Tatsunoko Production,winter,2013.0,2013-02-04 00:00:00,Manga,1.0,7.95,19029.0
Joshiraku OVA,15591,OVA,J.C.Staff,winter,2013.0,2013-02-08 00:00:00,Manga,1.0,7.42,16320.0
Code Geass: Soubou no Oz Picture Drama,17277,OVA,Sunrise,winter,2013.0,2013-01-10 00:00:00,-,5.0,6.28,12084.0
Vanquished Queens,16363,OVA,Arms,winter,2013.0,2013-03-29 00:00:00,Other,4.0,6.05,11093.0
Kuro to Kin no Akanai Kagi.,16023,OVA,An DerCen,winter,2013.0,2013-02-28 00:00:00,Visual novel,2.0,5.59,9227.0
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,16928,OVA,Studio Deen,winter,2013.0,2013-03-28 00:00:00,Visual novel,1.0,6.73,7310.0
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,14889,OVA,AIC Classic,winter,2013.0,2013-01-26 00:00:00,Manga,1.0,6.33,4999.0
Asako Get You!!,16319,OVA,SILVER LINK.,winter,2013.0,2013-01-26 00:00:00,-,2.0,5.75,3685.0
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,15279,OVA,SILVER LINK.,winter,2013.0,2013-03-27 00:00:00,Visual novel,1.0,6.45,2012.0
Tenkousei wa Kounin Kaikeishi!,37133,OVA,TYO Animations,winter,2013.0,,Original,1.0,0.0,171.0
Mikosuri Han-Gekijou,20453,OVA,          -,winter,2013.0,2013-03-21 00:00:00,-,1.0,0.0,164.0
Little Witch Academia,14349,Movie,Trigger,winter,2013.0,2013-03-02 00:00:00,Original,1.0,7.83,270420.0
