title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members
Kirin the Noop,35694,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,473.0
Kaoru no Taisetsu na Mono,43416,TV (Continuing),Kachidoki Studio,spring,2021.0,,Original,50.0,0.0,432.0
Shimajirou no Wow!,18941,TV (Continuing),The Answer Studio,spring,2021.0,,Other,0.0,0.0,419.0
Manul no Yuube,38776,TV (Continuing),Unknown,spring,2021.0,,Web manga,0.0,0.0,373.0
Mori no Ratio,29427,TV (Continuing),Unknown,spring,2021.0,,,0.0,0.0,368.0
Gohan Kaijuu Pap,22669,TV (Continuing),DLE,spring,2021.0,,Original,0.0,0.0,349.0
Yowamushi Monsters,30119,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,333.0
Norimono Man: Mobile Land no Car-kun,41384,TV (Continuing),CloverWorks,spring,2021.0,,Original,0.0,0.0,314.0
Bite-Choicar,41638,TV (Continuing),Unknown,spring,2021.0,,Original,26.0,0.0,307.0
Robot Pulta,29375,TV (Continuing),Unknown,spring,2021.0,,,0.0,0.0,290.0
Konigiri-kun,35696,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,260.0
Liv & Bell,29421,TV (Continuing),Unknown,spring,2021.0,,,0.0,0.0,256.0
Beads no Mori no Rabi,35697,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,253.0
Otoppe,35372,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,250.0
Fuwafuwa Hour: Pui Pui & Muu Muu,36506,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,248.0
Oidon to,35698,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,223.0
Unicorn no Kyupi,34990,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,220.0
Keito no Yousei: Knit to Wool,35695,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,216.0
Pakkororin,38099,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,202.0
Onigiri ni Naritai Cogimyun,41276,TV (Continuing),Unknown,spring,2021.0,,Other,0.0,0.0,194.0
Reizouko no Tsukenosuke!,38451,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,190.0
Origami Ninja Koyankinte,41458,TV (Continuing),Directions,spring,2021.0,,,0.0,0.0,167.0
Pororo Donghwanala,48250,TV (Continuing),Unknown,spring,2021.0,,,0.0,0.0,159.0
Sigan Yeohaengja Luke,48262,TV (Continuing),Unknown,spring,2021.0,,Original,52.0,0.0,124.0
Sai Er Hao Season 11: Liekong Canghai,49920,TV (Continuing),Unknown,spring,2021.0,,Game,30.0,0.0,72.0
Kintamani Dog,44702,TV (Continuing),Unknown,spring,2021.0,,Original,50.0,0.0,70.0
Gokushufudou,43692,ONA,J.C.Staff,spring,2021.0,,Manga,5.0,7.17,310000.0
Shiguang Dailiren,44074,ONA,Studio LAN,spring,2021.0,,Original,11.0,8.8,202000.0
Shuumatsu no Walküre,44942,ONA,Graphinica,spring,2021.0,,Manga,12.0,6.63,187000.0
Yasuke,43697,ONA,MAPPA,spring,2021.0,,Other,6.0,5.77,67000.0
Mini Dragon,48590,ONA,Kyoto Animation,spring,2021.0,,Manga,13.0,7.37,49000.0
Holo no Graffiti,44042,ONA,Hololive Production,spring,2021.0,,Other,0.0,8.37,45000.0
Youjo Senki: Sabaku no Pasta Daisakusen,49236,ONA,Nut,spring,2021.0,,Light novel,1.0,7.42,43000.0
Kuro Gal ni Natta kara Shinyuu to shitemita.,47591,ONA,Irawias,spring,2021.0,,Manga,8.0,6.13,35000.0
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,49200,ONA,Studio LAN,spring,2021.0,,Original,1.0,7.8,21000.0
Hetalia World★Stars,43591,ONA,Studio Deen,spring,2021.0,,Manga,12.0,6.84,18000.0
Eden (ONA),39728,ONA,CGCG Studio,spring,2021.0,,Original,4.0,6.36,15000.0
Yoru no Kuni,48727,ONA,Studio Daisy,spring,2021.0,,Original,3.0,7.5,10000.0
Artiswitch,49066,ONA,Sunrise,spring,2021.0,,Original,6.0,7.22,9300.0
Etotama: Nyankyaku Banrai,37346,ONA,Shirogumi,spring,2021.0,,Original,1.0,6.41,8500.0
Chibi Revenger,48735,ONA,LIDENFILMS,spring,2021.0,,Manga,24.0,7.25,7900.0
Hololive Alternative,47904,ONA,Hololive Production,spring,2021.0,,Other,1.0,8.05,7000.0
Poketoon,42161,ONA,DandeLion Animation Studio,spring,2021.0,,Game,0.0,7.16,4900.0
Wanmei Shijie,47405,ONA,Shanghai Foch Film and TV Culture Investment,spring,2021.0,,Novel,78.0,7.32,4400.0
Douluo Dalu: Shan Yu Yu Lai,49063,ONA,Sparkly Key Animation Studio,spring,2021.0,,Novel,13.0,7.99,4300.0
Liang Bu Yi,41221,ONA,Paper Plane Animation Studio,spring,2021.0,,Manga,24.0,7.54,4300.0
Daomu Biji Zhi Qinling Shen Shu,48481,ONA,Unknown,spring,2021.0,,Novel,12.0,6.77,4200.0
Katarina Nounai Kaigi X,49501,ONA,Unknown,spring,2021.0,,Light novel,23.0,5.76,4200.0
Celia-sensei no Wakuwaku Magical Kyoushitsu,49215,ONA,AQUA ARIS,spring,2021.0,,Light novel,18.0,6.03,3700.0
Shi Yi Chang An: Mingyue Jishi You Er,48537,ONA,Ling San Wu Donghua,spring,2021.0,,Manga,13.0,7.24,3500.0
Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,42359,ONA,Unknown,spring,2021.0,,Manga,7.0,6.92,3100.0
Tian Bao Fuyao Lu 2nd Season,44068,ONA,Sparkly Key Animation Studio,spring,2021.0,,Novel,13.0,7.64,2800.0
Mi Bao Zhi Guo,42178,ONA,2:10 AM Animation,spring,2021.0,,Original,10.0,5.68,2600.0
Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,48953,ONA,Shuka,spring,2021.0,,,1.0,7.17,2400.0
Peach Boy Riverside Mini Anime,49214,ONA,Unknown,spring,2021.0,,Manga,12.0,5.53,2400.0
Beyblade Burst Dynamite Battle,48455,ONA,OLM,spring,2021.0,,Manga,52.0,6.15,2000.0
Wan Jie Du Zun,48684,ONA,Ruo Hong Culture,spring,2021.0,,,50.0,7.1,1500.0
Bakugan: Geogan Rising,48555,ONA,TMS Entertainment,spring,2021.0,,Original,26.0,5.67,1300.0
Wu Shang Shen Di 2nd Season,48956,ONA,Unknown,spring,2021.0,,Novel,128.0,7.19,1200.0
SD Gundam World Heroes,44041,ONA,Sunrise,spring,2021.0,,Original,24.0,5.72,1200.0
Juan Siliang,41918,ONA,Wulifang Digital,spring,2021.0,,Original,15.0,7.4,1100.0
Blue Reflection Ray!,48610,ONA,Unknown,spring,2021.0,,Game,24.0,5.76,1000.0
Li Linke de Xiao Guaner,48845,ONA,Delight Animation,spring,2021.0,,Original,10.0,6.44,924.0
Ling Long: Incarnation Final Chapter,44090,ONA,YHKT Entertainment,spring,2021.0,,Original,2.0,7.4,896.0
Wan Jie Xian Zong 5th Season,49305,ONA,Ruo Hong Culture,spring,2021.0,,Web manga,96.0,6.94,830.0
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,48791,ONA,Unknown,spring,2021.0,,Original,12.0,7.5,792.0
Kuang Shen Mo Zun,48942,ONA,Soyep,spring,2021.0,,Novel,62.0,6.46,779.0
Xinghe Zhizun,49170,ONA,Ruo Hong Culture,spring,2021.0,,Web novel,45.0,6.39,730.0
Ling Long: Incarnation Special,48890,ONA,Unknown,spring,2021.0,,Original,1.0,7.31,704.0
"Tantei wa Mou, Shindeiru. Mini Anime",49510,ONA,ENGI,spring,2021.0,,Light novel,5.0,5.86,525.0
Xi Xing Ji: Suming Pian,49098,ONA,Unknown,spring,2021.0,,Manga,20.0,6.62,511.0
Amemiya-san,49112,ONA,Unknown,spring,2021.0,,Other,0.0,0.0,488.0
Mini Van Large,49370,ONA,OLM,spring,2021.0,,Original,0.0,0.0,405.0
Zhihao Beipan Diqiule,49118,ONA,Unknown,spring,2021.0,,Web manga,72.0,0.0,323.0
Ndaho Kekkon Omedetou!!,48864,ONA,LIDENFILMS,spring,2021.0,,Original,1.0,6.09,313.0
Hua Jianghu: Huan Shi Men Sheng 2nd Season,48866,ONA,Unknown,spring,2021.0,,Original,19.0,0.0,301.0
Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,44209,ONA,Unknown,spring,2021.0,,Picture book,6.0,0.0,258.0
Hua Jianghu: Bu Liang Ren IV,49274,ONA,Unknown,spring,2021.0,,Original,13.0,0.0,215.0
Tai Yi Xian Mo Lu: Ling Fei Ji IV,48873,ONA,Unknown,spring,2021.0,,Original,12.0,0.0,215.0
Heroes,49975,ONA,Unknown,spring,2021.0,,Other,5.0,0.0,195.0
Wo Zhen de Meiyong Mie?,48844,ONA,Making Animation,spring,2021.0,,Original,12.0,0.0,171.0
Kaijuu Step SDGs Daisakusen,49615,ONA,Usagi Ou,spring,2021.0,,Picture book,15.0,0.0,79.0
5-fun de Wakaru! Isekai Maou to Shoukan Shoujo no Dorei Majutsu,51224,ONA,Unknown,spring,2021.0,,Light novel,1.0,0.0,0.0
Ashuai 5th Season,50296,ONA,Unknown,spring,2021.0,,Manga,34.0,0.0,0.0
Bai Gui Youeryuan 4th Season,49549,ONA,Painting Dream,spring,2021.0,,Manga,12.0,0.0,0.0
Rhythmens,50289,ONA,VCRWORKS,spring,2021.0,,Original,5.0,0.0,0.0
Rhythmens Episode 0,51151,ONA,VCRWORKS,spring,2021.0,,Original,1.0,0.0,0.0
Ruguo Lishi Shi Yiqun Miao 6th Season,50293,ONA,Unknown,spring,2021.0,,Web manga,13.0,0.0,0.0
Xing Hai Qishi: Xia Ban Ji,51196,ONA,Unknown,spring,2021.0,,Original,7.0,0.0,0.0
Yi Shijie Zhongyao Pu 2nd Season,50794,ONA,Soyep,spring,2021.0,,Manga,60.0,0.0,0.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,43609,OVA,A-1 Pictures,spring,2021.0,,Manga,1.0,7.56,171000.0
Strike the Blood IV,40485,OVA,Connect,spring,2021.0,,Light novel,12.0,7.01,70000.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,44983,OVA,J.C.Staff,spring,2021.0,,Light novel,1.0,6.85,56000.0
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,48468,OVA,T-Rex,spring,2021.0,,,2.0,7.6,13000.0
Oyasumi Sex,36889,OVA,New Generation,spring,2021.0,,Manga,4.0,6.82,9400.0
J* Fuuzoku Gakuensai,48626,OVA,T-Rex,spring,2021.0,,Manga,2.0,7.18,7500.0
Eroge de Subete wa Kaiketsu Dekiru! The Animation,48697,OVA,Seven,spring,2021.0,,Manga,1.0,7.36,5400.0
Sakusei Byoutou The Animation,48651,OVA,Seven,spring,2021.0,,Manga,0.0,7.1,5000.0
Netokano,48513,OVA,T-Rex,spring,2021.0,,Manga,1.0,5.78,4900.0
Netoshisu,48889,OVA,T-Rex,spring,2021.0,,Manga,1.0,5.4,4600.0
Bitch na Inane-sama,48654,OVA,Queen Bee,spring,2021.0,,Manga,4.0,6.15,4400.0
Kazoku: Haha to Shimai no Kyousei,48422,OVA,PoRO,spring,2021.0,,Visual novel,0.0,6.8,4400.0
Shidoukan Day After The Animation,48652,OVA,Seven,spring,2021.0,,Manga,2.0,5.69,3300.0
Karada de Kaiketsu Hyakkiya Tantei Jimusho,48843,OVA,Mousou Senka,spring,2021.0,,Other,4.0,6.37,3200.0
Menghuan Shuyuan: Kexue Xiao Jizhe,51759,OVA,Unknown,spring,2021.0,,Game,12.0,0.0,0.0
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,38086,Movie,Production I.G,spring,2021.0,,Game,1.0,7.58,52000.0
Mobile Suit Gundam: Hathaway's Flash,37765,Movie,Sunrise,spring,2021.0,,Novel,1.0,7.87,24000.0
Sidonia no Kishi: Ai Tsumugu Hoshi,35759,Movie,Polygon Pictures,spring,2021.0,,Manga,1.0,7.42,22000.0
Eiga Daisuki Pompo-san (Movie),41361,Movie,CLAP,spring,2021.0,,Web manga,1.0,8.17,17000.0
Detective Conan Movie 24: The Scarlet Bullet,39764,Movie,TMS Entertainment,spring,2021.0,,Manga,1.0,7.73,14000.0
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,48612,Movie,Toei Animation,spring,2021.0,,Original,1.0,7.52,9500.0
Shoujo☆Kageki Revue Starlight Movie,40664,Movie,Kinema Citrus,spring,2021.0,,Original,1.0,8.57,9300.0
Sayonara Watashi no Cramer Movie: First Touch,42798,Movie,LIDENFILMS,spring,2021.0,,Manga,1.0,7.15,9300.0
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,41780,Movie,SANZIGEN,spring,2021.0,,Original,1.0,7.69,7000.0
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,41781,Movie,SANZIGEN,spring,2021.0,,Original,1.0,8.02,5500.0
Gyokou no Nikuko-chan,45620,Movie,Studio 4°C,spring,2021.0,,Novel,1.0,6.72,4100.0
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",40554,Movie,studio MOTHER,spring,2021.0,,Original,1.0,6.58,3500.0
Xiyou Ji: Zai Shi Yao Wang,45654,Movie,Unknown,spring,2021.0,,Novel,1.0,0.0,301.0
Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,41028,Movie,TMS Entertainment,spring,2021.0,,Picture book,1.0,0.0,267.0
Konglong Feiche,48130,Movie,Unknown,spring,2021.0,,Original,1.0,0.0,76.0
Xiao Meirenyu de Qihuan Maoxian,45112,Movie,Unknown,spring,2021.0,,,1.0,0.0,24.0
Yong Zhi Cheng,51601,Movie,Unknown,spring,2021.0,,,1.0,0.0,0.0
Wonder Egg Priority Special,48614,Special,CloverWorks,spring,2021.0,,Original,1.0,5.09,122000.0
86 Special Edition: Senya ni Akaku Hinageshi no Saku,49235,Special,A-1 Pictures,spring,2021.0,,Light novel,1.0,6.81,41000.0
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,49318,Special,8bit,spring,2021.0,,Manga,1.0,7.07,40000.0
Jaku-Chara Tomozaki-kun Specials,45604,Special,Project No.9,spring,2021.0,,Light novel,2.0,6.66,33000.0
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,49241,Special,Wit Studio,spring,2021.0,,Original,1.0,7.29,16000.0
Yuru Camp△ Season 2 Specials,49026,Special,C-Station,spring,2021.0,,Manga,2.0,7.39,15000.0
Tenchi Souzou Design-bu Special,46587,Special,Asahi Production,spring,2021.0,,Manga,1.0,7.21,11000.0
Obey Me!: Makai Dai Ryokou!,49755,Special,Colored Pencil Animation,spring,2021.0,,Game,1.0,6.96,2900.0
"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",49228,Special,Toei Animation,spring,2021.0,,Manga,1.0,6.14,2000.0
Ani x Para: Anata no Hero wa Dare desu ka,37290,Special,DLE,spring,2021.0,,Original,14.0,6.49,871.0
Ensemble Stars!! 5th Anniversary Animation PV,49060,Special,David Production,spring,2021.0,,Game,1.0,6.52,677.0
Tensei shitara Slime Datta Ken 2nd Season Part 2,41487,TV (New),8bit,summer,2021.0,,Manga,12.0,8.32,529000.0
Kobayashi-san Chi no Maid Dragon S,39247,TV (New),Kyoto Animation,summer,2021.0,,Manga,12.0,8.39,437000.0
Vanitas no Karte,48580,TV (New),Bones,summer,2021.0,,Manga,12.0,7.91,372000.0
"Tantei wa Mou, Shindeiru.",46471,TV (New),ENGI,summer,2021.0,,Light novel,12.0,6.34,297000.0
Genjitsu Shugi Yuusha no Oukoku Saikenki,41710,TV (New),J.C.Staff,summer,2021.0,,Light novel,13.0,7.22,280000.0
Kanojo mo Kanojo,43969,TV (New),Tezuka Productions,summer,2021.0,,Manga,12.0,6.6,272000.0
Tsuki ga Michibiku Isekai Douchuu,43523,TV (New),C2C,summer,2021.0,,Light novel,12.0,7.72,269000.0
Bokutachi no Remake,40904,TV (New),feel.,summer,2021.0,,Light novel,12.0,7.44,261000.0
Seirei Gensouki,44203,TV (New),TMS Entertainment,summer,2021.0,,Light novel,12.0,7.05,251000.0
Sonny Boy,48849,TV (New),Madhouse,summer,2021.0,,Original,12.0,7.73,222000.0
Jahy-sama wa Kujikenai!,48753,TV (New),SILVER LINK.,summer,2021.0,,Manga,20.0,7.1,197000.0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,42282,TV (New),SILVER LINK.,summer,2021.0,,Light novel,12.0,7.25,180000.0
Shinigami Bocchan to Kuro Maid,47257,TV (New),J.C.Staff,summer,2021.0,,Manga,12.0,7.64,176000.0
Uramichi Oniisan,40620,TV (New),Studio Blanc,summer,2021.0,,Web manga,13.0,7.71,161000.0
Meikyuu Black Company,42340,TV (New),SILVER LINK.,summer,2021.0,,Manga,12.0,7.3,158000.0
Heion Sedai no Idaten-tachi,42625,TV (New),MAPPA,summer,2021.0,,Manga,11.0,7.67,150000.0
Peach Boy Riverside,42627,TV (New),Asahi Production,summer,2021.0,,Manga,12.0,6.28,148000.0
Deatte 5-byou de Battle,43814,TV (New),SynergySP,summer,2021.0,,Web manga,12.0,6.78,144000.0
Shiroi Suna no Aquatope,46093,TV (New),P.A. Works,summer,2021.0,,Original,24.0,7.51,143000.0
Megami-ryou no Ryoubo-kun.,41812,TV (New),asread.,summer,2021.0,,Manga,10.0,6.53,141000.0
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,44881,TV (New),Maho Film,summer,2021.0,,Manga,12.0,6.81,118000.0
Mahouka Koukou no Yuutousei,45572,TV (New),Connect,summer,2021.0,,Manga,13.0,6.6,110000.0
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,40960,TV (New),EMT Squared,summer,2021.0,,Light novel,12.0,6.5,104000.0
Re-Main,48406,TV (New),MAPPA,summer,2021.0,,Original,12.0,7.22,99000.0
Higurashi no Naku Koro ni Sotsu,48488,TV (New),Passione,summer,2021.0,,Visual novel,15.0,6.77,88000.0
Scarlet Nexus,48492,TV (New),Sunrise,summer,2021.0,,Game,26.0,5.67,76000.0
Kageki Shoujo!!,43691,TV (New),Pine Jam,summer,2021.0,,Manga,13.0,7.79,65000.0
Love Live! Superstar!!,41169,TV (New),Sunrise,summer,2021.0,,Other,12.0,8.01,51000.0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya,41530,TV (New),Shaft,summer,2021.0,,Game,8.0,7.0,50000.0
Night Head 2041,43767,TV (New),Shirogumi,summer,2021.0,,Other,12.0,6.54,39000.0
D_Cide Traumerei the Animation,48470,TV (New),SANZIGEN,summer,2021.0,,Mixed media,13.0,5.82,21000.0
"Ore, Tsushima",48252,TV (New),Fanworks,summer,2021.0,,Manga,12.0,7.01,16000.0
IDOLiSH7: Third Beat!,45577,TV (New),TROYCA,summer,2021.0,,Game,13.0,8.21,15000.0
Yami Shibai 9,49110,TV (New),DRAWIZ,summer,2021.0,,Original,13.0,5.82,9200.0
Tsukipro The Animation 2,37008,TV (New),PRA,summer,2021.0,,Mixed media,13.0,6.35,6400.0
Getter Robo Arc,43741,TV (New),Bee Media,summer,2021.0,,Manga,13.0,6.1,4500.0
Pretty All Friends Selection,48859,TV (New),Unknown,summer,2021.0,,Game,16.0,0.0,1700.0
Xi Yangyang Yu Hui Tailang: Juezhan Ci Shidai,49079,TV (New),Unknown,summer,2021.0,,,60.0,0.0,276.0
Kick & Slide,49221,TV (New),Unknown,summer,2021.0,,Original,12.0,0.0,264.0
One Piece,21,TV (Continuing),Toei Animation,summer,2021.0,,Manga,0.0,8.64,1900000.0
Tokyo Revengers,42249,TV (Continuing),LIDENFILMS,summer,2021.0,,Manga,24.0,8.14,917000.0
Boku no Hero Academia 5th Season,41587,TV (Continuing),Bones,summer,2021.0,,Manga,25.0,7.43,894000.0
Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,summer,2021.0,,Manga,0.0,5.85,744000.0
Fumetsu no Anata e,41025,TV (Continuing),Brain's Base,summer,2021.0,,Manga,20.0,8.39,668000.0
Detective Conan,235,TV (Continuing),TMS Entertainment,summer,2021.0,,Manga,0.0,8.16,306000.0
Shaman King (2021),42205,TV (Continuing),Bridge,summer,2021.0,,Manga,52.0,6.9,219000.0
Mairimashita! Iruma-kun 2nd Season,41402,TV (Continuing),Bandai Namco Pictures,summer,2021.0,,Manga,21.0,8.08,218000.0
Edens Zero,42192,TV (Continuing),J.C.Staff,summer,2021.0,,Manga,25.0,7.33,189000.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,summer,2021.0,,Manga,0.0,7.74,71000.0
Kingdom 3rd Season,40682,TV (Continuing),Pierrot Plus,summer,2021.0,,Manga,26.0,8.79,68000.0
Pokemon (2019),40351,TV (Continuing),OLM,summer,2021.0,,Game,0.0,7.19,63000.0
Dragon Quest: Dai no Daibouken (2020),40906,TV (Continuing),Toei Animation,summer,2021.0,,Manga,0.0,7.15,58000.0
Digimon Adventure:,41074,TV (Continuing),Toei Animation,summer,2021.0,,Other,67.0,6.4,51000.0
Blue Reflection Ray,47639,TV (Continuing),J.C.Staff,summer,2021.0,,Game,24.0,5.78,25000.0
Doraemon (2005),8687,TV (Continuing),Shin-Ei Animation,summer,2021.0,,Manga,0.0,7.61,16000.0
Yu☆Gi☆Oh!: Sevens,40145,TV (Continuing),Bridge,summer,2021.0,,Card game,92.0,6.15,15000.0
Maiko-san Chi no Makanai-san,41556,TV (Continuing),J.C.Staff,summer,2021.0,,Manga,12.0,6.99,14000.0
Gudetama,23539,TV (Continuing),Gathering,summer,2021.0,,Original,0.0,7.05,11000.0
Tropical-Rouge! Precure,44191,TV (Continuing),Toei Animation,summer,2021.0,,Original,46.0,7.32,8900.0
Sazae-san,2406,TV (Continuing),Eiken,summer,2021.0,,4-koma manga,0.0,6.11,7100.0
Nintama Rantarou,1199,TV (Continuing),Ajia-Do,summer,2021.0,,Manga,0.0,7.07,6400.0
Chibi Maruko-chan (1995),6149,TV (Continuing),Nippon Animation,summer,2021.0,,Manga,0.0,7.27,4100.0
Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,summer,2021.0,,Picture book,0.0,6.53,3000.0
Bonobono (TV 2016),32353,TV (Continuing),Eiken,summer,2021.0,,4-koma manga,0.0,6.39,2700.0
Dinosaur Biyori,45618,TV (Continuing),Fanworks,summer,2021.0,,Original,26.0,5.91,1900.0
Ojarumaru,4459,TV (Continuing),Gallop,summer,2021.0,,Original,0.0,6.35,1600.0
Youkai Watch ♪,48365,TV (Continuing),OLM,summer,2021.0,,Game,0.0,6.23,1600.0
Mewkledreamy Mix!,44273,TV (Continuing),J.C.Staff,summer,2021.0,,Other,50.0,7.12,1500.0
Okashi na Sabaku no Suna to Manu,45207,TV (Continuing),Kachidoki Studio,summer,2021.0,,Manga,50.0,0.0,1400.0
Mazica Party,48391,TV (Continuing),OLM,summer,2021.0,,Original,51.0,0.0,1300.0
Fushigi Dagashiya: Zenitendou,42295,TV (Continuing),Toei Animation,summer,2021.0,,Novel,0.0,6.01,1200.0
Puzzle & Dragon,37096,TV (Continuing),Studio Pierrot,summer,2021.0,,Game,0.0,0.0,1200.0
Shinkansen Henkei Robo Shinkalion Z the Animation,46381,TV (Continuing),OLM,summer,2021.0,,Other,41.0,6.48,1000.0
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,42482,TV (Continuing),Pie in the sky,summer,2021.0,,Original,25.0,0.0,968.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,886.0
Knyacki!,7505,TV (Continuing),Unknown,summer,2021.0,,,0.0,6.12,808.0
Aware! Meisaku-kun,32956,TV (Continuing),Pie in the sky,summer,2021.0,,Original,230.0,0.0,674.0
Hanakappa,8336,TV (Continuing),OLM,summer,2021.0,,Picture book,0.0,5.94,658.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,summer,2021.0,,Original,0.0,0.0,648.0
Duel Masters King!,46652,TV (Continuing),Brain's Base,summer,2021.0,,Original,43.0,0.0,635.0
Uchuu Nanchara Kotetsu-kun,42870,TV (Continuing),Fanworks,summer,2021.0,,Web manga,0.0,0.0,599.0
Kirin the Noop,35694,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,473.0
Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,43778,TV (Continuing),Ajia-Do,summer,2021.0,,Book,25.0,0.0,448.0
Kaoru no Taisetsu na Mono,43416,TV (Continuing),Kachidoki Studio,summer,2021.0,,Original,50.0,0.0,432.0
Shimajirou no Wow!,18941,TV (Continuing),The Answer Studio,summer,2021.0,,Other,0.0,0.0,419.0
Manul no Yuube,38776,TV (Continuing),Unknown,summer,2021.0,,Web manga,0.0,0.0,373.0
Utau Soccer Panda Mifanda,42068,TV (Continuing),Unknown,summer,2021.0,,Other,12.0,0.0,369.0
Mori no Ratio,29427,TV (Continuing),Unknown,summer,2021.0,,,0.0,0.0,368.0
Gohan Kaijuu Pap,22669,TV (Continuing),DLE,summer,2021.0,,Original,0.0,0.0,349.0
Dosukoi Sushi Zumou,48517,TV (Continuing),Shirogumi,summer,2021.0,,Other,52.0,0.0,344.0
Yowamushi Monsters,30119,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,333.0
Norimono Man: Mobile Land no Car-kun,41384,TV (Continuing),CloverWorks,summer,2021.0,,Original,0.0,0.0,314.0
Bite-Choicar,41638,TV (Continuing),Unknown,summer,2021.0,,Original,26.0,0.0,307.0
Robot Pulta,29375,TV (Continuing),Unknown,summer,2021.0,,,0.0,0.0,290.0
Konigiri-kun,35696,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,260.0
Liv & Bell,29421,TV (Continuing),Unknown,summer,2021.0,,,0.0,0.0,256.0
Beads no Mori no Rabi,35697,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,253.0
Otoppe,35372,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,250.0
Fuwafuwa Hour: Pui Pui & Muu Muu,36506,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,248.0
Oidon to,35698,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,223.0
Unicorn no Kyupi,34990,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,220.0
Keito no Yousei: Knit to Wool,35695,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,216.0
Pakkororin,38099,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,202.0
Onigiri ni Naritai Cogimyun,41276,TV (Continuing),Unknown,summer,2021.0,,Other,0.0,0.0,194.0
Reizouko no Tsukenosuke!,38451,TV (Continuing),Unknown,summer,2021.0,,Original,0.0,0.0,190.0
Origami Ninja Koyankinte,41458,TV (Continuing),Directions,summer,2021.0,,,0.0,0.0,167.0
Pororo Donghwanala,48250,TV (Continuing),Unknown,summer,2021.0,,,0.0,0.0,159.0
Washimo 9th Season,48539,TV (Continuing),Studio Deen,summer,2021.0,,Picture book,40.0,0.0,99.0
Kintamani Dog,44702,TV (Continuing),Unknown,summer,2021.0,,Original,50.0,0.0,70.0
Ma-eum-uisoli Season 3,50998,TV (Continuing),Unknown,summer,2021.0,,Web manga,22.0,0.0,0.0
Shiguang Dailiren,44074,ONA,Studio LAN,summer,2021.0,,Original,11.0,8.8,202000.0
Ganbare Douki-chan,49605,ONA,AtelierPontdarc,summer,2021.0,,Web manga,12.0,6.57,79000.0
