title,MAL_id,type,release-season,release-year,yokanime score,friends_mean_score,nb_who_watched_it,friend_who_watched_it
Kaguya-sama wa Kokurasetai: Ultra Romantic,43608.0,TV,spring,2022.0,8,8.833333333333334,24.0,ange_bleu;DrNock;Apey_;Kmeuh;Kabu;Luttii;Noctis_Solaith;PiscesAmo;Suryan;Quakerultra;crazy-gump;NosferalTroll;ange_bleu;DrNock;Apey_;Kmeuh;Kabu;Luttii;Noctis_Solaith;PiscesAmo;Suryan;Quakerultra;crazy-gump;NosferalTroll;
Majo Minarai wo Sagashite,39585.0,Movie,fall,2020.0,9,8.833333333333334,12.0,DrNock;Apey_;Kmeuh;PiscesAmo;Suryan;crazy-gump;DrNock;Apey_;Kmeuh;PiscesAmo;Suryan;crazy-gump;
Koe no Katachi,28851.0,Movie,summer,2016.0,10,8.826086956521738,46.0,ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Trit;Quakerultra;yattoz;shanoliu;crazy-gump;NosferalTroll;Nodamin;Nefka;Fskng;Ramou;ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Trit;Quakerultra;yattoz;shanoliu;crazy-gump;NosferalTroll;Nodamin;Nefka;Fskng;Ramou;
Princess Tutu,721.0,TV,summer,2002.0,9,8.818181818181818,88.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;PiscesAmo;kohaque;kohaque;kohaque;kohaque;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;PiscesAmo;kohaque;kohaque;kohaque;kohaque;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;
Ballroom e Youkoso,34636.0,TV,summer,2017.0,8,8.818181818181818,22.0,Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;Laurence;Laurence;
Cyberpunk: Edgerunners,42310.0,ONA,summer,2022.0,7,8.8,10.0,Kmeuh;Kabu;PiscesAmo;Ouaf;crazy-gump;Kmeuh;Kabu;PiscesAmo;Ouaf;crazy-gump;
Violet Evergarden Movie,37987.0,Movie,summer,2020.0,8,8.8,20.0,DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Suryan;Trit;yattoz;shanoliu;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Suryan;Trit;yattoz;shanoliu;
Natsume Yuujinchou Roku,34591.0,TV,spring,2017.0,,8.8,10.0,Exelen;NooBenjy;Noctis_Solaith;NosferalTroll;Fskng;Exelen;NooBenjy;Noctis_Solaith;NosferalTroll;Fskng;
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,32806.0,Movie,summer,2016.0,8,8.8,10.0,Apey_;Luttii;Noctis_Solaith;Hakey;Nodamin;Apey_;Luttii;Noctis_Solaith;Hakey;Nodamin;
Mushishi: Hihamukage,21329.0,Special,winter,2014.0,,8.789473684210526,19.0,Aeden;DrNock;Apey_;NooBenjy;Kabu;RdNetwork;shanoliu;Nodamin;Fskng;Aeden;DrNock;Apey_;NooBenjy;Kabu;RdNetwork;shanoliu;Nodamin;Fskng;DL21;
Kara no Kyoukai Movie 5: Mujun Rasen,4282.0,Movie,summer,2008.0,9,8.787234042553191,47.0,ange_bleu;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Quakerultra;Araya;kohaque;shanoliu;OoCaradryanoO;Coincoin_DuK;NosferalTroll;Nodamin;Tinky;Fskng;Ramou;ange_bleu;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Quakerultra;Araya;kohaque;shanoliu;OoCaradryanoO;Coincoin_DuK;NosferalTroll;Nodamin;Tinky;Fskng;Ramou;AudreyAzura;Lord_Xian;MKG39;
Kidou Senshi Gundam Unicorn,6336.0,OVA,winter,2010.0,9,8.777777777777779,126.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;Araya;Araya;Araya;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;Araya;Araya;Araya;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;Jaerdoster;Jaerdoster;Jaerdoster;Jaerdoster;Jaerdoster;Jaerdoster;Jaerdoster;nalatskm;nalatskm;nalatskm;nalatskm;nalatskm;nalatskm;nalatskm;
Ookami Kodomo no Ame to Yuki,12355.0,Movie,summer,2012.0,9,8.75438596491228,57.0,ange_bleu;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Luttii;Keisuka_Watsushi;PiscesAmo;RdNetwork;malcmojo;Trit;Quakerultra;Araya;kohaque;shanoliu;OoCaradryanoO;crazy-gump;Nodamin;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;ange_bleu;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Luttii;Keisuka_Watsushi;PiscesAmo;RdNetwork;malcmojo;Trit;Quakerultra;Araya;kohaque;shanoliu;OoCaradryanoO;crazy-gump;Nodamin;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;AudreyAzura;DL21;MKG39;
Natsume Yuujinchou Movie: Utsusemi ni Musubu,36538.0,Movie,summer,2018.0,,8.75,8.0,Exelen;NooBenjy;Noctis_Solaith;Fskng;Exelen;NooBenjy;Noctis_Solaith;Fskng;
Aikatsu Stars! Movie,31485.0,Movie,summer,2016.0,8,8.75,8.0,Apey_;Luttii;Hakey;Nodamin;Apey_;Luttii;Hakey;Nodamin;
Yuru Camp△ Movie,38475.0,Movie,summer,2022.0,8,8.75,8.0,ange_bleu;Apey_;Luttii;PiscesAmo;ange_bleu;Apey_;Luttii;PiscesAmo;
Yoru wa Mijikashi Arukeyo Otome,34537.0,Movie,spring,2017.0,9,8.736842105263158,19.0,DrNock;Apey_;NooBenjy;Mathxxl;PiscesAmo;RdNetwork;Nodamin;Nefka;Tinky;DrNock;Apey_;NooBenjy;Mathxxl;PiscesAmo;RdNetwork;Nodamin;Nefka;Tinky;DarkAdoniis;
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,33095.0,TV,winter,2017.0,8,8.714285714285714,14.0,Apey_;Exelen;NooBenjy;Noctis_Solaith;RdNetwork;crazy-gump;Nodamin;Apey_;Exelen;NooBenjy;Noctis_Solaith;RdNetwork;crazy-gump;Nodamin;
Aikatsu!,15061.0,TV,fall,2012.0,9,8.714285714285714,196.0,DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;
Nihon Animator Mihonichi,28149.0,ONA,fall,2014.0,9,8.714285714285714,70.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Apey_;Kmeuh;Kmeuh;Kmeuh;Kmeuh;Kmeuh;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Fskng;Fskng;Fskng;Fskng;Fskng;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Apey_;Kmeuh;Kmeuh;Kmeuh;Kmeuh;Kmeuh;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Fskng;Fskng;Fskng;Fskng;Fskng;
Evangelion: 2.0 You Can (Not) Advance,3784.0,Movie,summer,2009.0,9,8.709090909090909,55.0,ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Suryan;Quakerultra;Araya;Hakey;OoCaradryanoO;crazy-gump;Coincoin_DuK;Aeryst;Tinky;Fskng;Ramou;ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Suryan;Quakerultra;Araya;Hakey;OoCaradryanoO;crazy-gump;Coincoin_DuK;Aeryst;Tinky;Fskng;Ramou;nalatskm;Lord_Xian;MKG39;
Girls &amp; Panzer Movie,18617.0,Movie,fall,2015.0,8,8.692307692307692,26.0,Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Quakerultra;kohaque;sylfer;Nodamin;Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Quakerultra;kohaque;sylfer;Nodamin;
Sennen Joyuu,1033.0,Movie,summer,2002.0,8,8.692307692307692,39.0,ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Suryan;Quakerultra;kohaque;NosferalTroll;Nodamin;Nefka;Tinky;ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Suryan;Quakerultra;kohaque;NosferalTroll;Nodamin;Nefka;Tinky;MKG39;
Owarimonogatari 2nd Season,35247.0,TV,summer,2017.0,9,8.68421052631579,19.0,ange_bleu;DrNock;Apey_;Kmeuh;Mathxxl;Luttii;Noctis_Solaith;RdNetwork;malcmojo;ange_bleu;DrNock;Apey_;Kmeuh;Mathxxl;Luttii;Noctis_Solaith;RdNetwork;malcmojo;DL21;
Heartcatch Precure!,7645.0,TV,winter,2010.0,9,8.68421052631579,76.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;PiscesAmo;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;PiscesAmo;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Tinky;AudreyAzura;AudreyAzura;AudreyAzura;AudreyAzura;
Ping Pong the Animation,22135.0,TV,spring,2014.0,8,8.67741935483871,31.0,DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Noctis_Solaith;PiscesAmo;RdNetwork;Araya;OoCaradryanoO;Nodamin;Nefka;Aeryst;Tinky;Fskng;DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Noctis_Solaith;PiscesAmo;RdNetwork;Araya;OoCaradryanoO;Nodamin;Nefka;Aeryst;Tinky;Fskng;Psoushi;
Kokoro ga Sakebitagatterunda.,28725.0,Movie,summer,2015.0,8,8.666666666666666,18.0,DrNock;Apey_;NooBenjy;Mathxxl;Noctis_Solaith;PiscesAmo;Trit;crazy-gump;Nodamin;DrNock;Apey_;NooBenjy;Mathxxl;Noctis_Solaith;PiscesAmo;Trit;crazy-gump;Nodamin;
Baby Steps 2nd Season,27663.0,TV,spring,2015.0,,8.666666666666666,12.0,Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;
Gintama°,28977.0,TV,spring,2015.0,,8.666666666666666,24.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;kohaque;kohaque;Tinky;Tinky;Tinky;Tinky;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;kohaque;kohaque;Tinky;Tinky;Tinky;Tinky;
Bocchi the Rock!,47917.0,TV,fall,2022.0,10,8.666666666666666,24.0,DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Quakerultra;yattoz;crazy-gump;sylfer;DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Quakerultra;yattoz;crazy-gump;sylfer;
Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,7411.0,OVA,fall,2009.0,,8.666666666666666,6.0,PiscesAmo;Araya;shanoliu;PiscesAmo;Araya;shanoliu;
Tenki no Ko,38826.0,Movie,summer,2019.0,7,8.666666666666666,36.0,ange_bleu;Aeden;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Suryan;Trit;Quakerultra;kohaque;shanoliu;Hakey;NosferalTroll;Nodamin;ange_bleu;Aeden;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Suryan;Trit;Quakerultra;kohaque;shanoliu;Hakey;NosferalTroll;Nodamin;
Kono Sekai no Katasumi ni,15227.0,Movie,fall,2016.0,8,8.666666666666666,33.0,Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Keisuka_Watsushi;PiscesAmo;RdNetwork;Suryan;Trit;Quakerultra;crazy-gump;Nodamin;Fskng;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Kabu;Mathxxl;Keisuka_Watsushi;PiscesAmo;RdNetwork;Suryan;Trit;Quakerultra;crazy-gump;Nodamin;Fskng;DarkAdoniis;
Jungle wa Itsumo Hare nochi Guu Deluxe,254.0,OVA,summer,2002.0,,8.666666666666666,6.0,NooBenjy;kohaque;Ramou;NooBenjy;kohaque;Ramou;
Tamayura: Sotsugyou Shashin Part 4 - Ashita,29831.0,Movie,spring,2016.0,,8.666666666666666,6.0,DrNock;Apey_;NooBenjy;DrNock;Apey_;NooBenjy;
Fruits Basket: The Final,42938.0,TV,spring,2021.0,7,8.666666666666666,6.0,ange_bleu;Noctis_Solaith;Hakey;ange_bleu;Noctis_Solaith;Hakey;
Eiga Daisuki Pompo-san,41361.0,Movie,spring,2021.0,9,8.666666666666666,6.0,DrNock;Apey_;PiscesAmo;DrNock;Apey_;PiscesAmo;
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,15335.0,Movie,summer,2013.0,,8.666666666666666,6.0,Noctis_Solaith;sylfer;Aeryst;Noctis_Solaith;sylfer;Aeryst;
Gintama: Enchousen,15417.0,TV,fall,2012.0,,8.666666666666666,12.0,Noctis_Solaith;Noctis_Solaith;sylfer;sylfer;Tinky;Tinky;Noctis_Solaith;Noctis_Solaith;sylfer;sylfer;Tinky;Tinky;
Code Geass: Hangyaku no Lelouch III - Oudou,34440.0,Movie,spring,2018.0,,8.666666666666666,6.0,Noctis_Solaith;Araya;Nefka;Noctis_Solaith;Araya;Nefka;
Chihayafuru 3,37379.0,TV,fall,2019.0,7,8.666666666666666,12.0,Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;
Full Metal Panic? Fumoffu,72.0,TV,summer,2003.0,9,8.652173913043478,92.0,ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;NooBenjy;NooBenjy;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;CafardVert;CafardVert;Ramou;Ramou;Mereck;Mereck;ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;NooBenjy;NooBenjy;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;CafardVert;CafardVert;Ramou;Ramou;Mereck;Mereck;Laurence;Laurence;Lord_Xian;Lord_Xian;MKG39;MKG39;Baka-saru;Baka-saru;
Haibane Renmei,387.0,TV,fall,2002.0,9,8.64864864864865,37.0,Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;yattoz;kohaque;Nodamin;Tinky;Fskng;Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;yattoz;kohaque;Nodamin;Tinky;Fskng;nalatskm;Laurence;Psoushi;DL21;Lord_Xian;
Perfect Blue,437.0,Movie,winter,1998.0,7,8.63888888888889,36.0,ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Exelen;Kabu;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Araya;kohaque;Nodamin;Tinky;Fskng;ange_bleu;Aeden;DrNock;Apey_;Kmeuh;Exelen;Kabu;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Araya;kohaque;Nodamin;Tinky;Fskng;Lord_Xian;MKG39;
Kimi no Suizou wo Tabetai,36098.0,Movie,summer,2018.0,8,8.636363636363637,22.0,DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;RdNetwork;Suryan;Trit;Quakerultra;shanoliu;Nodamin;DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;RdNetwork;Suryan;Trit;Quakerultra;shanoliu;Nodamin;
3-gatsu no Lion 2nd Season,35180.0,TV,fall,2017.0,8,8.636363636363637,22.0,ange_bleu;ange_bleu;DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;crazy-gump;crazy-gump;ange_bleu;ange_bleu;DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;crazy-gump;crazy-gump;DL21;DL21;
Ousama Ranking,40834.0,TV,fall,2021.0,9,8.625,32.0,DrNock;DrNock;Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Suryan;Suryan;Quakerultra;Quakerultra;crazy-gump;crazy-gump;DrNock;DrNock;Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Suryan;Suryan;Quakerultra;Quakerultra;crazy-gump;crazy-gump;
Mob Psycho 100 II,37510.0,TV,winter,2019.0,10,8.625,32.0,Apey_;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;yattoz;Araya;crazy-gump;NosferalTroll;Nodamin;Fskng;Apey_;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;yattoz;Araya;crazy-gump;NosferalTroll;Nodamin;Fskng;
Hajime no Ippo,263.0,TV,fall,2000.0,,8.625,96.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Araya;Araya;Araya;Araya;Araya;Araya;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;sylfer;sylfer;sylfer;sylfer;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Araya;Araya;Araya;Araya;Araya;Araya;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;sylfer;sylfer;sylfer;sylfer;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Fskng;Fskng;Fskng;Fskng;Fskng;Fskng;Ramou;Ramou;Ramou;Ramou;Ramou;Ramou;
Usagi Drop,10162.0,TV,summer,2011.0,,8.61111111111111,36.0,DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Trit;kohaque;shanoliu;crazy-gump;sylfer;NosferalTroll;Nefka;Tinky;Fskng;Ramou;Mereck;DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Trit;kohaque;shanoliu;crazy-gump;sylfer;NosferalTroll;Nefka;Tinky;Fskng;Ramou;Mereck;Laurence;DL21;
Hourou Musuko Specials,10935.0,Special,summer,2011.0,,8.6,10.0,DrNock;Apey_;NooBenjy;RdNetwork;Nodamin;DrNock;Apey_;NooBenjy;RdNetwork;Nodamin;
Aikatsu Stars!,32717.0,TV,spring,2016.0,7,8.6,80.0,Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;Nodamin;
Liz to Aoi Tori,35677.0,Movie,spring,2018.0,10,8.588235294117647,34.0,DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Trit;Quakerultra;crazy-gump;NosferalTroll;Nodamin;Fskng;DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;RdNetwork;Suryan;Trit;Quakerultra;crazy-gump;NosferalTroll;Nodamin;Fskng;
