,title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes
14684,Haikyuu!! Movie 4: Concept no Tatakai,35111,Movie,Production I.G,summer,2017.0,2017-09-29 00:00:00,Manga,1.0
14685,Digimon Adventure tri. 5: Kyousei,34962,Movie,Toei Animation,summer,2017.0,2017-09-30 00:00:00,Original,1.0
14686,Kimi no Koe wo Todoketai,33218,Movie,Madhouse,summer,2017.0,2017-08-25 00:00:00,Original,1.0
14687,Free! Movie 2: Timeless Medley - Yakusoku,35191,Movie,Kyoto Animation,summer,2017.0,2017-07-01 00:00:00,Original,1.0
14688,No Game No Life: Zero - Manner Movie,37402,Movie,Madhouse,summer,2017.0,2017-07-15 00:00:00,-,1.0
14689,Hibike! Euphonium Movie 2: Todoketai Melody,35082,Movie,Kyoto Animation,summer,2017.0,2017-09-30 00:00:00,Novel,1.0
14690,Koukyoushihen Eureka Seven Hi-Evolution 1,35134,Movie,Bones,summer,2017.0,2017-09-16 00:00:00,Original,1.0
14691,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,34376,Movie,Studio Gokumi,summer,2017.0,2017-07-08 00:00:00,Light novel,1.0
14692,Mahou Shoujo Lyrical Nanoha: Reflection,17947,Movie,Seven Arcs Pictures,summer,2017.0,2017-07-22 00:00:00,Original,1.0
14693,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,37859,Movie,Kyoto Animation,summer,2017.0,2017-07-01 00:00:00,Original,4.0
14694,Yuuki Yuuna wa Yuushabu Shozoku 3,35473,Movie,W-Toon Studio,summer,2017.0,2017-07-08 00:00:00,Manga,1.0
14695,Hibike! Euphonium Movie: Photo Session e Youkoso,37577,Movie,Kyoto Animation,summer,2017.0,2017-09-30 00:00:00,-,3.0
14696,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,35070,Movie,DLE,summer,2017.0,2017-07-22 00:00:00,Manga,1.0
14697,Dahufa,36661,Movie,Nice Boat Animation,summer,2017.0,2017-07-13 00:00:00,Original,1.0
14698,Abstract feat. Alkama,36182,Movie,          -,summer,2017.0,2017-08-19 00:00:00,Original,1.0
14699,Xing You Ji: Fengbao Famila,37149,Movie,          -,summer,2017.0,2017-08-11 00:00:00,Original,1.0
14700,So-na-gi,39364,Movie,          -,summer,2017.0,2017-08-31 00:00:00,Other,1.0
14701,Shi Wan Ge Leng Xiaohua Movie 2,36619,Movie,L²Studio,summer,2017.0,2017-08-18 00:00:00,Web manga,1.0
14702,Junk Head,39833,Movie,          -,summer,2017.0,2017-07-23 00:00:00,Original,1.0
14703,High & Low: G-Sword (Movie),39032,Movie,          -,summer,2017.0,2017-08-14 00:00:00,Other,5.0
14704,Don't Cry (Movie),45584,Movie,          -,summer,2017.0,2017-07-01 00:00:00,Original,1.0
14705,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",35363,Special,Kyoto Animation,summer,2017.0,2017-09-20 00:00:00,Manga,1.0
14706,Kobayashi-san Chi no OO Dragon,35145,Special,Kyoto Animation,summer,2017.0,2017-03-15 00:00:00,Manga,7.0
14707,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",34777,Special,Shuka,summer,2017.0,2017-07-05 00:00:00,Original,1.0
14708,Natsume Yuujinchou Roku Specials,36275,Special,Shuka,summer,2017.0,2017-09-27 00:00:00,Manga,2.0
14709,Tsuki ga Kirei Special,36539,Special,feel.,summer,2017.0,2017-09-27 00:00:00,Original,1.0
14710,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,36215,Special,Toei Animation,summer,2017.0,2017-08-26 00:00:00,Manga,1.0
14711,Kuroko no Basket: Last Game NG-shuu,35658,Special,Production I.G,summer,2017.0,2017-09-27 00:00:00,Manga,1.0
14712,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,36439,Special,          -,summer,2017.0,2017-09-27 00:00:00,Light novel,1.0
14713,Owarimonogatari 2nd Season Recaps,36796,Special,Shaft,summer,2017.0,2017-08-12 00:00:00,Light novel,2.0
14714,Fate/Apocrypha Recaps,36729,Special,A-1 Pictures,summer,2017.0,2017-09-24 00:00:00,Light novel,2.0
14715,Brave Witches: Petersburg Daisenryaku,34644,Special,SILVER LINK.,summer,2017.0,2017-08-25 00:00:00,Original,1.0
14716,A-Channel: Nabe wo Tabeyou,35285,Special,Studio Gokumi,summer,2017.0,2017-09-27 00:00:00,4-koma manga,1.0
14717,Princess Principal Picture Drama,36485,Special,"Actas, Studio 3Hz",summer,2017.0,2017-09-27 00:00:00,Original,6.0
14718,Hand Shakers: Go ago Go,35202,Special,GoHands,summer,2017.0,2017-07-26 00:00:00,Original,1.0
14719,Love Live! Sunshine!! Recap,36473,Special,Sunrise,summer,2017.0,2017-09-30 00:00:00,Original,1.0
14720,"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",36162,Special,Shaft,summer,2017.0,2017-08-09 00:00:00,Other,1.0
14721,Benghuai 3: Reburn,37879,Special,Dancing CG Studio,summer,2017.0,2017-09-30 00:00:00,Game,1.0
14722,"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",35416,Special,Studio Deen,summer,2017.0,2017-09-27 00:00:00,Novel,1.0
14723,Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,38854,Special,          -,summer,2017.0,2017-09-20 00:00:00,Original,1.0
14724,The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,37215,Special,          -,summer,2017.0,2017-08-12 00:00:00,4-koma manga,1.0
14725,Onagawa Chuu Baske Bu: 5-nin no Natsu,36118,Special,          -,summer,2017.0,2017-08-25 00:00:00,Other,1.0
14726,Higanjima X: Aniki,35266,Special,          -,summer,2017.0,2017-08-30 00:00:00,Manga,1.0
14727,Plus Kouji,36221,Special,          -,summer,2017.0,2017-08-28 00:00:00,Original,2.0
14728,High & Low: G-Sword (Special),41054,Special,          -,summer,2017.0,2017-07-31 00:00:00,Other,5.0
14729,Black Clover,34572,TV (New),Studio Pierrot,fall,2017.0,2017-10-03 18:25:00,Manga,170.0
14730,Shokugeki no Souma: San no Sara,35788,TV (New),J.C.Staff,fall,2017.0,2017-10-04 00:30:00,Manga,12.0
14731,Mahoutsukai no Yome,35062,TV (New),Wit Studio,fall,2017.0,2017-10-08 01:30:00,Manga,24.0
14732,Blend S,34618,TV (New),A-1 Pictures,fall,2017.0,2017-10-08 00:30:00,4-koma manga,12.0
14733,Inuyashiki,34542,TV (New),MAPPA,fall,2017.0,2017-10-13 00:55:00,Manga,11.0
14734,Houseki no Kuni (TV),35557,TV (New),Orange,fall,2017.0,2017-10-07 21:30:00,Manga,12.0
14735,Kekkai Sensen & Beyond,34451,TV (New),Bones,fall,2017.0,2017-10-08 03:08:00,Manga,12.0
14736,3-gatsu no Lion 2nd Season,35180,TV (New),Shaft,fall,2017.0,2017-10-14 23:00:00,Manga,22.0
14737,Imouto sae Ireba Ii.,35413,TV (New),SILVER LINK.,fall,2017.0,2017-10-08 22:30:00,Light novel,12.0
14738,Shoujo Shuumatsu Ryokou,35838,TV (New),White Fox,fall,2017.0,2017-10-06 21:30:00,Web manga,12.0
14739,Juuni Taisen,35076,TV (New),Graphinica,fall,2017.0,2017-10-03 23:30:00,Novel,12.0
14740,Just Because!,35639,TV (New),Pine Jam,fall,2017.0,2017-10-05 21:00:00,Original,12.0
14741,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,35712,TV (New),"Diomedéa, Studio Blanc",fall,2017.0,2017-10-12 00:30:00,Web manga,10.0
14742,Himouto! Umaru-chan R,35376,TV (New),Doga Kobo,fall,2017.0,2017-10-08 23:30:00,Manga,12.0
14743,Ousama Game The Animation,36027,TV (New),Seven,fall,2017.0,2017-10-05 23:30:00,Novel,12.0
14744,Kujira no Kora wa Sajou ni Utau,34712,TV (New),J.C.Staff,fall,2017.0,2017-10-08 23:00:00,Manga,12.0
14745,Itsudatte Bokura no Koi wa 10 cm Datta.,36220,TV (New),Lay-duce,fall,2017.0,2017-11-25 00:00:00,Music,6.0
14746,Kino no Tabi: The Beautiful World - The Animated Series,35079,TV (New),Lerche,fall,2017.0,2017-10-06 22:00:00,Light novel,12.0
14747,Osake wa Fuufu ni Natte kara,35484,TV (New),Creators in Pack,fall,2017.0,2017-10-04 01:00:00,Web manga,13.0
14748,UQ Holder!: Mahou Sensei Negima! 2,33478,TV (New),J.C.Staff,fall,2017.0,2017-10-03 00:00:00,Manga,12.0
14749,Gintama.: Porori-hen,35843,TV (New),Bandai Namco Pictures,fall,2017.0,2017-10-02 01:35:00,Manga,13.0
14750,Dies Irae,32271,TV (New),A.C.G.T.,fall,2017.0,2017-10-14 01:05:00,Visual novel,11.0
14751,Konohana Kitan,35241,TV (New),Lerche,fall,2017.0,2017-10-04 20:00:00,Manga,12.0
14752,Love Live! Sunshine!! 2nd Season,34973,TV (New),Sunrise,fall,2017.0,2017-10-07 22:30:00,Other,13.0
14753,Code:Realize - Sousei no Himegimi,31456,TV (New),M.S.C,fall,2017.0,2017-10-07 20:00:00,Visual novel,12.0
14754,Evil or Live,36245,TV (New),Haoliners Animation League,fall,2017.0,2017-10-11 01:41:00,Web manga,12.0
14755,Animegataris,35427,TV (New),WAO World,fall,2017.0,2017-10-08 22:00:00,Original,12.0
14756,Garo: Vanishing Line,36144,TV (New),MAPPA,fall,2017.0,2017-10-07 01:23:00,Original,24.0
14757,"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",36198,TV (New),Seven,fall,2017.0,2017-10-02 01:00:00,Digital manga,12.0
14758,Osomatsu-san 2nd Season,35067,TV (New),Studio Pierrot,fall,2017.0,2017-10-03 01:35:00,Manga,25.0
14759,Hoozuki no Reitetsu 2nd Season,35075,TV (New),Studio Deen,fall,2017.0,2017-10-08 01:00:00,Manga,13.0
14760,Sengoku Night Blood,35251,TV (New),Typhoon Graphics,fall,2017.0,2017-10-03 23:00:00,Game,12.0
14761,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,34284,TV (New),Studio Gokumi,fall,2017.0,2017-10-07 01:55:00,Light novel,6.0
14762,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,34445,TV (New),Studio Gokumi,fall,2017.0,2017-11-25 01:55:00,Original,6.0
14763,Urahara,35250,TV (New),"EMT Squared, Shirogumi",fall,2017.0,2017-10-04 20:00:00,Web manga,12.0
14764,Two Car,36009,TV (New),SILVER LINK.,fall,2017.0,2017-10-08 00:00:00,Original,12.0
14765,The iDOLM@STER SideM,34915,TV (New),A-1 Pictures,fall,2017.0,2017-10-07 23:30:00,Game,13.0
14766,Tsukipro The Animation,34474,TV (New),PRA,fall,2017.0,2017-10-04 22:30:00,Music,13.0
14767,RoboMasters the Animated Series,34903,TV (New),"DandeLion Animation Studio, Gonzo",fall,2017.0,2017-10-13 22:30:00,Original,6.0
14768,"Wake Up, Girls! Shin Shou",34522,TV (New),Millepensee,fall,2017.0,2017-10-10 02:05:00,Original,12.0
14769,Taishou Mebiusline: Chicchai-san,34411,TV (New),Studio A-CAT,fall,2017.0,2017-10-06 21:54:00,Visual novel,12.0
14770,Dynamic Chord,34771,TV (New),"Pierrot Plus, Studio Pierrot",fall,2017.0,2017-10-06 01:58:00,Visual novel,12.0
14771,Infini-T Force,33027,TV (New),Tatsunoko Production,fall,2017.0,2017-10-03 01:59:00,Original,12.0
14772,Cinderella Girls Gekijou 2nd Season,35883,TV (New),"Gathering, Lesprit",fall,2017.0,2017-10-03 21:55:00,4-koma manga,13.0
14773,ClassicaLoid 2nd Season,35334,TV (New),Sunrise,fall,2017.0,2017-10-07 17:35:00,Original,25.0
14774,Cardfight!! Vanguard G: Z,36022,TV (New),OLM,fall,2017.0,2017-10-08 10:00:00,Card game,24.0
14775,Dia Horizon (Kabu),35999,TV (New),Fanworks,fall,2017.0,2017-10-03 01:00:00,Original,12.0
14776,Ame-iro Cocoa Series: Ame-con!!,35923,TV (New),EMT Squared,fall,2017.0,2017-10-04 22:25:00,Digital manga,12.0
14777,Glamorous Heroes,36288,TV (New),drop,fall,2017.0,2017-10-07 02:10:00,Game,10.0
14778,Love Kome: We Love Rice 2nd Season,35818,TV (New),Encourage Films,fall,2017.0,2017-10-06 02:59:00,Original,12.0
14779,Ku Pao Ying Xiong,36440,TV (New),B.CMAY PICTURES,fall,2017.0,2017-09-02 10:00:00,Game,26.0
14780,Fireball Humorous,36166,TV (New),Jinnis Animation Studios,fall,2017.0,2017-10-06 21:55:00,Original,3.0
14781,Oretacha Youkai Ningen,36135,TV (New),DLE,fall,2017.0,2017-10-04 23:30:00,Original,25.0
14782,Time Bokan: Gyakushuu no San Akunin,35254,TV (New),Tatsunoko Production,fall,2017.0,2017-10-07 17:30:00,Original,24.0
14783,Yodel no Onna,36409,TV (New),DLE,fall,2017.0,2017-09-22 00:00:00,Original,0.0
14784,Pittanko!! Nekozakana,40089,TV (New),          -,fall,2017.0,2017-10-09 00:00:00,-,93.0
14785,Aiseki Mogol Girl,36073,TV (New),          -,fall,2017.0,2017-10-03 01:05:00,Other,12.0
14786,Sinbi Apateu: Ghost Ball X-ui Tansaeng,40090,TV (New),          -,fall,2017.0,2017-11-09 00:00:00,-,23.0
14787,One Piece,21,TV (Continuing),Toei Animation,fall,2017.0,1999-10-20 09:30:00,Manga,0.0
14788,Dragon Ball Super,30694,TV (Continuing),Toei Animation,fall,2017.0,2015-07-05 09:00:00,Manga,131.0
14789,Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,fall,2017.0,2017-04-05 17:30:00,Manga,0.0
14790,Fate/Apocrypha,34662,TV (Continuing),A-1 Pictures,fall,2017.0,2017-07-02 00:00:00,Light novel,25.0
14791,Detective Conan,235,TV (Continuing),TMS Entertainment,fall,2017.0,1996-01-08 18:00:00,Manga,0.0
14792,Ballroom e Youkoso,34636,TV (Continuing),Production I.G,fall,2017.0,2017-07-09 02:08:00,Manga,24.0
14793,Aggressive Retsuko,32977,TV (Continuing),Fanworks,fall,2017.0,2016-04-02 12:00:00,Other,100.0
14794,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,fall,2017.0,1992-04-13 19:30:00,Manga,0.0
14795,Shoukoku no Altair,34547,TV (Continuing),MAPPA,fall,2017.0,2017-07-08 02:25:00,Manga,24.0
14796,Youkai Apartment no Yuuga na Nichijou,35220,TV (Continuing),Shin-Ei Animation,fall,2017.0,2017-07-03 23:00:00,Light novel,26.0
14797,Yu☆Gi☆Oh! VRAINS,34866,TV (Continuing),Gallop,fall,2017.0,2017-05-10 18:25:00,Card game,120.0
14798,Mahoujin Guruguru (2017),34745,TV (Continuing),Production I.G,fall,2017.0,2017-07-11 01:35:00,Manga,24.0
14799,Aikatsu Stars!,32717,TV (Continuing),Bandai Namco Pictures,fall,2017.0,2016-04-07 18:25:00,Original,100.0
14800,Monster Hunter Stories: Ride On,31631,TV (Continuing),David Production,fall,2017.0,2016-10-02 08:30:00,Game,75.0
14801,Beyblade Burst God,34901,TV (Continuing),OLM,fall,2017.0,2017-04-03 17:55:00,Original,51.0
14802,Kirakira☆Precure A La Mode,34290,TV (Continuing),Toei Animation,fall,2017.0,2017-02-05 08:30:00,Original,49.0
14803,Sazae-san,2406,TV (Continuing),Eiken,fall,2017.0,1969-10-05 18:30:00,4-koma manga,0.0
14804,Idol Time PriPara,34787,TV (Continuing),"Dongwoo A&E, Tatsunoko Production",fall,2017.0,2017-04-04 17:55:00,Game,51.0
14805,Future Card Buddyfight Battsu,34836,TV (Continuing),"OLM, Xebec",fall,2017.0,2017-04-01 08:00:00,Card game,52.0
14806,PriPri Chii-chan!!,34799,TV (Continuing),OLM,fall,2017.0,2017-04-15 06:30:00,Manga,36.0
14807,Bonobono (TV 2016),32353,TV (Continuing),Eiken,fall,2017.0,2016-04-02 04:52:00,4-koma manga,0.0
14808,100% Pascal-sensei (TV),34052,TV (Continuing),OLM,fall,2017.0,2017-04-15 06:30:00,Manga,36.0
14809,Duel Masters (2017),34905,TV (Continuing),Ascension,fall,2017.0,2017-04-02 08:30:00,Original,51.0
14810,Rilu Rilu Fairilu: Mahou no Kagami,34927,TV (Continuing),Studio Deen,fall,2017.0,2017-04-07 17:55:00,Original,51.0
14811,Yasamura Yasashi no Yasashii Sekai,33933,TV (Continuing),DLE,fall,2017.0,2016-09-02 00:00:00,Original,33.0
14812,Neko Konogoro,33398,TV (Continuing),Kachidoki Studio,fall,2017.0,2016-06-08 00:00:00,Manga,0.0
14813,Neko no Robu,35478,TV (Continuing),Kachidoki Studio,fall,2017.0,2017-05-06 06:30:00,Original,0.0
14814,Shounen Ashibe: Go! Go! Goma-chan 2,34979,TV (Continuing),"Bridge, Husio Studio",fall,2017.0,2017-04-04 00:00:00,4-koma manga,32.0
14815,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),34741,TV (Continuing),OLM,fall,2017.0,2017-04-15 07:00:00,Other,37.0
14816,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,fall,2017.0,2012-11-16 06:45:00,Original,0.0
14817,Asa Da yo! Kaishain,33044,TV (Continuing),DLE,fall,2017.0,2016-04-04 06:45:00,Original,744.0
14818,Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,fall,2017.0,2011-03-26 00:00:00,Original,0.0
14819,Neko to Mata,35444,TV (Continuing),          -,fall,2017.0,2017-04-21 01:25:00,Original,67.0
14820,Hinomaru!,36231,TV (Continuing),          -,fall,2017.0,2017-07-05 00:00:00,Manga,12.0
14821,Caribadix,35517,TV (Continuing),          -,fall,2017.0,2017-05-07 09:30:00,Original,46.0
14822,Akita Kenritsu Iburi Gakkou Chuutou-bu,35226,TV (Continuing),          -,fall,2017.0,2017-03-14 00:00:00,Original,27.0
14823,Yura Yura Suizokukan,35957,TV (Continuing),Kachidoki Studio,fall,2017.0,2017-07-24 00:00:00,Original,40.0
14824,Kirin the Noop,35694,TV (Continuing),          -,fall,2017.0,2014-02-06 00:00:00,Original,0.0
14825,Quiz Tokiko-san,37263,TV (Continuing),          -,fall,2017.0,2017-06-17 00:00:00,Original,40.0
14826,Net-juu no Susume,36038,ONA,Signal.MD,fall,2017.0,2017-10-10 00:00:00,Web manga,10.0
14827,Hitori no Shita: The Outcast 2nd Season,35333,ONA,Haoliners Animation League,fall,2017.0,2017-10-27 00:00:00,Web manga,24.0
14828,Aishen Qiaokeli-ing...II,36848,ONA,B.CMAY PICTURES,fall,2017.0,2017-12-21 00:00:00,Web manga,15.0
14829,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,36855,ONA,Kyoto Animation,fall,2017.0,2017-11-17 00:00:00,-,24.0
14830,Imouto sae Ireba Ii. (ONA),37045,ONA,SILVER LINK.,fall,2017.0,2017-10-08 00:00:00,Light novel,6.0
14831,Hyperventilation,40491,ONA,          -,fall,2017.0,2017-10-11 00:00:00,Web manga,6.0
14832,Shoujo Shuumatsu Jugyou,36468,ONA,Studio PuYUKAI,fall,2017.0,2017-10-06 00:00:00,Manga,12.0
14833,Road to You,36492,ONA,"Sunrise, The Answer Studio",fall,2017.0,2017-10-11 00:00:00,Original,3.0
14834,MahoYome,36502,ONA,"DMM.futureworks, W-Toon Studio",fall,2017.0,2017-10-10 00:00:00,Manga,24.0
14835,MahoYome: Aisatsu,36501,ONA,"DMM.futureworks, W-Toon Studio",fall,2017.0,2017-10-03 00:00:00,Manga,1.0
14836,Wo Shi Jiang Xiaobai,36775,ONA,2:10 AM Animation,fall,2017.0,2017-11-09 00:00:00,Original,12.0
14837,Huyao Xiao Hongniang: Nan Guo,36824,ONA,Haoliners Animation League,fall,2017.0,2017-11-24 00:00:00,Manga,26.0
14838,Kamiusagi Rope x Boruto: Naruto Next Generations,36564,ONA,          -,fall,2017.0,2017-10-12 00:00:00,Other,1.0
14839,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,36783,ONA,Actas,fall,2017.0,2017-11-11 00:00:00,Original,1.0
14840,Monster Strike Anime: Kieyuku Uchuu-hen,36246,ONA,          -,fall,2017.0,2017-10-07 00:00:00,Game,13.0
14841,Itazura Majo to Nemuranai Machi,36861,ONA,SANZIGEN,fall,2017.0,2017-12-01 00:00:00,Original,1.0
14842,"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",37148,ONA,A.C.G.T.,fall,2017.0,2017-12-29 00:00:00,Visual novel,1.0
14843,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,36500,ONA,"Gathering, Lesprit",fall,2017.0,2017-10-03 00:00:00,4-koma manga,13.0
14844,Hitorigurashi no Shougakusei,35235,ONA,Signal.MD,fall,2017.0,2017-10-10 00:00:00,4-koma manga,10.0
14845,Guomin Laogong Dai Huijia 3rd Season,37181,ONA,Wawayu Animation,fall,2017.0,2017-10-25 00:00:00,Novel,12.0
14846,Shen Qi Huan Qi Tan,36722,ONA,Mili Pictures,fall,2017.0,2017-10-31 00:00:00,Manga,24.0
14847,Sora yori mo Tooi Basho: Yokoku,37123,ONA,Madhouse,fall,2017.0,2017-12-29 00:00:00,Original,13.0
14848,Keifuku-san,36156,ONA,          -,fall,2017.0,2017-12-28 00:00:00,Original,1.0
14849,Wu Geng Ji 2nd Season,36910,ONA,Sparkly Key Animation Studio,fall,2017.0,2017-12-29 00:00:00,Manga,42.0
14850,Onyankopon,35971,ONA,Kyotoma,fall,2017.0,2017-10-06 00:00:00,Other,12.0
14851,CMFU Xueyuan: Shenshi Ji Jijian,37620,ONA,Shanghai Foch Film Culture Investment,fall,2017.0,2017-11-21 00:00:00,Novel,24.0
14852,Qiang Shen Ji,39231,ONA,Mokai Technology,fall,2017.0,2017-12-08 00:00:00,Game,12.0
14853,Daitai 3-pun de Wakaru .hack History,36646,ONA,          -,fall,2017.0,2017-10-20 00:00:00,Other,1.0
14854,Koisuru Shirokuma Tokubetsu-ban,36742,ONA,          -,fall,2017.0,2017-11-01 00:00:00,Manga,3.0
14855,Yuuwaku★Office Lover 2,36705,ONA,          -,fall,2017.0,2017-12-26 00:00:00,Visual novel,10.0
14856,"Animegataris: Yuku Toshi, Kuru Toshi",37037,ONA,WAO World,fall,2017.0,2017-12-31 00:00:00,Original,1.0
14857,Kodoku no Gourmet,35284,ONA,          -,fall,2017.0,2017-11-29 00:00:00,Manga,10.0
14858,Namakura Gatana: Kunoichi-hen,38059,ONA,          -,fall,2017.0,2017-11-08 00:00:00,Original,1.0
14859,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,36715,ONA,          -,fall,2017.0,2017-10-31 00:00:00,Other,1.0
14860,Kuruneko (ONA),35239,ONA,          -,fall,2017.0,2017-10-05 00:00:00,Web manga,10.0
14861,Star Wars/Force no Kakusei,37334,ONA,          -,fall,2017.0,2017-12-15 00:00:00,Other,1.0
14862,Jian Wangchao 2,37058,ONA,          -,fall,2017.0,2017-10-12 00:00:00,Novel,12.0
14863,Star Wars/Saigo no Jedai: Tokubetsu Eizou,36774,ONA,          -,fall,2017.0,2017-11-08 00:00:00,Other,1.0
14864,LayereD Stories Zero,36866,ONA,          -,fall,2017.0,2017-11-22 00:00:00,Game,9.0
14865,"Baito-saki wa ""Aku no Soshiki""!?",36771,ONA,HeART-BIT,fall,2017.0,2017-11-13 00:00:00,Novel,10.0
14866,AOTU Shijie 2,36345,ONA,          -,fall,2017.0,2017-10-31 00:00:00,Web manga,20.0
14867,Yakiniku-ten Sengoku,36626,ONA,          -,fall,2017.0,2017-12-17 00:00:00,Web manga,12.0
14868,Monogatari no Aru Satou,36578,ONA,dwarf,fall,2017.0,2017-10-10 00:00:00,Original,1.0
14869,Qin Shi Ming Yue: Yi Zhe Ru Shi,37566,ONA,Sparkly Key Animation Studio,fall,2017.0,2017-10-05 00:00:00,Novel,1.0
14870,Mu Wang Zhi Wang: Xuan Guan Si,39720,ONA,BUILD DREAM,fall,2017.0,2017-12-07 00:00:00,Original,20.0
14871,Drive Agent Personal: Shiawase wo Mamoru Mono,36731,ONA,          -,fall,2017.0,2017-10-16 00:00:00,Original,1.0
14872,"Chiisana Tayori, Ookina Tayori.",37777,ONA,          -,fall,2017.0,2017-12-08 00:00:00,Original,1.0
14873,Wares: Beyond,36883,ONA,          -,fall,2017.0,2017-12-03 00:00:00,Novel,1.0
14874,Mirai Koushi Harima SACLA NEX RAY,39056,ONA,Kamikaze Douga,fall,2017.0,2017-10-12 00:00:00,Original,1.0
14875,Mighty Thor: Battle Royale,36712,ONA,          -,fall,2017.0,2017-10-29 00:00:00,Other,1.0
14876,Break Go!Ga!,36954,ONA,          -,fall,2017.0,2017-12-14 00:00:00,Other,1.0
14877,Pianoman Trailer,41505,ONA,Echoes,fall,2017.0,2017-12-28 00:00:00,Original,1.0
14878,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",37790,ONA,G-angle,fall,2017.0,2017-11-23 00:00:00,Original,1.0
14879,Iryou Keiei Consultant,37543,ONA,          -,fall,2017.0,2017-11-07 00:00:00,Original,1.0
14880,Mentori,36905,ONA,          -,fall,2017.0,2017-12-14 00:00:00,Other,10.0
14881,Oshushi Da yo,36464,ONA,          -,fall,2017.0,2017-10-20 00:00:00,Web manga,10.0
14882,GJ8man Soushuuhen,36543,ONA,          -,fall,2017.0,2017-10-08 00:00:00,Original,0.0
