title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Kyojin no Hoshi,5834,TV (New),TMS Entertainment,spring,1968.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Kaibutsu-kun,3129,TV (New),"Studio Zero, Tokyo Movie",spring,1968.0,1968-04-21 00:00:00,Manga,49.0,6.48,1002.0
Akane-chan,18635,TV (New),Toei Animation,spring,1968.0,1968-04-06 00:00:00,-,26.0,0.0,555.0
Animal 1,17671,TV (New),          -,spring,1968.0,1968-04-01 00:00:00,-,27.0,0.0,473.0
Fight Da!! Pyuta,19997,TV (New),          -,spring,1968.0,1968-04-06 00:00:00,-,26.0,0.0,358.0
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,spring,1968.0,1968-01-03 00:00:00,Manga,65.0,6.77,3425.0
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,spring,1968.0,1966-12-05 19:00:00,Manga,109.0,6.39,3054.0
Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,spring,1968.0,1968-02-01 00:00:00,-,35.0,0.0,566.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,spring,1968.0,1966-07-01 18:55:00,Original,1274.0,5.74,488.0
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,spring,1968.0,1967-07-03 00:00:00,-,26.0,0.0,318.0
Cyborg 009 (TV),8394,TV (Continuing),Toei Animation,summer,1968.0,1968-04-05 00:00:00,Manga,26.0,6.86,5370.0
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,summer,1968.0,1968-01-03 00:00:00,Manga,65.0,6.77,3425.0
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,summer,1968.0,1966-12-05 19:00:00,Manga,109.0,6.39,3054.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,summer,1968.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Kaibutsu-kun,3129,TV (Continuing),"Studio Zero, Tokyo Movie",summer,1968.0,1968-04-21 00:00:00,Manga,49.0,6.48,1002.0
Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,summer,1968.0,1968-02-01 00:00:00,-,35.0,0.0,566.0
Akane-chan,18635,TV (Continuing),Toei Animation,summer,1968.0,1968-04-06 00:00:00,-,26.0,0.0,555.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,summer,1968.0,1966-07-01 18:55:00,Original,1274.0,5.74,488.0
Animal 1,17671,TV (Continuing),          -,summer,1968.0,1968-04-01 00:00:00,-,27.0,0.0,473.0
Fight Da!! Pyuta,19997,TV (Continuing),          -,summer,1968.0,1968-04-06 00:00:00,-,26.0,0.0,358.0
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,summer,1968.0,1967-07-03 00:00:00,-,26.0,0.0,318.0
Taiyou no Ouji: Horus no Daibouken,1044,Movie,Toei Animation,summer,1968.0,1968-07-21 00:00:00,Other,1.0,6.52,6834.0
Umihiko Yamahiko,34038,Movie,          -,summer,1968.0,1968-08-01 00:00:00,Other,1.0,0.0,248.0
Sabu to Ichi Torimono Hikae,5997,TV (New),Toei Animation,fall,1968.0,1968-10-03 00:00:00,Manga,52.0,6.39,1654.0
Youkai Ningen Bem,4044,TV (New),Dai-Ichi Douga,fall,1968.0,1968-10-07 00:00:00,Original,26.0,6.05,1425.0
Sasuke,6056,TV (New),          -,fall,1968.0,1968-09-03 00:00:00,Manga,29.0,6.53,1088.0
Yuuyake Banchou,12765,TV (New),          -,fall,1968.0,1968-09-30 00:00:00,-,26.0,0.0,358.0
Johnny Cypher,28145,TV (New),          -,fall,1968.0,1968-10-21 00:00:00,-,130.0,0.0,307.0
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,fall,1968.0,1968-01-03 00:00:00,Manga,65.0,6.77,3425.0
Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,fall,1968.0,1966-12-05 19:00:00,Manga,109.0,6.39,3054.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,fall,1968.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Kaibutsu-kun,3129,TV (Continuing),"Studio Zero, Tokyo Movie",fall,1968.0,1968-04-21 00:00:00,Manga,49.0,6.48,1002.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,fall,1968.0,1966-07-01 18:55:00,Original,1274.0,5.74,488.0
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,fall,1968.0,1967-07-03 00:00:00,-,26.0,0.0,318.0
Souseiki,3473,Movie,          -,fall,1968.0,1968-10-01 00:00:00,-,1.0,5.5,1527.0
Baka Baka Baka na Sekai,29777,Movie,          -,fall,1968.0,1968-10-12 00:00:00,Original,1.0,4.27,1450.0
Kyubi no Kitsune to Tobimaru (Sesshoseki),17673,Movie,          -,fall,1968.0,1968-10-19 00:00:00,-,1.0,0.0,374.0
Himitsu no Akko-chan,3285,TV (New),Toei Animation,winter,1969.0,1969-01-06 00:00:00,-,94.0,6.27,2261.0
Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,winter,1969.0,1968-01-03 00:00:00,Manga,65.0,6.77,3425.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,winter,1969.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Sabu to Ichi Torimono Hikae,5997,TV (Continuing),Toei Animation,winter,1969.0,1968-10-03 00:00:00,Manga,52.0,6.39,1654.0
Youkai Ningen Bem,4044,TV (Continuing),Dai-Ichi Douga,winter,1969.0,1968-10-07 00:00:00,Original,26.0,6.05,1425.0
Sasuke,6056,TV (Continuing),          -,winter,1969.0,1968-09-03 00:00:00,Manga,29.0,6.53,1088.0
Kaibutsu-kun,3129,TV (Continuing),"Studio Zero, Tokyo Movie",winter,1969.0,1968-04-21 00:00:00,Manga,49.0,6.48,1002.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,winter,1969.0,1966-07-01 18:55:00,Original,1274.0,5.7,488.0
Yuuyake Banchou,12765,TV (Continuing),          -,winter,1969.0,1968-09-30 00:00:00,-,26.0,0.0,358.0
Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,winter,1969.0,1967-07-03 00:00:00,-,26.0,0.0,318.0
Johnny Cypher,28145,TV (Continuing),          -,winter,1969.0,1968-10-21 00:00:00,-,130.0,0.0,303.0
Hitoribotchi,27375,Movie,Toei Animation,winter,1969.0,1969-03-18 00:00:00,-,1.0,0.0,307.0
Kaitei Toshi no Dekiru made,21551,Movie,          -,winter,1969.0,1969-02-02 00:00:00,-,1.0,0.0,235.0
Kaibutsu-kun: Suna Majin wo Yattsukero no Maki / Kaibutsu-kun to Haniwa Kaishin no Maki,33234,Movie,"Studio Zero, Tokyo Movie",winter,1969.0,1969-03-18 00:00:00,Manga,1.0,0.0,179.0
Wonder-kun no Hatsu Yume Uchuu Ryokou,12807,Special,          -,winter,1969.0,1969-01-02 00:00:00,Original,1.0,0.0,293.0
Dororo to Hyakkimaru,5760,TV (New),Mushi Production,spring,1969.0,1969-04-06 19:30:00,Manga,26.0,7.18,13277.0
Ninpuu Kamui Gaiden,5023,TV (New),Tele-Cartoon Japan,spring,1969.0,1969-04-06 18:30:00,Manga,26.0,6.57,1510.0
Kurenai Sanshirou,4439,TV (New),Tatsunoko Production,spring,1969.0,1969-04-02 19:00:00,Manga,26.0,6.42,1438.0
Umeboshi Denka,12835,TV (New),          -,spring,1969.0,1969-04-01 00:00:00,Original,26.0,0.0,328.0
Roppou Yabure-kun,20003,TV (New),          -,spring,1969.0,1969-04-28 00:00:00,-,110.0,0.0,287.0
Himitsu no Akko-chan,3285,TV (Continuing),Toei Animation,spring,1969.0,1969-01-06 00:00:00,-,94.0,6.27,2261.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,spring,1969.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Sabu to Ichi Torimono Hikae,5997,TV (Continuing),Toei Animation,spring,1969.0,1968-10-03 00:00:00,Manga,52.0,6.39,1654.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,spring,1969.0,1966-07-01 18:55:00,Original,1274.0,5.7,488.0
Zou no Hanako,35094,OVA,          -,spring,1969.0,,Other,1.0,0.0,161.0
Dororo to Hyakkimaru,5760,TV (Continuing),Mushi Production,summer,1969.0,1969-04-06 19:30:00,Manga,26.0,7.18,13277.0
Himitsu no Akko-chan,3285,TV (Continuing),Toei Animation,summer,1969.0,1969-01-06 00:00:00,-,94.0,6.27,2261.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,summer,1969.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Sabu to Ichi Torimono Hikae,5997,TV (Continuing),Toei Animation,summer,1969.0,1968-10-03 00:00:00,Manga,52.0,6.39,1654.0
Ninpuu Kamui Gaiden,5023,TV (Continuing),Tele-Cartoon Japan,summer,1969.0,1969-04-06 18:30:00,Manga,26.0,6.57,1510.0
Kurenai Sanshirou,4439,TV (Continuing),Tatsunoko Production,summer,1969.0,1969-04-02 19:00:00,Manga,26.0,6.42,1438.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,summer,1969.0,1966-07-01 18:55:00,Original,1274.0,5.7,488.0
Umeboshi Denka,12835,TV (Continuing),          -,summer,1969.0,1969-04-01 00:00:00,Original,26.0,0.0,328.0
Roppou Yabure-kun,20003,TV (Continuing),          -,summer,1969.0,1969-04-28 00:00:00,-,110.0,0.0,287.0
Soratobu Yuureisen,2811,Movie,Toei Animation,summer,1969.0,1969-07-20 00:00:00,Manga,1.0,6.63,4385.0
Kyojin no Hoshi: Chizome no Kesshousen,17441,Movie,          -,summer,1969.0,1969-07-26 00:00:00,-,1.0,0.0,328.0
Hong Gildong Janggun,43703,Movie,          -,summer,1969.0,1969-07-22 00:00:00,-,1.0,0.0,64.0
Tiger Mask,3009,TV (New),Toei Animation,fall,1969.0,1969-10-02 00:00:00,Manga,105.0,7.26,8158.0
Sazae-san,2406,TV (New),Eiken,fall,1969.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5860.0
Muumin,8234,TV (New),Mushi Production,fall,1969.0,1969-10-05 19:30:00,Book,65.0,7.05,4854.0
Hakushon Daimaou,2892,TV (New),Tatsunoko Production,fall,1969.0,1969-10-05 00:00:00,Original,52.0,6.07,1577.0
Otoko Ippiki Gaki Daishou,17467,TV (New),          -,fall,1969.0,1969-09-29 00:00:00,-,156.0,0.0,735.0
Pinch to Punch,20005,TV (New),          -,fall,1969.0,1969-09-29 00:00:00,-,156.0,0.0,283.0
Himitsu no Akko-chan,3285,TV (Continuing),Toei Animation,fall,1969.0,1969-01-06 00:00:00,-,94.0,6.27,2261.0
Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,fall,1969.0,1968-03-30 00:00:00,Manga,182.0,6.74,1959.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),          -,fall,1969.0,1966-07-01 18:55:00,Original,1274.0,5.74,488.0
Kyojin no Hoshi: Ike Ike Hyuuma,17443,Movie,          -,fall,1969.0,1969-12-20 00:00:00,-,1.0,0.0,322.0
Ashita no Joe Pilots,19973,Special,Mushi Production,fall,1969.0,1969-11-06 00:00:00,-,2.0,6.2,3494.0
