,title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
7184,Kindaichi Shounen no Jikenbo,2076,TV (Continuing),Toei Animation,spring,2000.0,,Manga,148.0,7.95,26000.0,"['Mystery']"
7185,Ojamajo Doremi Sharp,351,TV (Continuing),Toei Animation,spring,2000.0,,Original,49.0,7.39,19000.0,"['Comedy']"
7186,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,spring,2000.0,,Manga,373.0,7.76,15000.0,"['Comedy', 'Slice of Life']"
7187,Mushrambo,1137,TV (Continuing),Toei Animation,spring,2000.0,,Original,32.0,6.95,15000.0,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
7188,Corrector Yui,111,TV (Continuing),Nippon Animation,spring,2000.0,,Original,52.0,6.86,14000.0,"['Adventure', 'Comedy', 'Sci-Fi']"
7189,Popee the Performer,6560,TV (Continuing),Unknown,spring,2000.0,,Original,39.0,7.24,8700.0,"['Avant Garde', 'Comedy']"
7190,Cyborg Kuro-chan,2907,TV (Continuing),Studio Bogey,spring,2000.0,,Manga,66.0,7.11,7600.0,"['Comedy', 'Sci-Fi']"
7191,Sazae-san,2406,TV (Continuing),Eiken,spring,2000.0,,4-koma manga,0.0,6.11,7100.0,"['Comedy', 'Slice of Life']"
7192,Nintama Rantarou,1199,TV (Continuing),Ajia-Do,spring,2000.0,,Manga,0.0,7.07,6400.0,"['Comedy']"
7193,Miami Guns,783,TV (Continuing),Group TAC,spring,2000.0,,Manga,13.0,6.46,5900.0,"['Comedy', 'Ecchi']"
7194,Rokumon Tengai Mon Colle Knights,4962,TV (Continuing),Studio Deen,spring,2000.0,,Card game,51.0,6.47,4500.0,"['Adventure', 'Comedy', 'Fantasy']"
7195,Chibi Maruko-chan (1995),6149,TV (Continuing),Nippon Animation,spring,2000.0,,Manga,0.0,7.27,4100.0,"['Comedy', 'Slice of Life']"
7196,Gregory Horror Show,6069,TV (Continuing),Milky Cartoon,spring,2000.0,,Original,25.0,6.58,3700.0,"['Comedy', 'Horror', 'Mystery', 'Supernatural']"
7197,Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,spring,2000.0,,Picture book,0.0,6.53,3000.0,"['Comedy', 'Fantasy']"
7198,Kyoro-chan,4375,TV (Continuing),Group TAC,spring,2000.0,,Other,91.0,7.25,2600.0,"['Adventure', 'Comedy', 'Fantasy']"
7199,Domo-kun,7643,TV (Continuing),dwarf,spring,2000.0,,Original,37.0,6.3,2400.0,"['Comedy', 'Slice of Life']"
7200,Ojarumaru,4459,TV (Continuing),Gallop,spring,2000.0,,Original,0.0,6.35,1600.0,"['Adventure', 'Comedy', 'Fantasy']"
7201,Track City,12361,TV (Continuing),SBS TV Production,spring,2000.0,,,26.0,6.07,1100.0,"['Action']"
7202,Nyani ga Nyandaa Nyandaa Kamen,9810,TV (Continuing),Sunrise,spring,2000.0,,Picture book,83.0,6.55,978.0,"['Comedy']"
7203,Oyako Club,12393,TV (Continuing),Eiken,spring,2000.0,,Original,1818.0,5.51,959.0,"['Comedy', 'Slice of Life']"
7204,Knyacki!,7505,TV (Continuing),Unknown,spring,2000.0,,,0.0,6.12,808.0,"['Comedy', 'Drama', 'Fantasy']"
7205,Shima Shima Tora no Shimajirou,9768,TV (Continuing),Unknown,spring,2000.0,,Original,726.0,6.02,720.0,"['Adventure', 'Comedy', 'Fantasy']"
7206,Lan Mao,9947,TV (Continuing),Unknown,spring,2000.0,,Original,3057.0,0.0,695.0,"['Adventure', 'Comedy']"
7207,Shuukan Storyland,13551,TV (Continuing),Satelight,spring,2000.0,,Original,56.0,0.0,583.0,"['Comedy', 'Drama', 'Slice of Life']"
7208,Bikkuriman 2000,5478,TV (Continuing),Unknown,spring,2000.0,,,68.0,0.0,432.0,"['Adventure', 'Fantasy']"
7209,Guru Guru Town Hanamaru-kun,8195,TV (Continuing),Studio Pierrot,spring,2000.0,,Original,101.0,0.0,379.0,
7210,Narara Superboard,32136,TV (Continuing),Unknown,spring,2000.0,,Manga,54.0,0.0,344.0,"['Action', 'Adventure', 'Comedy']"
7211,Robot Pulta,29375,TV (Continuing),Unknown,spring,2000.0,,,0.0,0.0,290.0,"['Adventure', 'Comedy']"
7212,Jam the Housnail,29367,TV (Continuing),Unknown,spring,2000.0,,Original,15.0,0.0,271.0,"['Adventure']"
7213,Dango San Kyoudai Attoiuma Gekijou,23799,TV (Continuing),Unknown,spring,2000.0,,,50.0,0.0,241.0,
7214,Yancharu Moncha,30116,TV (Continuing),Unknown,spring,2000.0,,,80.0,0.0,231.0,
7215,Paniponi,29487,TV (Continuing),Unknown,spring,2000.0,,,48.0,0.0,213.0,"['Slice of Life']"
7216,Tick & Tack,29369,TV (Continuing),Unknown,spring,2000.0,,,18.0,0.0,204.0,"['Fantasy']"
7217,FLCL,227,OVA,Gainax,spring,2000.0,,Original,6.0,8.03,725000.0,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']"
7218,JoJo no Kimyou na Bouken: Adventure,665,OVA,APPP,spring,2000.0,,Manga,7.0,7.19,72000.0,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']"
7219,Tenshi Kinryouku,51,OVA,Hal Film Maker,spring,2000.0,,Manga,3.0,6.28,46000.0,"['Action', 'Drama', 'Romance', 'Supernatural']"
7220,Mezzo Forte,221,OVA,Arms,spring,2000.0,,Original,2.0,6.63,29000.0,"['Action', 'Comedy', 'Sci-Fi', 'Hentai']"
7221,Amon: Devilman Mokushiroku,2356,OVA,Studio Live,spring,2000.0,,Manga,1.0,6.48,20000.0,"['Horror', 'Supernatural']"
7222,Ginga Eiyuu Densetsu Gaiden (1999),3665,OVA,Artland,spring,2000.0,,Novel,28.0,8.06,18000.0,"['Action', 'Drama', 'Sci-Fi']"
7223,Yarima Queen,1558,OVA,AIC,spring,2000.0,,,1.0,6.04,3700.0,"['Comedy', 'Fantasy', 'Hentai']"
7224,Ai Doll,1791,OVA,Y.O.U.C,spring,2000.0,,Visual novel,4.0,5.69,3700.0,"['Drama', 'Hentai']"
7225,Denshin Mamotte Shugogetten,660,OVA,Toei Animation,spring,2000.0,,Manga,8.0,6.46,3400.0,"['Comedy', 'Fantasy', 'Romance']"
7226,Kowaremono,3454,OVA,Unknown,spring,2000.0,,,3.0,5.55,3200.0,"['Hentai']"
7227,Detective Conan: The Internet - The Mysterious E-mail Case,33149,OVA,Unknown,spring,2000.0,,Manga,1.0,6.1,2300.0,"['Mystery']"
7228,Refrain Blue,676,OVA,PP Project,spring,2000.0,,Visual novel,3.0,5.74,2300.0,"['Drama', 'Romance']"
7229,Fairy Forest Remi-chan,4601,OVA,Unknown,spring,2000.0,,,1.0,4.57,2200.0,"['Hentai']"
7230,Endless Serenade,3583,OVA,Y.O.U.C,spring,2000.0,,Visual novel,1.0,5.5,2000.0,"['Hentai']"
7231,Kirameki no Kyoudai: Sex Crime,4645,OVA,Unknown,spring,2000.0,,Manga,1.0,5.27,1800.0,"['Hentai']"
7232,69 Pink Riders,5548,OVA,Unknown,spring,2000.0,,,1.0,4.48,1400.0,"['Hentai']"
7233,Try Z,9341,OVA,Unknown,spring,2000.0,,,1.0,5.1,823.0,"['Hentai']"
7234,Binetsu: Yakusoku no Toki,9507,OVA,Unknown,spring,2000.0,,,1.0,5.12,801.0,"['Hentai']"
7235,Space Travelers The Animation,3817,OVA,Unknown,spring,2000.0,,,1.0,5.32,734.0,"['Sci-Fi']"
7236,Virtual Star 2000,22561,OVA,Unknown,spring,2000.0,,,6.0,0.0,385.0,"['Action']"
7237,Echigo no Mukashibanashi: Attaten Ganoo,28117,OVA,Unknown,spring,2000.0,,,1.0,0.0,266.0,"['Horror']"
7238,Jin-Rou,570,Movie,Production I.G,spring,2000.0,,Manga,1.0,7.78,150000.0,"['Drama', 'Romance']"
7239,Escaflowne,393,Movie,Bones,spring,2000.0,,Original,1.0,7.07,64000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
7240,Detective Conan Movie 04: Captured in Her Eyes,1363,Movie,TMS Entertainment,spring,2000.0,,Manga,1.0,8.03,56000.0,"['Adventure', 'Comedy', 'Mystery']"
7241,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,8362,Movie,Shin-Ei Animation,spring,2000.0,,Manga,1.0,7.26,6500.0,"['Action', 'Adventure', 'Comedy']"
7242,Auto Mommy,7715,Movie,Unknown,spring,2000.0,,,1.0,0.0,444.0,"['Fantasy']"
7243,Wind,42279,Movie,Unknown,spring,2000.0,,Original,1.0,0.0,131.0,"['Avant Garde']"
7244,Ghiblies,2617,Special,Studio Ghibli,spring,2000.0,,Original,2.0,6.39,6600.0,"['Comedy']"
7245,Persona 2: Another Self,31676,Special,Unknown,spring,2000.0,,Game,1.0,6.26,5600.0,"['Action', 'Fantasy', 'Supernatural']"
7246,Seikai no Monshou Special,1381,Special,Sunrise,spring,2000.0,,Light novel,1.0,7.16,3500.0,"['Action', 'Romance', 'Sci-Fi']"
7247,Ninja Bugei-chou Pilot Film,40302,Special,Unknown,spring,2000.0,,Manga,1.0,0.0,242.0,"['Action']"
7248,Tottoko Hamtarou,508,TV (New),TMS Entertainment,summer,2000.0,,Manga,296.0,6.98,53000.0,"['Adventure', 'Comedy']"
7249,Hand Maid May,318,TV (New),Production Reed,summer,2000.0,,Original,10.0,6.7,28000.0,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']"
7250,Medarot Damashii,4052,TV (New),Trans Arts,summer,2000.0,,Game,39.0,6.65,18000.0,"['Action', 'Adventure', 'Sci-Fi']"
7251,Brigadoon: Marin to Melan,1450,TV (New),Sunrise,summer,2000.0,,Original,26.0,7.27,12000.0,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']"
7252,Strange Dawn,171,TV (New),Hal Film Maker,summer,2000.0,,Original,13.0,6.32,4900.0,"['Adventure', 'Drama', 'Fantasy']"
7253,Taekwon-wang Gang Taepung,48347,TV (New),Unknown,summer,2000.0,,Original,26.0,0.0,135.0,"['Sports']"
7254,One Piece,21,TV (Continuing),Toei Animation,summer,2000.0,,Manga,0.0,8.64,1900000.0,"['Action', 'Adventure', 'Fantasy']"
7255,Great Teacher Onizuka,245,TV (Continuing),Studio Pierrot,summer,2000.0,,Manga,43.0,8.69,717000.0,"['Comedy', 'Drama']"
7256,Pokemon,527,TV (Continuing),OLM,summer,2000.0,,Game,276.0,7.35,564000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
7257,Hunter x Hunter,136,TV (Continuing),Nippon Animation,summer,2000.0,,Manga,62.0,8.4,518000.0,"['Action', 'Adventure', 'Fantasy']"
7258,Yu☆Gi☆Oh! Duel Monsters,481,TV (Continuing),Gallop,summer,2000.0,,Manga,224.0,7.47,353000.0,"['Action', 'Adventure', 'Fantasy']"
7259,Detective Conan,235,TV (Continuing),TMS Entertainment,summer,2000.0,,Manga,0.0,8.16,306000.0,"['Adventure', 'Comedy', 'Mystery']"
7260,Love Hina,189,TV (Continuing),Xebec,summer,2000.0,,Manga,24.0,7.11,247000.0,"['Comedy', 'Romance', 'Slice of Life', 'Ecchi']"
7261,Digimon Adventure 02,1313,TV (Continuing),Toei Animation,summer,2000.0,,Original,50.0,7.23,208000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
7262,The Big O,567,TV (Continuing),Sunrise,summer,2000.0,,Original,26.0,7.53,85000.0,"['Action', 'Mystery', 'Sci-Fi']"
7263,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,summer,2000.0,,Manga,0.0,7.74,71000.0,"['Comedy', 'Slice of Life', 'Ecchi']"
7264,Ayashi no Ceres,104,TV (Continuing),Studio Pierrot,summer,2000.0,,Manga,24.0,7.2,58000.0,"['Adventure', 'Comedy', 'Drama', 'Horror', 'Romance', 'Supernatural']"
7265,Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,summer,2000.0,,Manga,1787.0,7.75,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
7266,Gensoumaden Saiyuuki,129,TV (Continuing),Studio Pierrot,summer,2000.0,,Manga,50.0,7.56,51000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']"
7267,Zoids,763,TV (Continuing),Xebec,summer,2000.0,,,67.0,7.36,46000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
7268,Kindaichi Shounen no Jikenbo,2076,TV (Continuing),Toei Animation,summer,2000.0,,Manga,148.0,7.95,26000.0,"['Mystery']"
7269,Sakura Taisen,561,TV (Continuing),Madhouse,summer,2000.0,,Game,25.0,6.85,23000.0,"['Adventure', 'Sci-Fi']"
7270,Daa! Daa! Daa!,233,TV (Continuing),J.C.Staff,summer,2000.0,,Manga,78.0,7.65,23000.0,"['Comedy', 'Sci-Fi']"
7271,Gate Keepers,127,TV (Continuing),Gonzo,summer,2000.0,,Game,24.0,6.93,21000.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
7272,Ojamajo Doremi Sharp,351,TV (Continuing),Toei Animation,summer,2000.0,,Original,49.0,7.39,19000.0,"['Comedy']"
7273,Monster Farm: Legend e no Michi,13201,TV (Continuing),TMS Entertainment,summer,2000.0,,Game,25.0,6.74,16000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
7274,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,summer,2000.0,,Manga,373.0,7.76,15000.0,"['Comedy', 'Slice of Life']"
7275,Mushrambo,1137,TV (Continuing),Toei Animation,summer,2000.0,,Original,32.0,6.95,15000.0,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
7276,Corrector Yui,111,TV (Continuing),Nippon Animation,summer,2000.0,,Original,52.0,6.86,14000.0,"['Adventure', 'Comedy', 'Sci-Fi']"
7277,Popee the Performer,6560,TV (Continuing),Unknown,summer,2000.0,,Original,39.0,7.24,8700.0,"['Avant Garde', 'Comedy']"
7278,Cyborg Kuro-chan,2907,TV (Continuing),Studio Bogey,summer,2000.0,,Manga,66.0,7.11,7600.0,"['Comedy', 'Sci-Fi']"
7279,Sazae-san,2406,TV (Continuing),Eiken,summer,2000.0,,4-koma manga,0.0,6.11,7100.0,"['Comedy', 'Slice of Life']"
7280,Nintama Rantarou,1199,TV (Continuing),Ajia-Do,summer,2000.0,,Manga,0.0,7.07,6400.0,"['Comedy']"
7281,Transformers: Car Robots,2284,TV (Continuing),Gallop,summer,2000.0,,,39.0,6.55,4500.0,"['Adventure', 'Comedy', 'Sci-Fi']"
7282,Rokumon Tengai Mon Colle Knights,4962,TV (Continuing),Studio Deen,summer,2000.0,,Card game,51.0,6.47,4500.0,"['Adventure', 'Comedy', 'Fantasy']"
7283,Chibi Maruko-chan (1995),6149,TV (Continuing),Nippon Animation,summer,2000.0,,Manga,0.0,7.27,4100.0,"['Comedy', 'Slice of Life']"
7284,Gregory Horror Show,6069,TV (Continuing),Milky Cartoon,summer,2000.0,,Original,25.0,6.58,3700.0,"['Comedy', 'Horror', 'Mystery', 'Supernatural']"
7285,Dokidoki♡Densetsu: Mahoujin Guruguru,332,TV (Continuing),Nippon Animation,summer,2000.0,,Manga,38.0,7.15,3700.0,"['Adventure', 'Comedy', 'Fantasy']"
7286,Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,summer,2000.0,,Picture book,0.0,6.53,3000.0,"['Comedy', 'Fantasy']"
7287,Hidamari no Ki,2694,TV (Continuing),Madhouse,summer,2000.0,,Manga,25.0,7.01,2900.0,"['Action', 'Drama']"
7288,Ginsoukikou Ordian,832,TV (Continuing),Plum,summer,2000.0,,Original,24.0,5.63,2800.0,"['Sci-Fi']"
7289,Kyoro-chan,4375,TV (Continuing),Group TAC,summer,2000.0,,Other,91.0,7.25,2600.0,"['Adventure', 'Comedy', 'Fantasy']"
7290,Domo-kun,7643,TV (Continuing),dwarf,summer,2000.0,,Original,37.0,6.3,2400.0,"['Comedy', 'Slice of Life']"
7291,Gregory Horror Show: The Second Guest,12481,TV (Continuing),Milky Cartoon,summer,2000.0,,Original,25.0,6.6,1600.0,"['Comedy', 'Horror', 'Mystery', 'Supernatural']"
7292,Ojarumaru,4459,TV (Continuing),Gallop,summer,2000.0,,Original,0.0,6.35,1600.0,"['Adventure', 'Comedy', 'Fantasy']"
7293,Track City,12361,TV (Continuing),SBS TV Production,summer,2000.0,,,26.0,6.07,1100.0,"['Action']"
7294,Nyani ga Nyandaa Nyandaa Kamen,9810,TV (Continuing),Sunrise,summer,2000.0,,Picture book,83.0,6.55,978.0,"['Comedy']"
7295,Oyako Club,12393,TV (Continuing),Eiken,summer,2000.0,,Original,1818.0,5.51,959.0,"['Comedy', 'Slice of Life']"
7296,Uchuujin Tanaka Tarou,2566,TV (Continuing),Unknown,summer,2000.0,,Manga,24.0,6.14,846.0,"['Comedy']"
7297,Time Bokan 2000: Kaitou Kiramekiman,5475,TV (Continuing),Tatsunoko Production,summer,2000.0,,,26.0,5.99,839.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
7298,Knyacki!,7505,TV (Continuing),Unknown,summer,2000.0,,,0.0,6.12,808.0,"['Comedy', 'Drama', 'Fantasy']"
7299,Fabre-sensei wa Meitantei,5088,TV (Continuing),E&G Films,summer,2000.0,,Book,26.0,6.23,736.0,"['Mystery']"
7300,Shima Shima Tora no Shimajirou,9768,TV (Continuing),Unknown,summer,2000.0,,Original,726.0,6.02,720.0,"['Adventure', 'Comedy', 'Fantasy']"
7301,Lan Mao,9947,TV (Continuing),Unknown,summer,2000.0,,Original,3057.0,0.0,695.0,"['Adventure', 'Comedy']"
7302,Shuukan Storyland,13551,TV (Continuing),Satelight,summer,2000.0,,Original,56.0,0.0,583.0,"['Comedy', 'Drama', 'Slice of Life']"
7303,Bikkuriman 2000,5478,TV (Continuing),Unknown,summer,2000.0,,,68.0,0.0,432.0,"['Adventure', 'Fantasy']"
7304,Guru Guru Town Hanamaru-kun,8195,TV (Continuing),Studio Pierrot,summer,2000.0,,Original,101.0,0.0,379.0,
7305,Narara Superboard,32136,TV (Continuing),Unknown,summer,2000.0,,Manga,54.0,0.0,344.0,"['Action', 'Adventure', 'Comedy']"
7306,Hero Hero-kun,11203,TV (Continuing),Studio Bogey,summer,2000.0,,Manga,104.0,0.0,323.0,"['Adventure', 'Comedy']"
7307,Robot Pulta,29375,TV (Continuing),Unknown,summer,2000.0,,,0.0,0.0,290.0,"['Adventure', 'Comedy']"
7308,Anime Roukyoku Kikou Shimizu no Jirochouden,25063,TV (Continuing),Unknown,summer,2000.0,,,30.0,0.0,282.0,"['Comedy', 'Drama']"
7309,Jam the Housnail,29367,TV (Continuing),Unknown,summer,2000.0,,Original,15.0,0.0,271.0,"['Adventure']"
7310,Dango San Kyoudai Attoiuma Gekijou,23799,TV (Continuing),Unknown,summer,2000.0,,,50.0,0.0,241.0,
7311,Yancharu Moncha,30116,TV (Continuing),Unknown,summer,2000.0,,,80.0,0.0,231.0,
7312,Paniponi,29487,TV (Continuing),Unknown,summer,2000.0,,,48.0,0.0,213.0,"['Slice of Life']"
7313,Tick & Tack,29369,TV (Continuing),Unknown,summer,2000.0,,,18.0,0.0,204.0,"['Fantasy']"
7314,Clover 4/3,19695,ONA,Unknown,summer,2000.0,,,24.0,0.0,541.0,"['Drama']"
7315,FLCL,227,OVA,Gainax,summer,2000.0,,Original,6.0,8.03,725000.0,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']"
7316,JoJo no Kimyou na Bouken: Adventure,665,OVA,APPP,summer,2000.0,,Manga,7.0,7.19,72000.0,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']"
7317,Ginga Eiyuu Densetsu Gaiden (1999),3665,OVA,Artland,summer,2000.0,,Novel,28.0,8.06,18000.0,"['Action', 'Drama', 'Sci-Fi']"
7318,eX-Driver,377,OVA,Actas,summer,2000.0,,Original,6.0,6.69,10000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
7319,Honoo no Labyrinth,581,OVA,Studio Fantasia,summer,2000.0,,Original,2.0,6.22,9400.0,"['Adventure', 'Comedy', 'Ecchi']"
7320,Koutetsu Tenshi Kurumi Encore,557,OVA,OLM,summer,2000.0,,Original,4.0,6.67,6500.0,"['Comedy', 'Romance', 'Sci-Fi']"
7321,Koihime,2441,OVA,Dream Entertainment,summer,2000.0,,Visual novel,2.0,6.58,4800.0,"['Fantasy', 'Supernatural', 'Hentai']"
7322,Kirara,2526,OVA,Unknown,summer,2000.0,,Manga,1.0,6.08,4000.0,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural', 'Ecchi']"
7323,Tonari no Oneesan,2540,OVA,Y.O.U.C,summer,2000.0,,Visual novel,2.0,5.78,3200.0,"['Comedy', 'Hentai']"
7324,Gunnm 3D Special,17659,OVA,Unknown,summer,2000.0,,Manga,1.0,4.79,3000.0,"['Action', 'Sci-Fi', 'Sports']"
7325,Triangle Heart: Sazanami Joshi Ryo,4849,OVA,Mook Animation,summer,2000.0,,Visual novel,5.0,5.45,2900.0,"['Hentai']"
7326,TV-ban Pokemon Special Masara Town-hen Recaps,31750,OVA,OLM,summer,2000.0,,Game,2.0,6.05,2800.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
7327,Dark,3393,OVA,Y.O.U.C,summer,2000.0,,Visual novel,2.0,5.51,2500.0,"['Hentai']"
7328,Septem Charm Magical Kanan,3301,OVA,Triple X,summer,2000.0,,,4.0,6.02,2500.0,"['Romance', 'Hentai']"
7329,Shusaku Replay,2375,OVA,ORADA COMPANY,summer,2000.0,,Visual novel,4.0,5.9,2200.0,"['Hentai']"
7330,M.E.M.: Yogosareta Junketsu,4840,OVA,ORADA COMPANY,summer,2000.0,,,2.0,5.62,1900.0,"['Hentai']"
7331,Reinou Tantei Miko,2721,OVA,Studio Deen,summer,2000.0,,Manga,2.0,5.74,1900.0,"['Comedy', 'Hentai']"
7332,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,1159,OVA,Chaos Project,summer,2000.0,,Manga,4.0,6.3,1700.0,"['Adventure', 'Comedy', 'Sci-Fi']"
7333,Five Card,4260,OVA,Alice Production,summer,2000.0,,Visual novel,4.0,5.46,1400.0,"['Comedy', 'Hentai']"
7334,Seishou Jogangu Alice Doll,4867,OVA,Meltdown,summer,2000.0,,Manga,2.0,5.15,1400.0,"['Hentai']"
7335,Hino Hideshi Toukaidou Yotsuya Kaidan,17405,OVA,Unknown,summer,2000.0,,,1.0,0.0,679.0,"['Horror']"
7336,Yuki Terai,6412,OVA,Unknown,summer,2000.0,,Original,6.0,5.85,614.0,
7337,Silent Chaser Kagami,29992,OVA,Unknown,summer,2000.0,,Visual novel,1.0,4.81,515.0,"['Hentai']"
7338,Daisougen to Hakuba,22329,OVA,Toei Animation,summer,2000.0,,,1.0,0.0,386.0,"['Adventure']"
7339,Tarepanda,21869,OVA,Unknown,summer,2000.0,,,1.0,0.0,327.0,
7340,Pokemon Movie 03: Kesshoutou no Teiou Entei,1118,Movie,OLM,summer,2000.0,,Game,1.0,7.07,163000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
7341,Vampire Hunter D (2000),543,Movie,Madhouse,summer,2000.0,,Light novel,1.0,7.89,154000.0,"['Action', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']"
7342,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,372,Movie,Madhouse,summer,2000.0,,Manga,1.0,8.21,106000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
7343,Digimon Adventure 02 Movies,2962,Movie,Toei Animation,summer,2000.0,,Original,2.0,7.11,43000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
7344,Pokemon: Pichu to Pikachu,4793,Movie,OLM,summer,2000.0,,Game,1.0,6.69,39000.0,"['Adventure', 'Comedy', 'Fantasy']"
7345,Cardcaptor Sakura: Kero-chan ni Omakase!,1078,Movie,Madhouse,summer,2000.0,,Manga,1.0,7.33,30000.0,"['Comedy', 'Gourmet']"
7346,Digimon Adventure 3D: Digimon Grand Prix!,8490,Movie,Toei Animation,summer,2000.0,,Original,1.0,5.74,7900.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sports']"
7347,Kaze wo Mita Shounen,757,Movie,Brain's Base,summer,2000.0,,Book,1.0,6.68,5500.0,"['Adventure', 'Drama', 'Fantasy']"
7348,Ojamajo Doremi Sharp Movie,2947,Movie,Toei Animation,summer,2000.0,,,1.0,7.16,4600.0,
7349,Glass no Chikyuu wo Sukue Unico Special,23661,Movie,Unknown,summer,2000.0,,Manga,1.0,5.89,465.0,"['Fantasy']"
7350,The Aurora: Umi no Aurora,5943,Movie,Unknown,summer,2000.0,,,1.0,0.0,434.0,"['Adventure', 'Sci-Fi']"
7351,Sore Ike! Anpanman: Ningyohime no Namida,9451,Movie,TMS Entertainment,summer,2000.0,,,1.0,0.0,362.0,"['Comedy']"
7352,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,21297,Movie,Unknown,summer,2000.0,,,1.0,0.0,325.0,"['Comedy', 'Fantasy']"
7353,Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,16480,Movie,Gallop,summer,2000.0,,,1.0,0.0,318.0,"['Adventure', 'Comedy', 'Fantasy']"
7354,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",963,Special,Xebec,summer,2000.0,,,1.0,7.23,36000.0,"['Drama', 'Romance', 'Slice of Life']"
7355,Seikai no Danshou: Tanjou,1124,Special,Sunrise,summer,2000.0,,Light novel,1.0,7.09,8100.0,"['Romance', 'Sci-Fi']"
7356,Lupin III: $1 Money Wars,1422,Special,TMS Entertainment,summer,2000.0,,,1.0,7.13,6400.0,"['Action', 'Adventure', 'Comedy', 'Mystery']"
7357,Di Gi Charat Summer Special 2000,1754,Special,Madhouse,summer,2000.0,,,4.0,6.49,3100.0,"['Comedy']"
7358,Seisenshi Dunbine Memorial,20975,Special,Sunrise,summer,2000.0,,,3.0,0.0,593.0,"['Adventure', 'Sci-Fi']"
7359,InuYasha,249,TV (New),Sunrise,fall,2000.0,,Manga,167.0,7.85,707000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']"
7360,Hajime no Ippo,263,TV (New),Madhouse,fall,2000.0,,Manga,75.0,8.74,476000.0,"['Sports']"
7361,Gakkou no Kaidan,1281,TV (New),Studio Pierrot,fall,2000.0,,Original,19.0,7.71,167000.0,"['Horror', 'Mystery', 'Supernatural']"
7362,Gravitation,243,TV (New),Studio Deen,fall,2000.0,,Manga,13.0,6.96,112000.0,"['Boys Love', 'Comedy', 'Romance']"
7363,Vandread,180,TV (New),Gonzo,fall,2000.0,,Original,13.0,7.18,79000.0,"['Action', 'Sci-Fi', 'Ecchi']"
7364,Yami no Matsuei,553,TV (New),J.C.Staff,fall,2000.0,,Manga,13.0,7.04,52000.0,"['Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Horror']"
7365,Argento Soma,285,TV (New),Sunrise,fall,2000.0,,Original,25.0,6.77,25000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
7366,Jinzou Ningen Kikaider The Animation,598,TV (New),Radix,fall,2000.0,,,13.0,6.97,9000.0,"['Action', 'Drama', 'Sci-Fi']"
7367,Shoubushi Densetsu Tetsuya,3369,TV (New),Toei Animation,fall,2000.0,,Manga,20.0,7.55,8600.0,
7368,Sci-fi Harry,1508,TV (New),APPP,fall,2000.0,,Manga,20.0,6.18,8100.0,"['Drama', 'Horror', 'Sci-Fi']"
7369,Dotto Koni-chan,1684,TV (New),Shaft,fall,2000.0,,Original,26.0,7.29,3700.0,"['Comedy']"
