title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Sousei no Onmyouji,32105,TV (Continuing),Studio Pierrot,winter,2017.0,2016-04-06 18:25:00,Manga,50.0,7.31,438417.0
Detective Conan,235,TV (Continuing),TMS Entertainment,winter,2017.0,1996-01-08 18:00:00,Manga,0.0,8.16,293970.0
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,33051,TV (Continuing),Sunrise,winter,2017.0,2016-10-02 17:00:00,Original,25.0,8.23,114529.0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",33377,TV (Continuing),"Shin-Ei Animation, TMS Entertainment",winter,2017.0,2016-10-04 01:05:00,Original,24.0,6.24,106118.0
All Out!!,31588,TV (Continuing),"Madhouse, TMS Entertainment",winter,2017.0,2016-10-07 00:00:00,Manga,25.0,7.06,98923.0
Aggressive Retsuko,32977,TV (Continuing),Fanworks,winter,2017.0,2016-04-02 12:00:00,Other,100.0,7.64,91171.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,winter,2017.0,1992-04-13 19:30:00,Manga,0.0,7.73,67992.0
Yu☆Gi☆Oh! Arc-V,21639,TV (Continuing),Gallop,winter,2017.0,2014-04-06 17:30:00,Manga,148.0,6.71,53626.0
Long Riders!,30652,TV (Continuing),Actas,winter,2017.0,2016-10-08 21:00:00,Manga,12.0,6.67,24793.0
ClassicaLoid,31157,TV (Continuing),Sunrise,winter,2017.0,2016-10-08 17:30:00,Original,25.0,6.41,24108.0
Nobunaga no Shinobi,32829,TV (Continuing),TMS Entertainment,winter,2017.0,2016-10-04 21:55:00,4-koma manga,26.0,7.06,20261.0
Tiger Mask W,32881,TV (Continuing),Toei Animation,winter,2017.0,2016-10-02 02:30:00,Manga,38.0,6.94,19891.0
PriPara,23135,TV (Continuing),"Dongwoo A&E, Tatsunoko Production",winter,2017.0,2014-07-05 17:55:00,Game,140.0,7.44,18416.0
Aikatsu Stars!,32717,TV (Continuing),Bandai Namco Pictures,winter,2017.0,2016-04-07 18:25:00,Original,100.0,7.53,16612.0
Monster Hunter Stories: Ride On,31631,TV (Continuing),David Production,winter,2017.0,2016-10-02 08:30:00,Game,75.0,6.26,14146.0
Cardfight!! Vanguard G: Next,34077,TV (Continuing),OLM,winter,2017.0,2016-10-02 10:00:00,Card game,52.0,6.6,8591.0
Sazae-san,2406,TV (Continuing),Eiken,winter,2017.0,1969-10-05 18:30:00,4-koma manga,0.0,6.13,6708.0
Koneko no Chi: Ponponra Daibouken,33240,TV (Continuing),Marza Animation Planet,winter,2017.0,2016-10-02 07:00:00,Manga,51.0,6.83,6502.0
Nyanbo!,32805,TV (Continuing),Shirogumi,winter,2017.0,2016-09-27 06:40:00,Manga,26.0,6.34,5990.0
Time Bokan 24,33026,TV (Continuing),Tatsunoko Production,winter,2017.0,2016-10-01 17:30:00,Original,24.0,5.89,4422.0
Future Card Buddyfight Triple D,32785,TV (Continuing),"OLM, Xebec",winter,2017.0,2016-04-02 08:00:00,Card game,51.0,6.48,3676.0
Shounen Ashibe: Go! Go! Goma-chan,32571,TV (Continuing),"Bridge, Husio Studio",winter,2017.0,2016-04-05 18:45:00,4-koma manga,32.0,6.12,2666.0
Bonobono (TV 2016),32353,TV (Continuing),Eiken,winter,2017.0,2016-04-02 04:52:00,4-koma manga,0.0,6.37,2564.0
Rilu Rilu Fairilu: Yousei no Door,34754,TV (Continuing),Studio Deen,winter,2017.0,2016-02-06 07:00:00,Original,59.0,6.69,2177.0
Battle Spirits: Double Drive,32670,TV (Continuing),Bandai Namco Pictures,winter,2017.0,2016-04-06 17:55:00,Card game,51.0,5.77,1338.0
Neko Konogoro,33398,TV (Continuing),Kachidoki Studio,winter,2017.0,2016-06-08 00:00:00,Manga,0.0,0.0,1118.0
Yasamura Yasashi no Yasashii Sekai,33933,TV (Continuing),DLE,winter,2017.0,2016-09-02 00:00:00,Original,33.0,0.0,1038.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,winter,2017.0,2012-11-16 06:45:00,Original,0.0,0.0,820.0
Kamigami no Ki,34292,TV (Continuing),Sotsu,winter,2017.0,2016-11-25 01:25:00,Original,16.0,6.0,805.0
Asa Da yo! Kaishain,33044,TV (Continuing),DLE,winter,2017.0,2016-04-04 06:45:00,Original,744.0,0.0,668.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,winter,2017.0,2011-03-26 00:00:00,Original,0.0,0.0,591.0
Freaky Highschool,35319,TV (Continuing),          -,winter,2017.0,2016-06-10 02:05:00,Original,69.0,0.0,418.0
Kirin the Noop,35694,TV (Continuing),          -,winter,2017.0,2014-02-06 00:00:00,Original,0.0,0.0,404.0
Telemonster,32585,TV (Continuing),          -,winter,2017.0,2016-02-28 00:00:00,Original,52.0,0.0,369.0
PJ Berri no Mogumogu Munyamunya,33835,TV (Continuing),Doga Kobo,winter,2017.0,2016-08-19 00:00:00,Game,20.0,0.0,344.0
Mikan Seijin Arawaru,33946,TV (Continuing),          -,winter,2017.0,2016-08-26 01:25:00,Other,58.0,0.0,335.0
Nu Sheng Su She Ri Chang,37927,TV (Continuing),          -,winter,2017.0,2016-11-30 00:00:00,Original,12.0,0.0,172.0
Nanbaka 2,34414,ONA,Satelight,winter,2017.0,2017-01-04 00:00:00,Web manga,12.0,7.5,110963.0
Koro-sensei Quest!,34389,ONA,Lerche,winter,2017.0,2016-12-23 00:00:00,Manga,12.0,7.06,42229.0
Shingeki no Bahamut: Genesis - Short Story,34642,ONA,MAPPA,winter,2017.0,2016-12-28 00:00:00,Game,2.0,7.14,23777.0
Henkei Shoujo,35286,ONA,DLE,winter,2017.0,2017-03-26 00:00:00,Original,5.0,5.7,23119.0
Youjo Shenki,34742,ONA,Studio PuYUKAI,winter,2017.0,2017-01-10 00:00:00,Light novel,12.0,6.73,22074.0
Blood Lad: Kanketsu Kinen,34751,ONA,Brain's Base,winter,2017.0,2017-01-11 00:00:00,Manga,1.0,6.53,18570.0
Mobile Suit Gundam Thunderbolt 2nd Season,34391,ONA,Sunrise,winter,2017.0,2017-03-24 00:00:00,Manga,4.0,7.27,18532.0
Chou Yuu Sekai: Being the Reality,34675,ONA,"Asahi Production, Success Corp.",winter,2017.0,2017-01-12 00:00:00,Web manga,20.0,6.16,15786.0
Youjo Shenki Episode 0,34723,ONA,Studio PuYUKAI,winter,2017.0,2017-01-06 00:00:00,Light novel,1.0,6.04,14952.0
Doupo Cangqiong,36491,ONA,Shanghai Foch Film and TV Culture Investment,winter,2017.0,2017-01-07 00:00:00,Novel,12.0,7.27,7901.0
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,34776,ONA,Bones,winter,2017.0,2017-01-10 00:00:00,Manga,5.0,6.67,7301.0
Yo! Daitouryou Trap-kun,35448,ONA,DLE,winter,2017.0,2017-03-15 00:00:00,Original,2.0,3.66,6829.0
Huyao Xiao Hongniang: Qian Yan,36545,ONA,Haoliners Animation League,winter,2017.0,2017-02-24 00:00:00,Manga,15.0,7.42,6435.0
Sakura Internet,34818,ONA,White Fox,winter,2017.0,2017-01-26 00:00:00,Original,1.0,5.64,4671.0
Tales of the Rays,34939,ONA,Wit Studio,winter,2017.0,2017-02-17 00:00:00,Game,2.0,5.99,4392.0
Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,34961,ONA,Satelight,winter,2017.0,2017-03-25 00:00:00,Game,10.0,6.08,3715.0
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,34893,ONA,Signal.MD,winter,2017.0,2017-03-10 00:00:00,Original,2.0,6.33,2957.0
Monsuto Anime: Katsubou no Hate no Risoukyou,35265,ONA,"SANZIGEN, XFLAG Pictures, Yokohama Animation Lab",winter,2017.0,2017-03-25 00:00:00,Game,1.0,6.04,2094.0
The iDOLM@STER Million Live! 4th Anniversary PV,35081,ONA,A-1 Pictures,winter,2017.0,2017-03-12 00:00:00,Game,1.0,6.56,2012.0
Xiang Ling Ji,36290,ONA,"Pb Animation Co. Ltd., Studio LAN",winter,2017.0,2017-03-22 00:00:00,Web manga,15.0,6.56,1947.0
Feng Ling Yu Xiu,36184,ONA,-,winter,2017.0,2017-03-31 00:00:00,Original,12.0,6.96,1786.0
Crayon Shin-chan Gaiden: Kazokuzure Ookami,34835,ONA,          -,winter,2017.0,2017-02-22 00:00:00,Manga,13.0,6.72,1548.0
Inko Colors the Animation,38520,ONA,          -,winter,2017.0,2017-03-16 00:00:00,Original,1.0,6.47,992.0
Shaonian Jinyiwei,36644,ONA,Boyan Pictures,winter,2017.0,2017-02-09 00:00:00,Original,13.0,6.32,827.0
K×Drop!!,48508,ONA,          -,winter,2017.0,2017-03-29 00:00:00,Original,1.0,6.08,647.0
Rara Maji,35625,ONA,A-1 Pictures,winter,2017.0,2017-01-27 00:00:00,Game,1.0,5.79,603.0
Tama Pawns,34782,ONA,Tsukimidou,winter,2017.0,2017-01-27 00:00:00,Original,6.0,0.0,591.0
Ao no Strada,34997,ONA,          -,winter,2017.0,2017-02-27 00:00:00,Original,4.0,5.34,522.0
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,35139,ONA,"DLE, Shin-Ei Animation",winter,2017.0,2017-03-17 00:00:00,Original,1.0,5.74,516.0
Fussa-shi PR Anime,34746,ONA,          -,winter,2017.0,2017-01-09 00:00:00,Original,2.0,0.0,416.0
Yoshida no Matsue Beauty Daisakusen Prologue,35143,ONA,          -,winter,2017.0,2017-03-16 00:00:00,Original,1.0,5.28,332.0
Yoshida no Matsue Beauty Daisakusen,35142,ONA,DLE,winter,2017.0,2017-03-16 00:00:00,Original,3.0,0.0,323.0
Heisei Matsue Kaidan: Ayashi,35140,ONA,DLE,winter,2017.0,2017-03-17 00:00:00,Original,2.0,0.0,320.0
Fin-tan,34980,ONA,Kenji Studio,winter,2017.0,2017-02-27 00:00:00,Other,3.0,5.31,317.0
Mashiro Witch,36640,ONA,          -,winter,2017.0,2017-03-14 00:00:00,Game,1.0,5.74,304.0
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,34872,ONA,DLE,winter,2017.0,2017-02-05 00:00:00,Other,1.0,0.0,282.0
Kirari Kagayaku,37776,ONA,          -,winter,2017.0,2017-03-29 00:00:00,Original,1.0,6.18,274.0
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,35141,ONA,DLE,winter,2017.0,2017-03-16 00:00:00,Original,2.0,0.0,257.0
Midori no Kuni no Otomodachi: Koeda-chan,35008,ONA,A-Line,winter,2017.0,2017-03-03 00:00:00,Other,8.0,0.0,240.0
History of Les Merveilleuses: Brand Movie,37539,ONA,          -,winter,2017.0,2017-01-06 00:00:00,Other,1.0,0.0,204.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,35227,ONA,          -,winter,2017.0,2017-03-13 00:00:00,Original,27.0,0.0,199.0
Kamiusagi Rope x ROPÉ Sisters,35283,ONA,          -,winter,2017.0,2017-02-21 00:00:00,Original,2.0,0.0,197.0
Niuniu Elise PV,35442,ONA,          -,winter,2017.0,2017-03-22 00:00:00,Other,1.0,0.0,188.0
Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,35133,ONA,          -,winter,2017.0,2017-03-15 00:00:00,Original,2.0,0.0,186.0
Chanto...,40868,ONA,          -,winter,2017.0,2017-02-28 00:00:00,Original,1.0,0.0,158.0
Puru Pom,34949,ONA,          -,winter,2017.0,2017-02-01 00:00:00,Game,9.0,0.0,133.0
Baolie Feiche II: Xing Neng Juexing,42760,ONA,          -,winter,2017.0,2017-03-03 00:00:00,Original,26.0,0.0,96.0
With Pochi! Yoshi's Woolly World Special Anime,48872,ONA,dwarf,winter,2017.0,2017-01-19 00:00:00,Game,31.0,0.0,69.0
Taiyo Kikaku's 49th Anniversary Movie,49099,ONA,Tecarat,winter,2017.0,2017-02-03 00:00:00,Original,1.0,0.0,38.0
Mahoutsukai no Yome: Hoshi Matsu Hito,32902,OVA,Wit Studio,winter,2017.0,2016-09-10 00:00:00,Manga,3.0,8.12,243814.0
Strike the Blood II,33286,OVA,"Connect, SILVER LINK.",winter,2017.0,2016-11-23 00:00:00,Light novel,8.0,7.01,166643.0
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,33263,OVA,Shaft,winter,2017.0,2016-10-26 00:00:00,Light novel,8.0,7.8,88937.0
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,34152,OVA,Lerche,winter,2017.0,2017-01-12 00:00:00,Original,1.0,7.17,86740.0
Super Lovers OVA,33013,OVA,Studio Deen,winter,2017.0,2017-01-01 00:00:00,Manga,2.0,7.34,27114.0
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,33949,OVA,feel.,winter,2017.0,2017-01-23 00:00:00,Digital manga,1.0,7.11,26526.0
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,33064,OVA,Xebec,winter,2017.0,2017-02-25 00:00:00,Original,26.0,7.65,19609.0
High School Fleet OVA,34125,OVA,Production IMS,winter,2017.0,2017-03-31 00:00:00,Original,2.0,7.22,17913.0
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,33818,OVA,J.C.Staff,winter,2017.0,2017-03-29 00:00:00,Manga,1.0,7.38,14742.0
"Yuyushiki: Komarasetari, Komarasaretari",33035,OVA,Kinema Citrus,winter,2017.0,2017-02-22 00:00:00,4-koma manga,1.0,7.32,10982.0
Days (TV) OVA,34008,OVA,MAPPA,winter,2017.0,2017-03-17 00:00:00,Manga,2.0,6.9,7703.0
Armed Blue Gunvolt,33564,OVA,LandQ studios,winter,2017.0,2017-02-09 00:00:00,Game,1.0,5.65,7488.0
Hatsukoi Monster: Mou Chotto dake Tsuzukunja,34016,OVA,Studio Deen,winter,2017.0,2017-02-07 00:00:00,Manga,1.0,6.02,7117.0
Kingdom Hearts χ Back Cover,35776,OVA,          -,winter,2017.0,2017-01-12 00:00:00,Game,1.0,6.88,4030.0
"Onihei: Sono Otoko, Heizou Hasegawa",34589,OVA,Studio M2,winter,2017.0,2017-02-22 00:00:00,Novel,1.0,6.36,2896.0
Landreaall,34151,OVA,Will Palette,winter,2017.0,2017-02-25 00:00:00,Manga,1.0,0.0,1350.0
Sword Art Online Movie: Ordinal Scale,31765,Movie,A-1 Pictures,winter,2017.0,2017-02-18 00:00:00,Original,1.0,7.58,613011.0
Kizumonogatari III: Reiketsu-hen,31758,Movie,Shaft,winter,2017.0,2017-01-06 00:00:00,Light novel,1.0,8.81,378878.0
Kuroko no Basket Movie 4: Last Game,31658,Movie,Production I.G,winter,2017.0,2017-03-18 00:00:00,Manga,1.0,8.08,226338.0
Kuroshitsuji Movie: Book of the Atlantic,31812,Movie,A-1 Pictures,winter,2017.0,2017-01-21 00:00:00,Manga,1.0,8.25,161425.0
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,33581,Movie,Seven Arcs Pictures,winter,2017.0,2017-02-25 00:00:00,Manga,1.0,7.26,146956.0
Overlord Movie 1: Fushisha no Ou,34161,Movie,Madhouse,winter,2017.0,2017-02-25 00:00:00,Light novel,1.0,7.61,67666.0
Overlord Movie 2: Shikkoku no Eiyuu,34428,Movie,Madhouse,winter,2017.0,2017-03-11 00:00:00,Light novel,1.0,7.64,58822.0
Digimon Adventure tri. 4: Soushitsu,34299,Movie,Toei Animation,winter,2017.0,2017-02-25 00:00:00,Original,1.0,7.3,51197.0
Gyakusatsu Kikan,23279,Movie,"Geno Studio, Manglobe",winter,2017.0,2017-02-03 00:00:00,Novel,1.0,7.15,40717.0
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,33520,Movie,Wit Studio,winter,2017.0,2017-01-07 00:00:00,Original,1.0,7.52,38333.0
Hirune Hime: Shiranai Watashi no Monogatari,33204,Movie,Signal.MD,winter,2017.0,2017-03-18 00:00:00,Original,1.0,6.89,34632.0
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,34021,Movie,Telecom Animation Film,winter,2017.0,2017-02-04 00:00:00,Manga,1.0,7.86,31383.0
Overlord Movie: Manner Movie,36683,Movie,Madhouse,winter,2017.0,2017-02-25 00:00:00,Light novel,1.0,6.92,18146.0
Overlord Movie: Ple Ple Pleiades,36497,Movie,Madhouse,winter,2017.0,2017-02-25 00:00:00,Light novel,2.0,6.86,17157.0
Chain Chronicle: Haecceitas no Hikari Part 2,33729,Movie,"Graphinica, Telecom Animation Film",winter,2017.0,2017-01-14 00:00:00,Game,1.0,7.04,14744.0
Chain Chronicle: Haecceitas no Hikari Part 3,33730,Movie,"Graphinica, Telecom Animation Film",winter,2017.0,2017-02-11 00:00:00,Game,1.0,7.04,13573.0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,34374,Movie,Studio Gokumi,winter,2017.0,2017-03-18 00:00:00,Light novel,1.0,7.55,13052.0
Ao Oni The Animation (Movie),33820,Movie,Studio Deen,winter,2017.0,2017-02-11 00:00:00,Game,1.0,4.16,6597.0
Koisuru Shirokuma,34535,Movie,Gathering,winter,2017.0,2017-03-04 00:00:00,Manga,9.0,6.61,6340.0
Yuuki Yuuna wa Yuushabu Shozoku,34394,Movie,W-Toon Studio,winter,2017.0,2017-03-18 00:00:00,Manga,1.0,6.47,4529.0
Precure Dream Stars! Movie,34302,Movie,Toei Animation,winter,2017.0,2017-03-18 00:00:00,Original,1.0,6.92,2927.0
Toho Cinemas x Pokemon Go,36836,Movie,          -,winter,2017.0,2017-03-03 00:00:00,Game,2.0,5.52,2420.0
Red Ash: Gearworld,33391,Movie,Studio 4°C,winter,2017.0,2017-03-11 00:00:00,Game,1.0,5.6,2303.0
PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,34304,Movie,Tatsunoko Production,winter,2017.0,2017-03-04 00:00:00,Game,1.0,6.88,1499.0
Zunda Horizon,33390,Movie,"Studio Live, WAO World",winter,2017.0,2017-03-11 00:00:00,Original,1.0,5.52,1421.0
Genbanojou,33389,Movie,Nippon Animation,winter,2017.0,2017-03-11 00:00:00,Original,1.0,0.0,957.0
Charanpo Land no Bouken,33388,Movie,          -,winter,2017.0,2017-03-11 00:00:00,Original,1.0,0.0,430.0
Ringing City,40475,Movie,          -,winter,2017.0,2017-03-03 00:00:00,Original,1.0,5.43,257.0
Mandamgangho,37929,Movie,          -,winter,2017.0,2017-03-22 00:00:00,-,1.0,0.0,112.0
Boku no Hero Academia 2nd Season: Hero Note,35262,Special,Bones,winter,2017.0,2017-03-25 00:00:00,Manga,1.0,7.32,160407.0
Kobayashi-san Chi no OO Dragon,35145,Special,Kyoto Animation,winter,2017.0,2017-03-15 00:00:00,Manga,7.0,7.24,87486.0
Gabriel DropOut Specials,34855,Special,Doga Kobo,winter,2017.0,2017-03-24 00:00:00,Manga,2.0,7.64,62086.0
Natsume Yuujinchou Go Specials,34534,Special,Shuka,winter,2017.0,2017-03-30 00:00:00,Manga,2.0,8.33,37603.0
Ryuu no Haisha,34549,Special,Khara,winter,2017.0,2017-02-18 00:00:00,Original,2.0,7.4,37580.0
Youjo Senki: Senkyou Houkoku,34904,Special,Nut,winter,2017.0,2017-02-17 00:00:00,Light novel,1.0,6.58,30269.0
ChäoS;Child Episode 0,34753,Special,SILVER LINK.,winter,2017.0,2017-01-11 00:00:00,Visual novel,1.0,6.24,20950.0
Kuroko no Basket: Oshaberi Shiyou ka,34784,Special,Production I.G,winter,2017.0,2017-01-27 00:00:00,Manga,1.0,7.16,13560.0
Berserk Recap,35009,Special,"GEMBA, Millepensee",winter,2017.0,2017-03-03 00:00:00,Manga,1.0,6.02,11725.0
ViVid Strike! Specials,34812,Special,Seven Arcs Pictures,winter,2017.0,2017-01-25 00:00:00,Original,3.0,6.69,8195.0
Stella no Mahou Specials,35522,Special,SILVER LINK.,winter,2017.0,2017-02-24 00:00:00,4-koma manga,2.0,6.73,4227.0
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,34999,Special,Creators in Pack,winter,2017.0,2017-01-27 00:00:00,Web manga,1.0,6.15,3434.0
3-gatsu no Lion: Ugoku! Nya Shogi,38154,Special,          -,winter,2017.0,2017-01-25 00:00:00,Manga,10.0,6.06,3163.0
Teekyuu 8 Specials,34614,Special,Millepensee,winter,2017.0,2017-02-24 00:00:00,Manga,2.0,5.98,2758.0
Anitore! XX: Hitotsu Yane no Shita de Specials,38177,Special,Rising Force,winter,2017.0,2017-03-17 00:00:00,Original,6.0,5.21,2046.0
Bernard-jou Iwaku.: Ofuro Dokusho,37000,Special,Creators in Pack,winter,2017.0,2017-01-20 00:00:00,Manga,1.0,5.71,1354.0
