title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes
Dragon Ball Z,813,TV (Continuing),Toei Animation,fall,1990.0,1989-04-26 19:00:00,Manga,291.0
Ranma ½,210,TV (Continuing),Studio Deen,fall,1990.0,1989-04-15 00:00:00,Manga,161.0
Fushigi no Umi no Nadia,1251,TV (Continuing),Gainax,fall,1990.0,1990-04-13 19:30:00,Original,39.0
Yawara!,691,TV (Continuing),Madhouse,fall,1990.0,1989-10-16 07:30:00,Manga,124.0
Watashi no Ashinaga Ojisan,1375,TV (Continuing),Nippon Animation,fall,1990.0,1990-01-04 19:30:00,Novel,40.0
Kyattou Ninden Teyandee,1261,TV (Continuing),Tatsunoko Production,fall,1990.0,1990-02-01 19:00:00,Original,54.0
Chibi Maruko-chan,951,TV (Continuing),Nippon Animation,fall,1990.0,1990-01-07 00:00:00,Manga,142.0
Robin Hood no Daibouken,2543,TV (Continuing),Tatsunoko Production,fall,1990.0,1990-07-29 00:00:00,-,52.0
Sazae-san,2406,TV (Continuing),Eiken,fall,1990.0,1969-10-05 18:30:00,4-koma manga,0.0
Dragon Quest: Abel Yuusha Densetsu,2819,TV (Continuing),Studio Comet,fall,1990.0,1989-12-02 00:00:00,Game,43.0
Warau Salesman,3077,TV (Continuing),Shin-Ei Animation,fall,1990.0,1989-10-17 00:00:00,Manga,103.0
NG Knight Ramune & 40,2084,TV (Continuing),Production Reed,fall,1990.0,1990-04-06 18:30:00,Original,38.0
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,fall,1990.0,1988-11-21 00:00:00,-,36.0
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,fall,1990.0,1988-10-17 00:00:00,Manga,136.0
Karasu Tengu Kabuto,2243,TV (Continuing),          -,fall,1990.0,1990-07-29 00:00:00,Manga,39.0
Mahou no Angel Sweet Mint,2040,TV (Continuing),Production Reed,fall,1990.0,1990-05-02 18:00:00,Original,47.0
Yuusha Exkaiser,3325,TV (Continuing),Sunrise,fall,1990.0,1990-02-03 00:00:00,Original,48.0
Mahoutsukai Sally 2,3875,TV (Continuing),Toei Animation,fall,1990.0,1989-10-09 00:00:00,-,88.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,fall,1990.0,1976-01-07 00:00:00,-,1471.0
Idol Tenshi Youkoso Youko,4928,TV (Continuing),          -,fall,1990.0,1990-04-02 18:00:00,Original,43.0
Mashin Eiyuuden Wataru 2,4807,TV (Continuing),Sunrise,fall,1990.0,1990-03-09 00:00:00,-,46.0
Chinpui,5908,TV (Continuing),"Kyoto Animation, Production I.G, Shin-Ei Animation",fall,1990.0,1989-02-11 00:00:00,Manga,56.0
Hai! Akko Desu,5534,TV (Continuing),Eiken,fall,1990.0,1988-10-12 00:00:00,-,164.0
Heisei Tensai Bakabon,19961,TV (Continuing),Studio Pierrot,fall,1990.0,1990-01-06 00:00:00,Original,46.0
Seton Doubutsuki,7845,TV (Continuing),          -,fall,1990.0,1989-10-14 00:00:00,-,45.0
Obocchama-kun,20075,TV (Continuing),Shin-Ei Animation,fall,1990.0,1989-01-14 19:30:00,Manga,164.0
Kotowaza House,20117,TV (Continuing),Eiken,fall,1990.0,1987-04-04 00:00:00,-,773.0
Kariage-kun,20127,TV (Continuing),Toei Animation,fall,1990.0,1989-10-17 00:00:00,-,59.0
Gatapishi,20243,TV (Continuing),Shin-Ei Animation,fall,1990.0,1990-04-23 00:00:00,4-koma manga,199.0
Narara Superboard,32136,TV (Continuing),          -,fall,1990.0,1990-08-21 00:00:00,Manga,54.0
AD Police,1346,OVA,"AIC, Artmic",fall,1990.0,1990-05-25 00:00:00,Original,3.0
Mamono Hunter Youko,1280,OVA,Madhouse,fall,1990.0,1990-12-01 00:00:00,Original,6.0
Mad★Bull 34,3448,OVA,Magic Bus,fall,1990.0,1990-12-21 00:00:00,Manga,4.0
Kidou Keisatsu Patlabor: New OVA,1289,OVA,Sunrise,fall,1990.0,1990-11-22 00:00:00,Original,16.0
The Hakkenden,1822,OVA,Artmic,fall,1990.0,1990-10-25 00:00:00,Novel,6.0
Violence Jack: Hell's Wind-hen,1343,OVA,-,fall,1990.0,1990-11-09 00:00:00,Manga,1.0
Ranma ½: Nettou Uta Gassen,6713,OVA,          -,fall,1990.0,1990-11-07 00:00:00,-,2.0
Shuranosuke Zanmaken: Shikamamon no Otoko,1451,OVA,Production Reed,fall,1990.0,1990-12-28 00:00:00,Novel,1.0
Vampire Sensou,1765,OVA,Toei Animation,fall,1990.0,1990-12-01 00:00:00,Novel,1.0
Mobile Suit SD Gundam Mk V,6792,OVA,Sunrise,fall,1990.0,1990-10-25 00:00:00,-,3.0
New Dream Hunter Rem: Yume no Kishitachi,5585,OVA,          -,fall,1990.0,1990-12-16 00:00:00,Original,1.0
Osu!! Karate-bu,6031,OVA,J.C.Staff,fall,1990.0,1990-10-21 00:00:00,Manga,4.0
Majuu Sensen,9043,OVA,          -,fall,1990.0,1990-10-01 00:00:00,-,3.0
Utsunomiko: Heaven Chapter,5923,OVA,Toei Animation,fall,1990.0,1990-10-24 00:00:00,Light novel,13.0
Notari Matsutarou,7836,OVA,          -,fall,1990.0,1990-11-22 00:00:00,-,10.0
Circuit no Ookami II: Modena no Ken,10967,OVA,Gainax,fall,1990.0,1990-12-21 00:00:00,Manga,1.0
Ultraman Graffiti,11695,OVA,          -,fall,1990.0,1990-10-25 00:00:00,Other,6.0
Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,17989,OVA,          -,fall,1990.0,1990-12-21 00:00:00,Game,1.0
Shin Karate Jigoku-hen,10304,OVA,          -,fall,1990.0,1990-11-01 00:00:00,-,2.0
Aries: Shinwa no Seizakyuu,22271,OVA,          -,fall,1990.0,1990-10-01 00:00:00,-,1.0
Korogashi Ryouta,10564,OVA,          -,fall,1990.0,1990-11-21 00:00:00,-,3.0
Shiawase no Katachi,9404,OVA,Production I.G,fall,1990.0,1990-10-05 00:00:00,-,4.0
Oyone to Mattsan: Ai no Uta,33175,OVA,          -,fall,1990.0,1990-12-21 00:00:00,-,1.0
Kaze no Na wa Amnesia,1793,Movie,Madhouse,fall,1990.0,1990-12-22 00:00:00,Light novel,1.0
Chibi Maruko-chan Movie,3203,Movie,          -,fall,1990.0,1990-12-15 00:00:00,Manga,1.0
Ajin Senshi,17325,Movie,          -,fall,1990.0,1990-11-17 00:00:00,-,1.0
Chouon Senshi Borgman: Lovers Rain,3763,Movie,Production Reed,fall,1990.0,1990-12-01 00:00:00,Other,1.0
Sensou ga Owatta Natsu ni 1945 Karafuto,25035,Movie,          -,fall,1990.0,1990-12-08 00:00:00,-,1.0
Meoteoldosawa Ttomae,18329,Movie,          -,fall,1990.0,1990-12-25 00:00:00,-,1.0
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,986,Special,Toei Animation,fall,1990.0,1990-10-17 00:00:00,Manga,1.0
Kaettekita Dr. Slump: Arale-chan Special,34877,Special,Toei Animation,fall,1990.0,1990-12-31 00:00:00,Manga,1.0
Trapp Ikka Monogatari,2557,TV (New),Nippon Animation,winter,1991.0,1991-01-13 19:30:00,Other,40.0
Taiyou no Yuusha Fighbird,4532,TV (New),Sunrise,winter,1991.0,1991-02-02 00:00:00,-,48.0
Getter Robo Go,5292,TV (New),Toei Animation,winter,1991.0,1991-02-11 00:00:00,-,50.0
Kinkyuu Hasshin Saver Kids,4504,TV (New),Tokyo Movie Shinsha,winter,1991.0,1991-02-19 00:00:00,Original,50.0
Ore wa Chokkaku,19831,TV (New),Studio Pierrot,winter,1991.0,1991-01-05 00:00:00,Manga,36.0
Dragon Ball Z,813,TV (Continuing),Toei Animation,winter,1991.0,1989-04-26 19:00:00,Manga,291.0
Ranma ½,210,TV (Continuing),Studio Deen,winter,1991.0,1989-04-15 00:00:00,Manga,161.0
Fushigi no Umi no Nadia,1251,TV (Continuing),Gainax,winter,1991.0,1990-04-13 19:30:00,Original,39.0
Yawara!,691,TV (Continuing),Madhouse,winter,1991.0,1989-10-16 07:30:00,Manga,124.0
Kyattou Ninden Teyandee,1261,TV (Continuing),Tatsunoko Production,winter,1991.0,1990-02-01 19:00:00,Original,54.0
Chibi Maruko-chan,951,TV (Continuing),Nippon Animation,winter,1991.0,1990-01-07 00:00:00,Manga,142.0
Robin Hood no Daibouken,2543,TV (Continuing),Tatsunoko Production,winter,1991.0,1990-07-29 00:00:00,-,52.0
Sazae-san,2406,TV (Continuing),Eiken,winter,1991.0,1969-10-05 18:30:00,4-koma manga,0.0
Dragon Quest: Abel Yuusha Densetsu,2819,TV (Continuing),Studio Comet,winter,1991.0,1989-12-02 00:00:00,Game,43.0
Warau Salesman,3077,TV (Continuing),Shin-Ei Animation,winter,1991.0,1989-10-17 00:00:00,Manga,103.0
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,winter,1991.0,1988-11-21 00:00:00,-,36.0
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,winter,1991.0,1988-10-17 00:00:00,Manga,136.0
Karasu Tengu Kabuto,2243,TV (Continuing),          -,winter,1991.0,1990-07-29 00:00:00,Manga,39.0
Mahou no Angel Sweet Mint,2040,TV (Continuing),Production Reed,winter,1991.0,1990-05-02 18:00:00,Original,47.0
Pygmalio,3765,TV (Continuing),Nippon Animation,winter,1991.0,1990-11-05 19:00:00,Manga,39.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,winter,1991.0,1976-01-07 00:00:00,-,1471.0
Idol Tenshi Youkoso Youko,4928,TV (Continuing),          -,winter,1991.0,1990-04-02 18:00:00,Original,43.0
Magical★Taruruuto-kun,5274,TV (Continuing),Toei Animation,winter,1991.0,1990-09-09 08:30:00,Manga,87.0
Mashin Eiyuuden Wataru 2,4807,TV (Continuing),Sunrise,winter,1991.0,1990-03-09 00:00:00,-,46.0
Chinpui,5908,TV (Continuing),"Kyoto Animation, Production I.G, Shin-Ei Animation",winter,1991.0,1989-02-11 00:00:00,Manga,56.0
Mitsume ga Tooru,5249,TV (Continuing),Tezuka Productions,winter,1991.0,1990-10-18 00:00:00,Manga,48.0
Hai! Akko Desu,5534,TV (Continuing),Eiken,winter,1991.0,1988-10-12 00:00:00,-,164.0
Karakuri Kengou Den Musashi Lord,8065,TV (Continuing),Studio Pierrot,winter,1991.0,1990-10-03 00:00:00,Original,50.0
RPG Densetsu Hepoi,9061,TV (Continuing),Gallop,winter,1991.0,1990-10-06 00:00:00,-,50.0
Happyakuyachou Hyouri Kewaishi,11545,TV (Continuing),Shin-Ei Animation,winter,1991.0,1990-10-09 00:00:00,-,16.0
Edokko Boy: Gatten Tasuke,9028,TV (Continuing),Studio Pierrot,winter,1991.0,1990-10-19 00:00:00,Manga,22.0
Obocchama-kun,20075,TV (Continuing),Shin-Ei Animation,winter,1991.0,1989-01-14 19:30:00,Manga,164.0
Kotowaza House,20117,TV (Continuing),Eiken,winter,1991.0,1987-04-04 00:00:00,-,773.0
Gatapishi,20243,TV (Continuing),Shin-Ei Animation,winter,1991.0,1990-04-23 00:00:00,4-koma manga,199.0
Sanchoume no Yuuhi,21483,TV (Continuing),          -,winter,1991.0,1990-10-12 00:00:00,-,27.0
Narara Superboard,32136,TV (Continuing),          -,winter,1991.0,1990-08-21 00:00:00,Manga,54.0
Peach Command Shin Momotarou Densetsu,33310,TV (Continuing),Knack Productions,winter,1991.0,1990-10-08 00:00:00,Game,24.0
Bubblegum Crisis,1347,OVA,"AIC, Artmic, Darts",winter,1991.0,1987-02-25 00:00:00,Original,8.0
Burn Up!,767,OVA,AIC,winter,1991.0,1991-03-21 00:00:00,Original,1.0
Soujuu Senshi Psychic Wars,1345,OVA,Toei Animation,winter,1991.0,1991-02-22 00:00:00,Novel,1.0
CB Chara Go Nagai World,2692,OVA,-,winter,1991.0,1991-02-21 00:00:00,-,3.0
Wizardry,1076,OVA,TMS Entertainment,winter,1991.0,1991-02-20 00:00:00,Game,1.0
Yoroiden Samurai Troopers Message,1267,OVA,Sunrise,winter,1991.0,1991-03-21 00:00:00,-,5.0
Mouryou Senki Madara,1580,OVA,"animate Film, Studio Fantasia",winter,1991.0,1991-03-20 00:00:00,Manga,2.0
Majuu Senshi Luna Varga,2079,OVA,"AIC, Studio Hakk",winter,1991.0,1991-03-20 00:00:00,Light novel,4.0
Ariel Deluxe,2837,OVA,J.C.Staff,winter,1991.0,1991-01-21 00:00:00,Novel,2.0
Shakotan★Boogie,15961,OVA,Studio Pierrot,winter,1991.0,1991-02-06 00:00:00,Manga,4.0
Dragon Fist,21179,OVA,Agent 21,winter,1991.0,1991-03-20 00:00:00,Manga,1.0
Makyuu Senjou,1355,OVA,          -,winter,1991.0,1991-03-22 00:00:00,-,2.0
Be-Bop Kaizokuban,24087,OVA,Toei Animation,winter,1991.0,1991-03-22 00:00:00,Manga,3.0
Phantom Yuusha Densetsu,10466,OVA,          -,winter,1991.0,1991-01-24 00:00:00,-,1.0
Samuraider: Nazo no Tenkousei,9993,OVA,          -,winter,1991.0,1991-02-22 00:00:00,-,1.0
Bousou Sengokushi,9343,OVA,          -,winter,1991.0,1991-02-01 00:00:00,-,2.0
Kumo ni Noru,23699,OVA,J.C.Staff,winter,1991.0,1991-03-08 00:00:00,Manga,2.0
Judo-bu Monogatari,19063,OVA,"Daume, Studio Deen",winter,1991.0,1991-03-25 00:00:00,Manga,2.0
Shounen Ashibe,33199,OVA,          -,winter,1991.0,1991-01-21 00:00:00,4-koma manga,6.0
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,897,Movie,Toei Animation,winter,1991.0,1991-03-09 00:00:00,Manga,1.0
Mobile Suit Gundam F91,88,Movie,Sunrise,winter,1991.0,1991-03-16 00:00:00,-,1.0
Ushiro no Shoumen Daare,2753,Movie,Mushi Production,winter,1991.0,1991-03-09 00:00:00,Novel,1.0
"Mobile Suit SD Gundam Musha, Knight, Commando",9087,Movie,Sunrise,winter,1991.0,1991-03-16 00:00:00,-,2.0
"Dorami-chan: Wow, The Kid Gang of Bandits",2636,Movie,          -,winter,1991.0,1991-03-09 00:00:00,-,1.0
Magical★Taruruuto-kun Movie,22827,Movie,Toei Animation,winter,1991.0,1991-03-09 00:00:00,-,1.0
City Hunter '91,1473,TV (New),Sunrise,spring,1991.0,1991-04-28 00:00:00,Manga,13.0
Future GPX Cyber Formula,1391,TV (New),Sunrise,spring,1991.0,1991-03-15 00:00:00,Original,37.0
"Chiisana Obake: Acchi, Kocchi, Socchi",310,TV (New),Studio Pierrot,spring,1991.0,1991-04-09 00:00:00,Picture book,50.0
Zettai Muteki Raijin-Oh,1897,TV (New),Sunrise,spring,1991.0,1991-04-03 18:00:00,Original,51.0
Kikou Keisatsu Metal Jack,3315,TV (New),Sunrise,spring,1991.0,1991-04-08 00:00:00,Original,37.0
High School Mystery: Gakuen Nanafushigi,9882,TV (New),          -,spring,1991.0,1991-04-12 00:00:00,-,41.0
21 Emon,5628,TV (New),Shin-Ei Animation,spring,1991.0,1991-05-02 00:00:00,-,39.0
Jankenman,7405,TV (New),          -,spring,1991.0,1991-04-04 00:00:00,-,51.0
Shounen Ashibe (TV),8829,TV (New),Life Work,spring,1991.0,1991-04-11 19:00:00,4-koma manga,37.0
Dororonpa!,24663,TV (New),Shin-Ei Animation,spring,1991.0,1991-04-08 00:00:00,-,115.0
Oh! My Konbu,25139,TV (New),          -,spring,1991.0,1991-05-04 00:00:00,-,22.0
Dragon Ball Z,813,TV (Continuing),Toei Animation,spring,1991.0,1989-04-26 19:00:00,Manga,291.0
Ranma ½,210,TV (Continuing),Studio Deen,spring,1991.0,1989-04-15 00:00:00,Manga,161.0
Yawara!,691,TV (Continuing),Madhouse,spring,1991.0,1989-10-16 07:30:00,Manga,124.0
Chibi Maruko-chan,951,TV (Continuing),Nippon Animation,spring,1991.0,1990-01-07 00:00:00,Manga,142.0
Robin Hood no Daibouken,2543,TV (Continuing),Tatsunoko Production,spring,1991.0,1990-07-29 00:00:00,-,52.0
Trapp Ikka Monogatari,2557,TV (Continuing),Nippon Animation,spring,1991.0,1991-01-13 19:30:00,Other,40.0
Sazae-san,2406,TV (Continuing),Eiken,spring,1991.0,1969-10-05 18:30:00,4-koma manga,0.0
Warau Salesman,3077,TV (Continuing),Shin-Ei Animation,spring,1991.0,1989-10-17 00:00:00,Manga,103.0
Taiyou no Yuusha Fighbird,4532,TV (Continuing),Sunrise,spring,1991.0,1991-02-02 00:00:00,-,48.0
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,spring,1991.0,1988-11-21 00:00:00,-,36.0
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,spring,1991.0,1988-10-17 00:00:00,Manga,136.0
Karasu Tengu Kabuto,2243,TV (Continuing),          -,spring,1991.0,1990-07-29 00:00:00,Manga,39.0
Getter Robo Go,5292,TV (Continuing),Toei Animation,spring,1991.0,1991-02-11 00:00:00,-,50.0
Pygmalio,3765,TV (Continuing),Nippon Animation,spring,1991.0,1990-11-05 19:00:00,Manga,39.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,spring,1991.0,1976-01-07 00:00:00,-,1471.0
Magical★Taruruuto-kun,5274,TV (Continuing),Toei Animation,spring,1991.0,1990-09-09 08:30:00,Manga,87.0
Mitsume ga Tooru,5249,TV (Continuing),Tezuka Productions,spring,1991.0,1990-10-18 00:00:00,Manga,48.0
Hai! Akko Desu,5534,TV (Continuing),Eiken,spring,1991.0,1988-10-12 00:00:00,-,164.0
Kinkyuu Hasshin Saver Kids,4504,TV (Continuing),Tokyo Movie Shinsha,spring,1991.0,1991-02-19 00:00:00,Original,50.0
Karakuri Kengou Den Musashi Lord,8065,TV (Continuing),Studio Pierrot,spring,1991.0,1990-10-03 00:00:00,Original,50.0
RPG Densetsu Hepoi,9061,TV (Continuing),Gallop,spring,1991.0,1990-10-06 00:00:00,-,50.0
Obocchama-kun,20075,TV (Continuing),Shin-Ei Animation,spring,1991.0,1989-01-14 19:30:00,Manga,164.0
Kotowaza House,20117,TV (Continuing),Eiken,spring,1991.0,1987-04-04 00:00:00,-,773.0
Ore wa Chokkaku,19831,TV (Continuing),Studio Pierrot,spring,1991.0,1991-01-05 00:00:00,Manga,36.0
Sanchoume no Yuuhi,21483,TV (Continuing),          -,spring,1991.0,1990-10-12 00:00:00,-,27.0
Narara Superboard,32136,TV (Continuing),          -,spring,1991.0,1990-08-21 00:00:00,Manga,54.0
Ginga Eiyuu Densetsu,820,OVA,"Artland, Magic Bus",spring,1991.0,1988-01-08 00:00:00,Novel,110.0
Mobile Suit Gundam 0083: Stardust Memory,84,OVA,Sunrise,spring,1991.0,1991-05-23 00:00:00,Original,13.0
Bubblegum Crash,1348,OVA,Darts,spring,1991.0,1991-05-25 00:00:00,Original,3.0
RG Veda,439,OVA,animate Film,spring,1991.0,1991-06-01 00:00:00,Manga,2.0
Honoo no Tenkousei,2050,OVA,Gainax,spring,1991.0,1991-05-21 00:00:00,Manga,2.0
Sukeban Deka,2726,OVA,-,spring,1991.0,1991-04-21 00:00:00,Manga,2.0
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,2459,OVA,          -,spring,1991.0,1991-05-21 00:00:00,-,1.0
Abashiri Ikka,305,OVA,Studio Pierrot,spring,1991.0,1991-05-21 00:00:00,Manga,4.0
Yami no Shihosha Judge,1340,OVA,          -,spring,1991.0,1991-06-15 00:00:00,Manga,1.0
Souryuuden,1742,OVA,Kitty Films,spring,1991.0,1991-06-25 00:00:00,Novel,12.0
Slow Step,2180,OVA,Youmex,spring,1991.0,1991-06-01 00:00:00,Manga,5.0
Capricorn,2053,OVA,Aubec,spring,1991.0,1991-04-05 00:00:00,Manga,1.0
Akai Hayate,4923,OVA,Studio Pierrot,spring,1991.0,1991-05-21 00:00:00,Original,4.0
Eguchi Hisashi no Kotobuki Gorou Show,20385,OVA,"Kyoto Animation, Studio Pierrot",spring,1991.0,1991-05-21 00:00:00,Manga,4.0
Yumemakura Baku Twilight Gekijou,12769,OVA,"D.A.S.T., Studio Pierrot",spring,1991.0,1991-05-21 00:00:00,Novel,4.0
The Gakuen Choujo-tai,12401,OVA,Magic Bus,spring,1991.0,1991-06-27 00:00:00,Novel,1.0
Okama Hakusho,10353,OVA,          -,spring,1991.0,1991-04-12 00:00:00,Manga,3.0
Sweet Spot,26035,OVA,          -,spring,1991.0,1991-04-21 00:00:00,-,1.0
Shizukanaru Don: Yakuza Side Story,9349,OVA,          -,spring,1991.0,1991-04-12 00:00:00,-,1.0
Ippon Bouchou Mantarou,6384,OVA,"animate Film, J.C.Staff",spring,1991.0,1991-06-21 00:00:00,Manga,2.0
Koha Ginjiro,24489,OVA,          -,spring,1991.0,1991-05-22 00:00:00,-,3.0
Dr. Typhoon,17307,OVA,          -,spring,1991.0,1991-04-03 00:00:00,-,1.0
Asuka: Nihon no Rekishi,35723,OVA,          -,spring,1991.0,1991-04-12 00:00:00,-,20.0
Fushigi no Umi no Nadia: Original Movie,1252,Movie,"Gainax, Group TAC",spring,1991.0,1991-06-29 00:00:00,Original,1.0
Michitekuru Toki no Mukou ni,16586,Special,Studio Pierrot,spring,1991.0,1991-06-16 00:00:00,Novel,1.0
Jangdokdae,18323,Special,          -,spring,1991.0,1991-05-05 00:00:00,-,1.0
Oniisama e...,795,TV (New),Tezuka Productions,summer,1991.0,1991-07-14 00:00:00,Manga,39.0
Dragon Ball Z,813,TV (Continuing),Toei Animation,summer,1991.0,1989-04-26 19:00:00,Manga,291.0
Ranma ½,210,TV (Continuing),Studio Deen,summer,1991.0,1989-04-15 00:00:00,Manga,161.0
City Hunter '91,1473,TV (Continuing),Sunrise,summer,1991.0,1991-04-28 00:00:00,Manga,13.0
Yawara!,691,TV (Continuing),Madhouse,summer,1991.0,1989-10-16 07:30:00,Manga,124.0
Chibi Maruko-chan,951,TV (Continuing),Nippon Animation,summer,1991.0,1990-01-07 00:00:00,Manga,142.0
Robin Hood no Daibouken,2543,TV (Continuing),Tatsunoko Production,summer,1991.0,1990-07-29 00:00:00,-,52.0
Trapp Ikka Monogatari,2557,TV (Continuing),Nippon Animation,summer,1991.0,1991-01-13 19:30:00,Other,40.0
Sazae-san,2406,TV (Continuing),Eiken,summer,1991.0,1969-10-05 18:30:00,4-koma manga,0.0
Future GPX Cyber Formula,1391,TV (Continuing),Sunrise,summer,1991.0,1991-03-15 00:00:00,Original,37.0
Warau Salesman,3077,TV (Continuing),Shin-Ei Animation,summer,1991.0,1989-10-17 00:00:00,Manga,103.0
Taiyou no Yuusha Fighbird,4532,TV (Continuing),Sunrise,summer,1991.0,1991-02-02 00:00:00,-,48.0
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,summer,1991.0,1988-11-21 00:00:00,-,36.0
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,summer,1991.0,1988-10-17 00:00:00,Manga,136.0
Getter Robo Go,5292,TV (Continuing),Toei Animation,summer,1991.0,1991-02-11 00:00:00,-,50.0
"Chiisana Obake: Acchi, Kocchi, Socchi",310,TV (Continuing),Studio Pierrot,summer,1991.0,1991-04-09 00:00:00,Picture book,50.0
Zettai Muteki Raijin-Oh,1897,TV (Continuing),Sunrise,summer,1991.0,1991-04-03 18:00:00,Original,51.0
Pygmalio,3765,TV (Continuing),Nippon Animation,summer,1991.0,1990-11-05 19:00:00,Manga,39.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,summer,1991.0,1976-01-07 00:00:00,-,1471.0
Magical★Taruruuto-kun,5274,TV (Continuing),Toei Animation,summer,1991.0,1990-09-09 08:30:00,Manga,87.0
Kikou Keisatsu Metal Jack,3315,TV (Continuing),Sunrise,summer,1991.0,1991-04-08 00:00:00,Original,37.0
High School Mystery: Gakuen Nanafushigi,9882,TV (Continuing),          -,summer,1991.0,1991-04-12 00:00:00,-,41.0
Mitsume ga Tooru,5249,TV (Continuing),Tezuka Productions,summer,1991.0,1990-10-18 00:00:00,Manga,48.0
21 Emon,5628,TV (Continuing),Shin-Ei Animation,summer,1991.0,1991-05-02 00:00:00,-,39.0
Hai! Akko Desu,5534,TV (Continuing),Eiken,summer,1991.0,1988-10-12 00:00:00,-,164.0
Kinkyuu Hasshin Saver Kids,4504,TV (Continuing),Tokyo Movie Shinsha,summer,1991.0,1991-02-19 00:00:00,Original,50.0
Jankenman,7405,TV (Continuing),          -,summer,1991.0,1991-04-04 00:00:00,-,51.0
Shounen Ashibe (TV),8829,TV (Continuing),Life Work,summer,1991.0,1991-04-11 19:00:00,4-koma manga,37.0
Karakuri Kengou Den Musashi Lord,8065,TV (Continuing),Studio Pierrot,summer,1991.0,1990-10-03 00:00:00,Original,50.0
RPG Densetsu Hepoi,9061,TV (Continuing),Gallop,summer,1991.0,1990-10-06 00:00:00,-,50.0
Dororonpa!,24663,TV (Continuing),Shin-Ei Animation,summer,1991.0,1991-04-08 00:00:00,-,115.0
Obocchama-kun,20075,TV (Continuing),Shin-Ei Animation,summer,1991.0,1989-01-14 19:30:00,Manga,164.0
Kotowaza House,20117,TV (Continuing),Eiken,summer,1991.0,1987-04-04 00:00:00,-,773.0
Ore wa Chokkaku,19831,TV (Continuing),Studio Pierrot,summer,1991.0,1991-01-05 00:00:00,Manga,36.0
Oh! My Konbu,25139,TV (Continuing),          -,summer,1991.0,1991-05-04 00:00:00,-,22.0
Sanchoume no Yuuhi,21483,TV (Continuing),          -,summer,1991.0,1990-10-12 00:00:00,-,27.0
Narara Superboard,32136,TV (Continuing),          -,summer,1991.0,1990-08-21 00:00:00,Manga,54.0
Ginga Eiyuu Densetsu,820,OVA,"Artland, Magic Bus",summer,1991.0,1988-01-08 00:00:00,Novel,110.0
Otaku no Video,785,OVA,Gainax,summer,1991.0,1991-09-27 00:00:00,Other,2.0
3x3 Eyes,3003,OVA,Toei Animation,summer,1991.0,1991-07-25 00:00:00,Manga,4.0
Arslan Senki,1762,OVA,"animate Film, J.C.Staff",summer,1991.0,1991-08-17 00:00:00,Light novel,6.0
Teito Monogatari,1148,OVA,Madhouse,summer,1991.0,1991-09-27 00:00:00,Novel,4.0
Mermaid Forest OVA,2016,OVA,Studio Pierrot,summer,1991.0,1991-08-16 00:00:00,Manga,1.0
Detonator Orgun,1178,OVA,"AIC, Artmic",summer,1991.0,1991-08-25 00:00:00,Original,3.0
Kekkou Kamen,2525,OVA,"Bee Media, Studio Signal",summer,1991.0,1991-08-01 00:00:00,Manga,4.0
Tenkuu Senki Shurato: Sousei e no Anto,2114,OVA,Tatsunoko Production,summer,1991.0,1991-09-16 00:00:00,-,6.0
Ozanari Dungeon: Kaze no Tou,3065,OVA,Telecom Animation Film,summer,1991.0,1991-09-27 00:00:00,Manga,3.0
Exper Zenon,10463,OVA,          -,summer,1991.0,1991-09-27 00:00:00,Original,1.0
Asatte Dance,8643,OVA,          -,summer,1991.0,1991-07-25 00:00:00,Manga,2.0
Choujin Locke: Shinsekai Sentai,4534,OVA,Nippon Animation,summer,1991.0,1991-08-22 00:00:00,Manga,2.0
Shiawasette Naani,13441,OVA,Kyoto Animation,summer,1991.0,1991-07-09 00:00:00,Novel,1.0
NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,2085,OVA,Production Reed,summer,1991.0,1991-07-21 00:00:00,Original,3.0
Izumo,5876,OVA,"Grouper Productions, Studio Hibari",summer,1991.0,1991-09-21 00:00:00,Manga,2.0
Yuukan Club,3778,OVA,Madhouse,summer,1991.0,1991-07-25 00:00:00,Manga,2.0
Licca-chan Fushigi na Mahou no Ring,7294,OVA,Ajia-Do,summer,1991.0,1991-08-30 00:00:00,-,2.0
