title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Shingeki no Kyojin: The Final Season,40028,TV (New),MAPPA,winter,2021.0,2020-12-07 00:10:00,Manga,16.0,8.92,1286929.0
Horimiya,42897,TV (New),CloverWorks,winter,2021.0,2021-01-10 00:30:00,Manga,13.0,8.21,790567.0
Yakusoku no Neverland 2nd Season,39617,TV (New),CloverWorks,winter,2021.0,2021-01-08 01:25:00,Manga,11.0,5.47,703393.0
Dr. Stone: Stone Wars,40852,TV (New),TMS Entertainment,winter,2021.0,2021-01-14 22:30:00,Manga,11.0,8.19,678042.0
Mushoku Tensei: Isekai Ittara Honki Dasu,39535,TV (New),Studio Bind,winter,2021.0,2021-01-11 00:00:00,Light novel,11.0,8.36,665618.0
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,42203,TV (New),White Fox,winter,2021.0,2021-01-06 22:30:00,Light novel,12.0,8.54,579922.0
Tensei shitara Slime Datta Ken 2nd Season,39551,TV (New),8bit,winter,2021.0,2021-01-12 23:00:00,Light novel,12.0,8.41,579328.0
Wonder Egg Priority,43299,TV (New),CloverWorks,winter,2021.0,2021-01-13 01:29:00,Original,12.0,7.89,533780.0
5-toubun no Hanayome ∬,39783,TV (New),Bibury Animation Studios,winter,2021.0,2021-01-08 01:28:00,Manga,12.0,8.15,454440.0
Kaifuku Jutsushi no Yarinaoshi,40750,TV (New),TNK,winter,2021.0,2021-01-13 23:30:00,Light novel,12.0,6.31,390837.0
SK∞,42923,TV (New),Bones,winter,2021.0,2021-01-10 02:00:00,Original,12.0,8.04,350851.0
Beastars 2nd Season,40935,TV (New),Orange,winter,2021.0,2021-01-07 00:55:00,Manga,12.0,7.93,300979.0
Nanatsu no Taizai: Fundo no Shinpan,41491,TV (New),Studio Deen,winter,2021.0,2021-01-13 17:55:00,Manga,24.0,6.62,276909.0
"Kumo Desu ga, Nani ka?",37984,TV (New),Millepensee,winter,2021.0,2021-01-08 21:30:00,Light novel,24.0,7.46,272011.0
Kemono Jihen,40908,TV (New),Ajia-Do,winter,2021.0,2021-01-10 22:00:00,Manga,12.0,7.44,255505.0
Ore dake Haireru Kakushi Dungeon,41899,TV (New),Okuruto Noboru,winter,2021.0,2021-01-09 02:25:00,Light novel,12.0,6.29,244950.0
Jaku-Chara Tomozaki-kun,40530,TV (New),Project No.9,winter,2021.0,2021-01-08 21:00:00,Light novel,12.0,7.19,235184.0
Hataraku Saibou!!,39586,TV (New),David Production,winter,2021.0,2021-01-09 23:30:00,Manga,8.0,7.32,204275.0
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,40594,TV (New),LIDENFILMS,winter,2021.0,2021-01-04 22:00:00,Light novel,12.0,6.34,187573.0
Log Horizon: Entaku Houkai,41109,TV (New),Studio Deen,winter,2021.0,2021-01-13 19:25:00,Light novel,12.0,7.04,181700.0
Hataraku Saibou Black (TV),41694,TV (New),LIDENFILMS,winter,2021.0,2021-01-10 00:00:00,Manga,13.0,7.55,171829.0
Yuru Camp△ Season 2,38474,TV (New),C-Station,winter,2021.0,2021-01-07 23:00:00,Manga,13.0,8.54,151898.0
World Trigger 2nd Season,40907,TV (New),Toei Animation,winter,2021.0,2021-01-10 01:30:00,Manga,12.0,8.08,89665.0
Urasekai Picnic,41392,TV (New),"Felix Film, LIDENFILMS",winter,2021.0,2021-01-04 23:30:00,Novel,12.0,6.56,89255.0
2.43: Seiin Koukou Danshi Volley-bu,40679,TV (New),David Production,winter,2021.0,2021-01-08 00:55:00,Novel,12.0,6.16,88599.0
Non Non Biyori Nonstop,39808,TV (New),SILVER LINK.,winter,2021.0,2021-01-11 01:35:00,Manga,12.0,8.41,84547.0
Bungou Stray Dogs Wan!,42250,TV (New),"Bones, Nomad",winter,2021.0,2021-01-13 00:30:00,Manga,12.0,7.88,70054.0
Ex-Arm,38853,TV (New),Visual Flight,winter,2021.0,2021-01-11 01:05:00,Manga,12.0,2.96,66800.0
Tenchi Souzou Design-bu,41762,TV (New),Asahi Production,winter,2021.0,2021-01-07 23:30:00,Manga,12.0,7.17,58405.0
Kai Byoui Ramune,42822,TV (New),Platinum Vision,winter,2021.0,2021-01-10 01:30:00,Manga,12.0,7.17,51607.0
Hortensia Saga (TV),40961,TV (New),LIDENFILMS,winter,2021.0,2021-01-07 00:30:00,Game,12.0,5.77,42728.0
Idoly Pride,40842,TV (New),Lerche,winter,2021.0,2021-01-10 23:30:00,Original,12.0,7.44,41447.0
Wave!!: Surfing Yappe!! (TV),46118,TV (New),Asahi Production,winter,2021.0,2021-01-12 02:00:00,Other,12.0,5.84,38289.0
Azur Lane: Bisoku Zenshin!,40930,TV (New),"CANDY BOX, Yostar Pictures",winter,2021.0,2021-01-12 01:00:00,4-koma manga,12.0,7.06,33034.0
Skate-Leading☆Stars,40786,TV (New),J.C.Staff,winter,2021.0,2021-01-10 22:30:00,Original,12.0,6.42,32240.0
Back Arrow,40964,TV (New),Studio VOLN,winter,2021.0,2021-01-09 00:00:00,Original,24.0,6.3,31161.0
Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,44044,TV (New),Studio Hokiboshi,winter,2021.0,2021-01-04 01:00:00,Manga,8.0,6.35,31040.0
Uma Musume: Pretty Derby (TV) Season 2,42941,TV (New),Studio Kai,winter,2021.0,2021-01-05 00:00:00,Game,13.0,8.0,29023.0
Project Scard: Praeter no Kizu,42825,TV (New),GoHands,winter,2021.0,2021-01-09 01:55:00,Other,13.0,5.82,26362.0
Majutsushi Orphen Hagure Tabi: Kimluck-hen,41573,TV (New),Studio Deen,winter,2021.0,2021-01-20 21:00:00,Light novel,11.0,6.13,18752.0
I★Chu: Halfway Through the Idol,39725,TV (New),Lay-duce,winter,2021.0,2021-01-06 23:00:00,Game,12.0,6.56,12655.0
Gekidol: Actidol Project,32455,TV (New),Hoods Entertainment,winter,2021.0,2021-01-05 21:00:00,Original,12.0,5.54,11704.0
Soukou Musume Senki,36458,TV (New),Studio A-CAT,winter,2021.0,2021-01-07 00:00:00,Game,12.0,5.75,11390.0
Maiko-san Chi no Makanai-san,41556,TV (New),J.C.Staff,winter,2021.0,2021-02-25 08:30:00,Manga,12.0,6.64,10757.0
Yatogame-chan Kansatsu Nikki Sansatsume,42959,TV (New),"Creators in Pack, LEVELS",winter,2021.0,2021-01-10 21:54:00,4-koma manga,12.0,6.34,10465.0
Yami Shibai 8,44208,TV (New),"DRAWIZ, ILCA",winter,2021.0,2021-01-11 03:05:00,Original,13.0,5.66,10147.0
Show by Rock!! Stars!!,41520,TV (New),Kinema Citrus,winter,2021.0,2021-01-07 22:00:00,Game,12.0,7.05,8372.0
WIXOSS Diva(A)Live,41521,TV (New),J.C.Staff,winter,2021.0,2021-01-09 00:30:00,Card game,12.0,5.62,8282.0
World Witches Hasshin Shimasu!,42506,TV (New),"Acca effe, Giga Production",winter,2021.0,2021-01-13 00:45:00,Original,12.0,6.37,8242.0
Tropical-Rouge! Precure,44191,TV (New),Toei Animation,winter,2021.0,2021-02-28 08:30:00,Original,0.0,7.15,6688.0
Shin Chuuka Ichiban! 2nd Season,40957,TV (New),"Nihon Ad Systems, Production I.G",winter,2021.0,2021-01-11 01:10:00,Manga,12.0,6.63,4138.0
Idolls!,42981,TV (New),Shin-Ei Animation,winter,2021.0,2021-01-08 00:00:00,Original,10.0,5.12,3842.0
D4DJ Petit Mix,45782,TV (New),"DMM.futureworks, W-Toon Studio",winter,2021.0,2021-02-05 23:00:00,Original,26.0,6.9,3364.0
Aikatsu Planet!,42653,TV (New),Bandai Namco Pictures,winter,2021.0,2021-01-10 07:00:00,Game,24.0,6.53,2204.0
Abciee Shuugyou Nikki,44040,TV (New),Fanworks,winter,2021.0,2021-01-07 01:32:00,Other,12.0,5.52,2140.0
Okashi na Sabaku no Suna to Manu,45207,TV (New),Kachidoki Studio,winter,2021.0,2021-02-14 03:20:00,Manga,50.0,0.0,1024.0
Kindan Joshi,45596,TV (New),          -,winter,2021.0,2020-12-29 01:05:00,Original,5.0,0.0,541.0
One Piece,21,TV (Continuing),Toei Animation,winter,2021.0,1999-10-20 09:30:00,Manga,0.0,8.59,1642931.0
Jujutsu Kaisen (TV),40748,TV (Continuing),MAPPA,winter,2021.0,2020-10-03 01:25:00,Manga,24.0,8.74,1439548.0
Black Clover,34572,TV (Continuing),Studio Pierrot,winter,2021.0,2017-10-03 18:25:00,Manga,170.0,8.05,1136912.0
Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,winter,2021.0,2017-04-05 17:30:00,Manga,0.0,5.86,658626.0
Detective Conan,235,TV (Continuing),TMS Entertainment,winter,2021.0,1996-01-08 18:00:00,Manga,0.0,8.16,284183.0
Higurashi no Naku Koro ni Gou,41006,TV (Continuing),Passione,winter,2021.0,2020-10-01 23:30:00,Visual novel,24.0,7.25,207067.0
Hanyou no Yashahime: Sengoku Otogizoushi,41911,TV (Continuing),Sunrise,winter,2021.0,2020-10-03 17:30:00,Original,24.0,6.72,94982.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,winter,2021.0,1992-04-13 19:30:00,Manga,0.0,7.71,65414.0
Kingdom 3rd Season,40682,TV (Continuing),"Pierrot Plus, Studio Signpost",winter,2021.0,2020-04-06 00:10:00,Manga,26.0,8.45,52588.0
King's Raid: Ishi wo Tsugumono-tachi,41834,TV (Continuing),"OLM, Sunrise Beyond",winter,2021.0,2020-10-03 01:23:00,Game,26.0,5.99,51966.0
Dragon Quest: Dai no Daibouken (2020),40906,TV (Continuing),Toei Animation,winter,2021.0,2020-10-03 09:30:00,Manga,0.0,7.11,51633.0
Osomatsu-san 3rd Season,42391,TV (Continuing),Studio Pierrot,winter,2021.0,2020-10-13 01:30:00,Manga,25.0,7.31,16996.0
Yu☆Gi☆Oh!: Sevens,40145,TV (Continuing),Bridge,winter,2021.0,2020-04-04 07:30:00,Card game,0.0,5.32,13529.0
Shadowverse (TV),40506,TV (Continuing),Zexcs,winter,2021.0,2020-04-07 17:55:00,Card game,48.0,5.69,11734.0
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,40833,TV (Continuing),Team TillDawn,winter,2021.0,2020-10-03 01:50:00,Manga,24.0,7.26,11405.0
Healin' Good♡Precure,40610,TV (Continuing),Toei Animation,winter,2021.0,2020-02-02 08:30:00,Original,45.0,6.79,7773.0
Sazae-san,2406,TV (Continuing),Eiken,winter,2021.0,1969-10-05 18:30:00,4-koma manga,0.0,6.09,6425.0
Rebirth,40129,TV (Continuing),LIDENFILMS Osaka Studio,winter,2021.0,2020-01-05 01:00:00,Card game,48.0,5.82,3673.0
Tokyo Gambo,44056,TV (Continuing),Jumonji,winter,2021.0,2020-11-21 03:20:00,Original,0.0,0.0,2813.0
Bonobono (TV 2016),32353,TV (Continuing),Eiken,winter,2021.0,2016-04-02 04:52:00,4-koma manga,0.0,6.4,2509.0
Bakugan: Armored Alliance,41405,TV (Continuing),TMS Entertainment,winter,2021.0,2020-04-03 00:00:00,Original,52.0,5.59,2424.0
Garugaku.: Sei Girls Square Gakuin,41381,TV (Continuing),"OLM, Wit Studio",winter,2021.0,2020-04-06 07:05:00,Game,50.0,5.66,1581.0
Kiratto Pri☆chan Season 3,40880,TV (Continuing),Tatsunoko Production,winter,2021.0,2020-04-05 10:00:00,Game,51.0,6.78,1472.0
Tomica Kizuna Gattai: Earth Granner,41062,TV (Continuing),OLM,winter,2021.0,2020-04-05 09:30:00,Other,51.0,5.99,1078.0
Neko Konogoro,33398,TV (Continuing),Kachidoki Studio,winter,2021.0,2016-06-08 00:00:00,Manga,0.0,0.0,1077.0
Neko no Robu,35478,TV (Continuing),Kachidoki Studio,winter,2021.0,2017-05-06 06:30:00,Original,0.0,0.0,1056.0
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,42482,TV (Continuing),Pie in the sky,winter,2021.0,2020-10-07 23:54:00,Original,0.0,0.0,844.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,winter,2021.0,2012-11-16 06:45:00,Original,0.0,0.0,799.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,winter,2021.0,2011-03-26 00:00:00,Original,0.0,0.0,573.0
Kirin the Noop,35694,TV (Continuing),          -,winter,2021.0,2014-02-06 00:00:00,Original,0.0,0.0,386.0
Kaoru no Taisetsu na Mono,43416,TV (Continuing),Kachidoki Studio,winter,2021.0,2020-11-18 23:29:00,Original,0.0,0.0,350.0
Manul no Yuube,38776,TV (Continuing),          -,winter,2021.0,2018-11-11 00:00:00,Web manga,0.0,0.0,313.0
Tenkuu Shinpan,43690,ONA,Zero-G,winter,2021.0,2021-02-25 00:00:00,Manga,12.0,6.79,184121.0
B: The Beginning Succession,37994,ONA,Production I.G,winter,2021.0,2021-03-18 00:00:00,Original,6.0,6.14,69118.0
Super Dragon Ball Heroes,37885,ONA,Toei Animation,winter,2021.0,2018-07-01 00:00:00,Game,0.0,5.27,58912.0
Kimetsu Gakuen: Valentine-hen,47398,ONA,ufotable,winter,2021.0,2021-02-14 00:00:00,Original,4.0,6.69,31197.0
Tian Guan Ci Fu Special,44070,ONA,Haoliners Animation League,winter,2021.0,2021-02-16 00:00:00,Novel,1.0,8.52,21190.0
Wu Liuqi Zhi Xuanwu Guo Pian,45556,ONA,          -,winter,2021.0,2021-01-21 00:00:00,Original,10.0,8.38,12749.0
Otona no Bouguya-san II,42862,ONA,IMAGICA Lab.,winter,2021.0,2021-01-02 00:00:00,4-koma manga,12.0,5.46,9496.0
Enen no Shouboutai Mini Anime,45999,ONA,          -,winter,2021.0,2021-01-08 00:00:00,Manga,30.0,5.82,7587.0
Shanhe Jian Xin,44196,ONA,Motion Magic,winter,2021.0,2021-02-08 00:00:00,Novel,16.0,7.82,3984.0
Doki Doki! Mini Mini! Kakushi Dungeon Gekijou,45658,ONA,          -,winter,2021.0,2021-01-09 00:00:00,Light novel,14.0,5.79,3168.0
Douluo Dalu: Haishen Zhi Guang,48631,ONA,Sparkly Key Animation Studio,winter,2021.0,2021-02-20 00:00:00,Novel,13.0,8.26,3115.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime,48615,ONA,"AQUA ARIS, Magma Studio",winter,2021.0,2021-03-14 00:00:00,Light novel,18.0,5.77,2608.0
Youjo Shachou,43001,ONA,Project No.9,winter,2021.0,2021-01-01 00:00:00,Manga,13.0,6.63,2587.0
Doupo Cangqiong 4th Season,44412,ONA,Motion Magic,winter,2021.0,2021-03-28 00:00:00,Novel,24.0,8.08,2432.0
Home!,48577,ONA,Orange,winter,2021.0,2021-03-26 00:00:00,Original,1.0,6.83,2355.0
Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,41842,ONA,"M.S.C, Studio Kai",winter,2021.0,2021-02-13 00:00:00,Manga,2.0,7.03,1930.0
Inou no AICis: ESP & High School Detective,47537,ONA,          -,winter,2021.0,2021-02-13 00:00:00,Original,15.0,0.0,1303.0
Chocomatsu-san: White Day-hen,48409,ONA,Studio Pierrot,winter,2021.0,2021-03-13 00:00:00,Other,3.0,0.0,1184.0
2.43 Mini Anime: Inside Story,46004,ONA,          -,winter,2021.0,2021-01-09 00:00:00,Novel,10.0,5.39,1162.0
Chocomatsu-san: Valentine's Day-hen,46735,ONA,Studio Pierrot,winter,2021.0,2021-02-13 00:00:00,Other,3.0,6.1,1110.0
Ai Zai Xiyuan Qian 2nd Season,47795,ONA,Taikong Works,winter,2021.0,2021-02-14 00:00:00,Music,16.0,0.0,1048.0
2.43 Mini Anime: Fukui-ben Kouza,46003,ONA,          -,winter,2021.0,2021-01-07 00:00:00,Novel,8.0,5.35,1037.0
Xing Wushen Jue,47044,ONA,Ruo Hong Culture,winter,2021.0,2021-01-28 00:00:00,Novel,40.0,6.96,948.0
Huyao Xiao Hongniang: Liang Shenghua,48694,ONA,Haoliners Animation League,winter,2021.0,2021-03-26 00:00:00,Manga,12.0,0.0,933.0
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,45558,ONA,"Original Force, Wan Wei Mao Donghua",winter,2021.0,2021-01-31 00:00:00,Novel,4.0,7.26,876.0
Mashiro no Oto Mini,46119,ONA,AQUA ARIS,winter,2021.0,2021-01-15 00:00:00,Manga,33.0,0.0,824.0
Kuiba Zhi Shu Tu,47403,ONA,Vasoon Animation,winter,2021.0,2021-01-17 00:00:00,Novel,7.0,0.0,788.0
Wei Wo Du Shen,46821,ONA,          -,winter,2021.0,2021-02-04 00:00:00,Novel,50.0,6.4,700.0
Ichiban Chikakute Tooi Hoshi,48177,ONA,Flat Studio,winter,2021.0,2021-02-18 00:00:00,Original,1.0,6.01,680.0
Urvan,45518,ONA,Toei Animation,winter,2021.0,2021-02-12 00:00:00,Original,1.0,5.98,601.0
Chang Jian Feng Yun,45557,ONA,Xuni Yinxiang Gongzuo Shi,winter,2021.0,2021-01-22 00:00:00,Original,10.0,0.0,595.0
Wan Jie Qi Yuan,48097,ONA,Ruo Hong Culture,winter,2021.0,2021-02-17 00:00:00,Novel,40.0,6.69,556.0
Blue Archive,48824,ONA,Yostar Pictures,winter,2021.0,2021-01-25 00:00:00,Game,1.0,6.42,531.0
Liu Xing Huan Jian,46639,ONA,Soyep,winter,2021.0,2021-01-28 00:00:00,Novel,60.0,0.0,522.0
Wo Shi Da Shenxian 2nd Season,48369,ONA,CG Year,winter,2021.0,2021-02-25 00:00:00,Manga,16.0,6.79,514.0
Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,48829,ONA,          -,winter,2021.0,2021-03-12 00:00:00,-,1.0,6.45,509.0
Sayonara Watashi no Cramer Mini Anime,48616,ONA,          -,winter,2021.0,2021-03-16 00:00:00,Manga,24.0,0.0,488.0
Wan Jie Shen Zhu 3rd Season,48480,ONA,          -,winter,2021.0,2021-03-17 00:00:00,Manga,96.0,0.0,477.0
With All Our Hearts,45643,ONA,          -,winter,2021.0,2021-01-06 00:00:00,Original,1.0,6.56,446.0
Zhen Dao Ge,48759,ONA,          -,winter,2021.0,2021-02-05 00:00:00,-,12.0,0.0,426.0
Jue Ding,46630,ONA,Seven Stone Entertainment,winter,2021.0,2021-02-06 00:00:00,Manga,26.0,0.0,392.0
Shouxi Yu Ling Shi 2,48543,ONA,Soyep,winter,2021.0,2021-03-03 00:00:00,Original,60.0,0.0,374.0
Fei Ren Zai 4th Season,48374,ONA,"Fenz, Tencent Penguin Pictures",winter,2021.0,2021-02-03 00:00:00,Manga,12.0,0.0,339.0
Hachimitsu Suicide Machine,48576,ONA,Usagi Ou,winter,2021.0,2021-03-26 00:00:00,Original,1.0,0.0,333.0
Shichigahama de Mitsuketa,48512,ONA,Jichitai Anime,winter,2021.0,2021-03-10 00:00:00,Original,1.0,0.0,316.0
Ichi Nichi Shite Narazu,47618,ONA,GEEK TOYS,winter,2021.0,2021-02-08 00:00:00,Original,1.0,0.0,300.0
Id:Indeed,46084,ONA,NAZ,winter,2021.0,2021-01-08 00:00:00,Original,12.0,0.0,264.0
"Tokimeki ha, Sugu Soba ni.",48570,ONA,The Answer Studio,winter,2021.0,2021-01-24 00:00:00,Original,0.0,0.0,232.0
Oshiete Hokusai! The Animation,41250,ONA,CoMix Wave Films,winter,2021.0,2021-03-07 00:00:00,Web manga,10.0,0.0,228.0
Amemiya-san,49112,ONA,          -,winter,2021.0,2021-03-09 00:00:00,Other,0.0,0.0,217.0
Deliver Police: Nishitokyo-shi Deliver Keisatsutai,48575,ONA,IMAGICA Lab.,winter,2021.0,2021-03-26 00:00:00,Original,1.0,0.0,195.0
Ryuusatsu no Kyoukotsu,48589,ONA,Tsumugi Akita Animation Lab,winter,2021.0,2021-03-26 00:00:00,Original,1.0,0.0,142.0
Powerful Pro Yakyuu: Powerful Koukou-hen,48452,ONA,CloverWorks,winter,2021.0,2021-03-20 00:00:00,Game,4.0,0.0,141.0
23-ji no Saga Meshi Anime,47426,ONA,Studio Kai,winter,2021.0,2021-02-15 00:00:00,Original,10.0,0.0,114.0
Yuusei Koukou Tenmon-bu,48628,ONA,AQUA ARIS,winter,2021.0,2021-03-11 00:00:00,Other,20.0,0.0,100.0
Dushi Miao Qitan,45997,ONA,          -,winter,2021.0,2021-01-30 00:00:00,Manga,20.0,0.0,80.0
Ikinuke! Bakusou! Kusohamu-chan!,48544,ONA,          -,winter,2021.0,2021-03-17 00:00:00,Manga,0.0,0.0,79.0
Shouji Li de Huanxiong Xiao Zhen,48899,ONA,TthunDer Animation,winter,2021.0,2021-01-21 00:00:00,Web manga,26.0,0.0,72.0
Bessatsu Kamen Rider Saber: Tanpen Katsudou Manga Shuu,47425,ONA,          -,winter,2021.0,2021-02-01 00:00:00,-,0.0,0.0,69.0
Ikinuke! Bakusou! Kusohamu-chan! Episode 0,48988,ONA,          -,winter,2021.0,2021-03-17 00:00:00,Manga,1.0,0.0,68.0
Alice in Deadly School,33839,OVA,Hoods Entertainment,winter,2021.0,2021-01-04 00:00:00,Other,1.0,5.27,17078.0
Saezuru Tori wa Habatakanai: Don't Stay Gold,41290,OVA,GRIZZLY,winter,2021.0,2021-03-01 00:00:00,Manga,1.0,7.32,10547.0
Planetarian: Snow Globe,40778,OVA,Okuruto Noboru,winter,2021.0,2021-01-20 00:00:00,Visual novel,1.0,7.24,8617.0
Bean Bandit,37483,OVA,          -,winter,2021.0,2021-01-19 00:00:00,-,1.0,0.0,3609.0
Initial D Battle Stage 3,47410,OVA,          -,winter,2021.0,2021-03-05 00:00:00,Manga,1.0,7.06,1948.0
Himote House: Dai Panic! Minna de Gokiburi Taiji,39722,OVA,Bouncy,winter,2021.0,,Original,1.0,0.0,1233.0
Tasuuketsu: Judgement Assizes,42805,OVA,IMAGICA Lab.,winter,2021.0,2021-01-29 00:00:00,Web manga,1.0,0.0,244.0
Evangelion: 3.0+1.0 Thrice Upon a Time,3786,Movie,Khara,winter,2021.0,2021-03-08 00:00:00,Original,1.0,8.72,227386.0
Gintama: The Final,39486,Movie,Bandai Namco Pictures,winter,2021.0,2021-01-08 00:00:00,Manga,1.0,8.99,73639.0
Princess Principal: Crown Handler Movie 1,37807,Movie,Actas,winter,2021.0,2021-02-11 00:00:00,Original,1.0,7.54,32233.0
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,42894,Movie,Shuka,winter,2021.0,2021-01-16 00:00:00,Manga,1.0,8.09,22443.0
Seitokai Yakuindomo Movie 2,40814,Movie,GoHands,winter,2021.0,2021-01-01 00:00:00,4-koma manga,1.0,7.78,21330.0
Bishoujo Senshi Sailor Moon Eternal Movie 1,40024,Movie,"Studio Deen, Toei Animation",winter,2021.0,2021-01-08 00:00:00,Manga,1.0,7.46,18198.0
Bishoujo Senshi Sailor Moon Eternal Movie 2,40429,Movie,"Studio Deen, Toei Animation",winter,2021.0,2021-02-11 00:00:00,Manga,1.0,7.68,13957.0
Girls & Panzer: Saishuushou Part 3,39166,Movie,Actas,winter,2021.0,2021-03-26 00:00:00,Original,1.0,7.16,11498.0
Aria the Crepuscolo,41674,Movie,J.C.Staff,winter,2021.0,2021-03-05 00:00:00,Manga,1.0,7.83,7058.0
Detective Conan: The Scarlet Alibi,47413,Movie,TMS Entertainment,winter,2021.0,2021-02-11 00:00:00,Manga,1.0,7.16,4468.0
Tokyo 7th Sisters: Bokura wa Aozora ni Naru,41307,Movie,LandQ studios,winter,2021.0,2021-02-26 00:00:00,Game,1.0,6.41,2364.0
Xin Shen Bang: Nezha Chonsheng,44061,Movie,Light Chaser Animation Studios,winter,2021.0,2021-02-12 00:00:00,Original,1.0,7.37,2017.0
Santa Company: Manatsu no Merry Christmas,46491,Movie,ORENDA,winter,2021.0,2021-01-28 00:00:00,Original,1.0,5.46,1919.0
Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,42422,Movie,Toei Animation,winter,2021.0,2021-03-20 00:00:00,Original,1.0,7.09,1467.0
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,46650,Movie,Toei Animation,winter,2021.0,2021-03-20 00:00:00,Original,1.0,6.42,680.0
Lie Yang Tiandao II,48754,Movie,Transcendence Picture,winter,2021.0,2021-02-12 00:00:00,Original,1.0,0.0,157.0
Bai She Chuan Zhi Bai Suzhen,44060,Movie,          -,winter,2021.0,2021-02-12 00:00:00,Other,1.0,0.0,134.0
Gintama: The Semi-Final,44087,Special,Bandai Namco Pictures,winter,2021.0,2021-01-15 00:00:00,Manga,2.0,8.51,40361.0
Yakusoku no Neverland 2nd Season: Michishirube,47616,Special,CloverWorks,winter,2021.0,2021-02-12 00:00:00,Manga,1.0,4.62,38228.0
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,45753,Special,8bit,winter,2021.0,2021-01-05 00:00:00,Light novel,1.0,6.63,35307.0
SK∞: Crazy Rock Jam,48456,Special,Bones,winter,2021.0,2021-03-14 00:00:00,Original,1.0,6.68,26032.0
Dogeza de Tanondemita: Isekai-hen,42990,Special,DMM pictures,winter,2021.0,2021-01-12 00:00:00,Web manga,1.0,5.72,11536.0
Nu Wushen de Canzhuo Spring Festival Special,47614,Special,          -,winter,2021.0,2021-02-11 00:00:00,Game,1.0,7.03,1286.0
Twisted Wonderland 1st Anniversary PV,48952,Special,          -,winter,2021.0,2021-03-17 00:00:00,Game,1.0,0.0,245.0
e-ma Nodo Ame CMs,48432,Special,          -,winter,2021.0,2021-02-12 00:00:00,Original,3.0,0.0,206.0
Sazae-san: Valentine-hen,47542,Special,          -,winter,2021.0,2021-02-14 00:00:00,-,1.0,0.0,102.0
Boku no Hero Academia 5th Season,41587,TV (New),Bones,spring,2021.0,2021-03-27 17:30:00,Manga,25.0,7.52,704461.0
Tokyo Revengers,42249,TV (New),LIDENFILMS,spring,2021.0,2021-04-11 02:08:00,Manga,24.0,8.25,618053.0
Fumetsu no Anata e,41025,TV (New),Brain's Base,spring,2021.0,2021-04-12 22:50:00,Manga,20.0,8.5,538957.0
"Ijiranaide, Nagatoro-san",42361,TV (New),Telecom Animation Film,spring,2021.0,2021-04-11 01:00:00,Manga,12.0,7.47,518681.0
Hige wo Soru. Soshite Joshikousei wo Hirou.,40938,TV (New),Project No.9,spring,2021.0,2021-04-05 22:30:00,Light novel,13.0,7.36,417491.0
86,41457,TV (New),A-1 Pictures,spring,2021.0,2021-04-11 00:00:00,Light novel,11.0,8.19,351286.0
Vivy: Fluorite Eye's Song,46095,TV (New),Wit Studio,spring,2021.0,2021-04-03 23:30:00,Original,13.0,8.51,314238.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,41623,TV (New),"Okuruto Noboru, Tezuka Productions",spring,2021.0,2021-04-09 01:28:00,Light novel,10.0,6.73,263265.0
Fruits Basket: The Final,42938,TV (New),TMS Entertainment,spring,2021.0,2021-04-06 01:30:00,Manga,13.0,9.08,256680.0
"Sentouin, Hakenshimasu!",41456,TV (New),J.C.Staff,spring,2021.0,2021-04-04 21:00:00,Light novel,12.0,7.23,246536.0
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",40586,TV (New),Revoroot,spring,2021.0,2021-04-10 21:00:00,Light novel,12.0,7.03,232797.0
Tensura Nikki: Tensei shitara Slime Datta Ken,41488,TV (New),8bit,spring,2021.0,2021-04-06 23:00:00,Manga,12.0,7.53,213683.0
Shaman King (2021),42205,TV (New),Bridge,spring,2021.0,2021-04-01 17:55:00,Manga,52.0,6.68,189120.0
Osananajimi ga Zettai ni Makenai Love Comedy,43007,TV (New),Doga Kobo,spring,2021.0,2021-04-14 21:00:00,Light novel,12.0,6.12,186347.0
