title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Sou Xuan Lu Zhi Chen Ling Ji,44075,ONA,SJYNEXCUS,summer,2021.0,2021-07-06 00:00:00,Original,6.0,0.0,418.0
Mini Van Large,49370,ONA,OLM,summer,2021.0,2021-07-06 00:00:00,Original,0.0,0.0,281.0
Shabake,49284,ONA,Shuka,summer,2021.0,2021-07-19 00:00:00,Novel,1.0,0.0,244.0
Ni Tian Zhizun,49448,ONA,Soyep,summer,2021.0,2021-07-16 00:00:00,Novel,60.0,0.0,232.0
Xian Yu Ge,48000,ONA,          -,summer,2021.0,2021-07-29 00:00:00,Original,0.0,0.0,205.0
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime,49633,ONA,SILVER LINK.,summer,2021.0,2021-08-20 00:00:00,Manga,3.0,0.0,165.0
Gabuli,49454,ONA,Qzil.la,summer,2021.0,2021-07-15 00:00:00,Original,0.0,0.0,107.0
Tora to Mike,49445,ONA,Charaction,summer,2021.0,2021-08-05 00:00:00,Manga,24.0,0.0,25.0
Tonikaku Kawaii: SNS,44931,OVA,Seven Arcs,summer,2021.0,2021-08-18 00:00:00,Manga,1.0,8.14,76888.0
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,48438,OVA,Studio Kafka,summer,2021.0,2021-09-10 00:00:00,Manga,3.0,0.0,35499.0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,49457,OVA,          -,summer,2021.0,2021-09-30 00:00:00,Light novel,1.0,0.0,11018.0
Boku no Hero Academia the Movie 3: World Heroes' Mission,44200,Movie,Bones,summer,2021.0,2021-08-06 00:00:00,Manga,1.0,7.54,99307.0
Cider no You ni Kotoba ga Wakiagaru,39175,Movie,"Signal.MD, Sublimation",summer,2021.0,2021-07-22 00:00:00,Original,1.0,7.52,97346.0
Free! Movie 4: The Final Stroke,38400,Movie,Kyoto Animation,summer,2021.0,2021-09-17 00:00:00,Original,1.0,0.0,42758.0
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,41497,Movie,CloverWorks,summer,2021.0,2021-07-30 00:00:00,Game,1.0,7.19,33845.0
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,46420,Movie,Studio Deen,summer,2021.0,2021-07-02 00:00:00,Manga,1.0,6.9,31913.0
Kakushigoto Movie,44586,Movie,Ajia-Do,summer,2021.0,2021-07-09 00:00:00,Manga,1.0,7.68,29276.0
Ryuu to Sobakasu no Hime,44807,Movie,Studio Chizu,summer,2021.0,2021-07-16 00:00:00,Original,1.0,7.17,26584.0
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,42030,Movie,SILVER LINK.,summer,2021.0,2021-08-27 00:00:00,Manga,1.0,0.0,20077.0
Kiniro Mosaic: Thank You!!,41471,Movie,"AXsiZ, Studio Gokumi",summer,2021.0,2021-08-20 00:00:00,4-koma manga,1.0,0.0,8560.0
Misaki no Mayoiga,43755,Movie,David Production,summer,2021.0,2021-08-27 00:00:00,Novel,1.0,0.0,8147.0
Princess Principal: Crown Handler Movie 2,41140,Movie,Actas,summer,2021.0,2021-09-23 00:00:00,Original,1.0,0.0,5789.0
Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama,38882,Movie,"Keica, The Monk Studios",summer,2021.0,2021-09-03 00:00:00,Manga,1.0,0.0,3741.0
BanG Dream! Film Live 2nd Stage,41462,Movie,          -,summer,2021.0,2021-08-20 00:00:00,Original,1.0,0.0,3657.0
Tomorrow's Leaves,49467,Movie,Studio Ponoc,summer,2021.0,2021-07-23 00:00:00,Original,1.0,6.78,1355.0
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,44616,Movie,Shin-Ei Animation,summer,2021.0,2021-07-30 00:00:00,Manga,1.0,0.0,1124.0
Gundam: G no Reconguista Movie III - Uchuu kara no Isan,43204,Movie,Sunrise,summer,2021.0,2021-07-22 00:00:00,Original,1.0,0.0,999.0
100-nichikan Ikita Wani,48352,Movie,Toho Interactive Animation,summer,2021.0,2021-07-09 00:00:00,Manga,1.0,0.0,697.0
Shinkai no Survival!,49369,Movie,"Gallop, Toei Animation",summer,2021.0,2021-08-13 00:00:00,Manga,1.0,0.0,158.0
Mini Dragon Specials,49483,Special,          -,summer,2021.0,2021-07-08 00:00:00,Manga,8.0,7.62,20855.0
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,49297,Special,Encourage Films,summer,2021.0,2021-07-05 00:00:00,Light novel,1.0,6.21,16895.0
Fumetsu no Anata e: Fushi no Tabiji,49287,Special,Brain's Base,summer,2021.0,2021-07-05 00:00:00,Manga,1.0,6.53,12364.0
Bokutachi no Remake Recap,49550,Special,feel.,summer,2021.0,2021-08-14 00:00:00,Light novel,1.0,6.03,6645.0
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,49138,Special,Actas,summer,2021.0,2021-09-28 00:00:00,Original,1.0,0.0,3663.0
Nomad: Megalo Box 2 Short Anime,48678,Special,          -,summer,2021.0,2021-07-28 00:00:00,Original,0.0,0.0,3069.0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) Recaps,49290,Special,Shaft,summer,2021.0,2021-07-04 00:00:00,Game,3.0,5.95,2764.0
Hetalia World★Stars Specials,48627,Special,Studio Deen,summer,2021.0,2021-07-28 00:00:00,Manga,3.0,6.74,2657.0
Kyoto Animation: Souzou-hen,49396,Special,Kyoto Animation,summer,2021.0,2021-07-08 00:00:00,Original,1.0,6.62,2056.0
Kyoto Animation: Meiji-hen,49395,Special,Kyoto Animation,summer,2021.0,2021-07-08 00:00:00,Light novel,1.0,6.5,1312.0
Blue Reflection Ray Special,49348,Special,J.C.Staff,summer,2021.0,2021-07-03 00:00:00,Game,1.0,5.86,1000.0
