title,MAL_id,type,studio,release-season,release-year,release-date,source-material,genres,themes,demographics,episodes,score,members
Uchuu Ace,6989,TV (New),['Tatsunoko Production'],spring,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,52.0,6.04,758.0
Uchuu Shounen Soran,12887,TV (New),['Eiken'],spring,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Dolphin Ouji,8879,TV (New),['Unknown'],spring,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,3.0,0.0,484.0
Kaitou Pride,19987,TV (New),['Unknown'],spring,1965.0,,,"['Adventure', 'Comedy']",[],,105.0,0.0,374.0
Uchuujin Pipi,19985,TV (New),['Unknown'],spring,1965.0,,,[],[],,52.0,0.0,341.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],spring,1965.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Tetsujin 28-gou,2686,TV (Continuing),['Eiken'],spring,1965.0,,Manga,"['Adventure', 'Sci-Fi']",['Mecha'],Shounen,96.0,6.4,3100.0
Big X,9613,TV (Continuing),['Tokyo Movie Shinsha'],spring,1965.0,,Manga,"['Action', 'Sci-Fi']",['Historical'],Shounen,59.0,6.25,1100.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),['Toei Animation'],spring,1965.0,,,"['Action', 'Adventure']",['Samurai'],Shounen,65.0,5.84,992.0
Ookami Shounen Ken,17521,TV (Continuing),['Toei Animation'],spring,1965.0,,,['Adventure'],[],,86.0,0.0,650.0
Uchuu Patrol Hopper,12897,TV (Continuing),['Toei Animation'],spring,1965.0,,,['Sci-Fi'],[],,44.0,0.0,623.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),['Unknown'],spring,1965.0,,Original,"['Action', 'Comedy', 'Sci-Fi']",[],,52.0,0.0,557.0
Wonder 3,4088,TV (New),['Mushi Production'],summer,1965.0,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],,52.0,6.79,1100.0
Yuusei Shounen Papii,6448,TV (New),['Eiken'],summer,1965.0,,Original,"['Action', 'Sci-Fi']",[],,52.0,5.53,858.0
Obake no Q-tarou,1547,TV (New),['Shin-Ei Animation'],summer,1965.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],summer,1965.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Big X,9613,TV (Continuing),['Tokyo Movie Shinsha'],summer,1965.0,,Manga,"['Action', 'Sci-Fi']",['Historical'],Shounen,59.0,6.25,1100.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),['Toei Animation'],summer,1965.0,,,"['Action', 'Adventure']",['Samurai'],Shounen,65.0,5.84,992.0
Uchuu Ace,6989,TV (Continuing),['Tatsunoko Production'],summer,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,52.0,6.04,758.0
Ookami Shounen Ken,17521,TV (Continuing),['Toei Animation'],summer,1965.0,,,['Adventure'],[],,86.0,0.0,650.0
Uchuu Patrol Hopper,12897,TV (Continuing),['Toei Animation'],summer,1965.0,,,['Sci-Fi'],[],,44.0,0.0,623.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],summer,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),['Unknown'],summer,1965.0,,Original,"['Action', 'Comedy', 'Sci-Fi']",[],,52.0,0.0,557.0
Kaitou Pride,19987,TV (Continuing),['Unknown'],summer,1965.0,,,"['Adventure', 'Comedy']",[],,105.0,0.0,374.0
Uchuujin Pipi,19985,TV (Continuing),['Unknown'],summer,1965.0,,,[],[],,52.0,0.0,341.0
Jungle Taitei,1572,TV (New),['Mushi Production'],fall,1965.0,,Manga,['Adventure'],[],,52.0,6.61,7500.0
Hustle Punch,19681,TV (New),['Toei Animation'],fall,1965.0,,Original,"['Comedy', 'Fantasy']",[],,26.0,0.0,627.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],fall,1965.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Wonder 3,4088,TV (Continuing),['Mushi Production'],fall,1965.0,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],,52.0,6.79,1100.0
Yuusei Shounen Papii,6448,TV (Continuing),['Eiken'],fall,1965.0,,Original,"['Action', 'Sci-Fi']",[],,52.0,5.53,858.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],fall,1965.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Uchuu Ace,6989,TV (Continuing),['Tatsunoko Production'],fall,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,52.0,6.04,758.0
Uchuu Patrol Hopper,12897,TV (Continuing),['Toei Animation'],fall,1965.0,,,['Sci-Fi'],[],,44.0,0.0,623.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],fall,1965.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),['Unknown'],fall,1965.0,,Original,"['Action', 'Comedy', 'Sci-Fi']",[],,52.0,0.0,557.0
Kaitou Pride,19987,TV (Continuing),['Unknown'],fall,1965.0,,,"['Adventure', 'Comedy']",[],,105.0,0.0,374.0
Uchuujin Pipi,19985,TV (Continuing),['Unknown'],fall,1965.0,,,[],[],,52.0,0.0,341.0
Shizuku,1989,Movie,['Mushi Production'],fall,1965.0,,Original,['Comedy'],[],,1.0,5.62,2600.0
Tobacco to Hai,12295,Movie,['Mushi Production'],fall,1965.0,,Other,['Adventure'],[],,1.0,5.38,1200.0
Osomatsu-kun,9884,TV (New),['Studio Zero'],winter,1966.0,,Manga,['Comedy'],[],,56.0,6.42,3500.0
Tatakae! Osper,19989,TV (New),['Unknown'],winter,1966.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],winter,1966.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Jungle Taitei,1572,TV (Continuing),['Mushi Production'],winter,1966.0,,Manga,['Adventure'],[],,52.0,6.61,7500.0
Wonder 3,4088,TV (Continuing),['Mushi Production'],winter,1966.0,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],,52.0,6.79,1100.0
Yuusei Shounen Papii,6448,TV (Continuing),['Eiken'],winter,1966.0,,Original,"['Action', 'Sci-Fi']",[],,52.0,5.53,858.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],winter,1966.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Uchuu Ace,6989,TV (Continuing),['Tatsunoko Production'],winter,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,52.0,6.04,758.0
Hustle Punch,19681,TV (Continuing),['Toei Animation'],winter,1966.0,,Original,"['Comedy', 'Fantasy']",[],,26.0,0.0,627.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],winter,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Uchuujin Pipi,19985,TV (Continuing),['Unknown'],winter,1966.0,,,[],[],,52.0,0.0,341.0
Rainbow Sentai Robin,9438,TV (New),['Toei Animation'],spring,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,48.0,6.01,824.0
Kaizoku Ouji,19505,TV (New),['Toei Animation'],spring,1966.0,,,['Adventure'],[],,31.0,0.0,594.0
Harisu no Kaze,17667,TV (New),['Unknown'],spring,1966.0,,,['Comedy'],[],,70.0,0.0,567.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],spring,1966.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Jungle Taitei,1572,TV (Continuing),['Mushi Production'],spring,1966.0,,Manga,['Adventure'],[],,52.0,6.61,7500.0
Osomatsu-kun,9884,TV (Continuing),['Studio Zero'],spring,1966.0,,Manga,['Comedy'],[],,56.0,6.42,3500.0
Wonder 3,4088,TV (Continuing),['Mushi Production'],spring,1966.0,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],,52.0,6.79,1100.0
Yuusei Shounen Papii,6448,TV (Continuing),['Eiken'],spring,1966.0,,Original,"['Action', 'Sci-Fi']",[],,52.0,5.53,858.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],spring,1966.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],spring,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],spring,1966.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Gokuu no Daibouken Pilot,23815,Special,['Unknown'],spring,1966.0,,,"['Comedy', 'Fantasy']",[],,1.0,0.0,432.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (New),['Unknown'],summer,1966.0,,Original,[],[],,1274.0,5.67,704.0
Yuusei Kamen,12767,TV (New),['Eiken'],summer,1966.0,,,['Sci-Fi'],[],,39.0,5.74,595.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],summer,1966.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Jungle Taitei,1572,TV (Continuing),['Mushi Production'],summer,1966.0,,Manga,['Adventure'],[],,52.0,6.61,7500.0
Osomatsu-kun,9884,TV (Continuing),['Studio Zero'],summer,1966.0,,Manga,['Comedy'],[],,56.0,6.42,3500.0
Rainbow Sentai Robin,9438,TV (Continuing),['Toei Animation'],summer,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,48.0,6.01,824.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],summer,1966.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],summer,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Kaizoku Ouji,19505,TV (Continuing),['Toei Animation'],summer,1966.0,,,['Adventure'],[],,31.0,0.0,594.0
Harisu no Kaze,17667,TV (Continuing),['Unknown'],summer,1966.0,,,['Comedy'],[],,70.0,0.0,567.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],summer,1966.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Cyborg 009,6872,Movie,['Toei Animation'],summer,1966.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",[],,1.0,6.08,3300.0
Jungle Taitei Movie,20381,Movie,['Mushi Production'],summer,1966.0,,,['Adventure'],[],,1.0,6.39,1100.0
Jungle Taitei: Susume Leo!,2565,TV (New),['Mushi Production'],fall,1966.0,,Manga,['Adventure'],[],,26.0,6.44,2500.0
Ganbare! Marine Kid,8897,TV (New),['Unknown'],fall,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,13.0,5.56,568.0
Robotan,19875,TV (New),['Unknown'],fall,1966.0,,,['Comedy'],[],,104.0,6.19,565.0
Tobidase! Bacchiri,19991,TV (New),['Unknown'],fall,1966.0,,,"['Comedy', 'Mystery']",[],,132.0,0.0,356.0
Tetsuwan Atom,2747,TV (Continuing),['Mushi Production'],fall,1966.0,,Manga,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Mecha'],Shounen,193.0,7.08,12000.0
Osomatsu-kun,9884,TV (Continuing),['Studio Zero'],fall,1966.0,,Manga,['Comedy'],[],,56.0,6.42,3500.0
Rainbow Sentai Robin,9438,TV (Continuing),['Toei Animation'],fall,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,48.0,6.01,824.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],fall,1966.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],fall,1966.0,,Original,[],[],,1274.0,5.67,704.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],fall,1966.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Yuusei Kamen,12767,TV (Continuing),['Eiken'],fall,1966.0,,,['Sci-Fi'],[],,39.0,5.74,595.0
Kaizoku Ouji,19505,TV (Continuing),['Toei Animation'],fall,1966.0,,,['Adventure'],[],,31.0,0.0,594.0
Harisu no Kaze,17667,TV (Continuing),['Unknown'],fall,1966.0,,,['Comedy'],[],,70.0,0.0,567.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],fall,1966.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Tenrankai no E,3472,Movie,['Unknown'],fall,1966.0,,Original,"['Award Winning', 'Comedy']",[],,1.0,6.15,2200.0
Ribbon no Kishi Pilot,22241,Special,['Mushi Production'],fall,1966.0,,,['Adventure'],[],,1.0,5.75,558.0
Sekai no Ouja: King Kong Taikai,27379,Special,['Toei Animation'],fall,1966.0,,,"['Adventure', 'Sci-Fi']",[],,1.0,0.0,322.0
Mahoutsukai Sally,3356,TV (New),['Toei Animation'],winter,1967.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Gokuu no Daibouken,2687,TV (New),['Mushi Production'],winter,1967.0,,,"['Comedy', 'Fantasy']",[],,39.0,6.59,957.0
Osomatsu-kun,9884,TV (Continuing),['Studio Zero'],winter,1967.0,,Manga,['Comedy'],[],,56.0,6.42,3500.0
Jungle Taitei: Susume Leo!,2565,TV (Continuing),['Mushi Production'],winter,1967.0,,Manga,['Adventure'],[],,26.0,6.44,2500.0
Rainbow Sentai Robin,9438,TV (Continuing),['Toei Animation'],winter,1967.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,48.0,6.01,824.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],winter,1967.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],winter,1967.0,,Original,[],[],,1274.0,5.67,704.0
Uchuu Shounen Soran,12887,TV (Continuing),['Eiken'],winter,1967.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,96.0,0.0,603.0
Yuusei Kamen,12767,TV (Continuing),['Eiken'],winter,1967.0,,,['Sci-Fi'],[],,39.0,5.74,595.0
Harisu no Kaze,17667,TV (Continuing),['Unknown'],winter,1967.0,,,['Comedy'],[],,70.0,0.0,567.0
Robotan,19875,TV (Continuing),['Unknown'],winter,1967.0,,,['Comedy'],[],,104.0,6.19,565.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],winter,1967.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Tobidase! Bacchiri,19991,TV (Continuing),['Unknown'],winter,1967.0,,,"['Comedy', 'Mystery']",[],,132.0,0.0,356.0
Cyborg 009: Kaijuu Sensou,7290,Movie,['Toei Animation'],winter,1967.0,,,"['Action', 'Adventure', 'Sci-Fi']",[],,1.0,6.06,2000.0
Ninja Bugei-chou,5232,Movie,['Unknown'],winter,1967.0,,,['Action'],[],,1.0,5.44,1600.0
Shounen Jack to Mahoutsukai,9392,Movie,['Toei Animation'],winter,1967.0,,,"['Adventure', 'Fantasy']",[],,1.0,5.24,736.0
Hong Kil-dong,16556,Movie,['Unknown'],winter,1967.0,,,"['Adventure', 'Fantasy']",[],,1.0,0.0,427.0
Tanuki-san Ooatari,27377,Movie,['Toei Animation'],winter,1967.0,,,[],[],,1.0,0.0,266.0
"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",23911,Special,['Unknown'],winter,1967.0,,,"['Adventure', 'Sci-Fi']",[],,2.0,0.0,297.0
Mach GoGoGo,1445,TV (New),['Tatsunoko Production'],spring,1967.0,,Manga,['Adventure'],['Racing'],Shounen,52.0,6.67,14000.0
Ribbon no Kishi,3024,TV (New),['Mushi Production'],spring,1967.0,,Manga,"['Action', 'Fantasy', 'Mystery', 'Romance']",['Crossdressing'],Shoujo,52.0,6.74,4800.0
Perman,6303,TV (New),['Unknown'],spring,1967.0,,Manga,"['Adventure', 'Comedy']",[],,54.0,6.5,3600.0
Ougon Bat,3900,TV (New),"['Dai-Ichi Douga', 'Dongyang Animation']",spring,1967.0,,Novel,"['Action', 'Sci-Fi']",[],,52.0,6.46,2200.0
Bouken Gabotenjima,8184,TV (New),['Unknown'],spring,1967.0,,,['Adventure'],[],,39.0,0.0,548.0
King Kong: 001/7 Tom Thumb,19995,TV (New),['Toei Animation'],spring,1967.0,,,"['Adventure', 'Sci-Fi']",[],,26.0,0.0,452.0
Kaminari Boy Pikkari★bee,19993,TV (New),['Unknown'],spring,1967.0,,,"['Adventure', 'Comedy']",[],,53.0,0.0,332.0
Mahoutsukai Sally,3356,TV (Continuing),['Toei Animation'],spring,1967.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Gokuu no Daibouken,2687,TV (Continuing),['Mushi Production'],spring,1967.0,,,"['Comedy', 'Fantasy']",[],,39.0,6.59,957.0
Obake no Q-tarou,1547,TV (Continuing),['Shin-Ei Animation'],spring,1967.0,,Manga,"['Comedy', 'Slice of Life', 'Supernatural']",[],,96.0,6.06,775.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],spring,1967.0,,Original,[],[],,1274.0,5.67,704.0
Harisu no Kaze,17667,TV (Continuing),['Unknown'],spring,1967.0,,,['Comedy'],[],,70.0,0.0,567.0
Robotan,19875,TV (Continuing),['Unknown'],spring,1967.0,,,['Comedy'],[],,104.0,6.19,565.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],spring,1967.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Pyun Pyun Maru,15873,TV (New),['Toei Animation'],summer,1967.0,,,['Comedy'],[],,26.0,0.0,454.0
Mach GoGoGo,1445,TV (Continuing),['Tatsunoko Production'],summer,1967.0,,Manga,['Adventure'],['Racing'],Shounen,52.0,6.67,14000.0
Ribbon no Kishi,3024,TV (Continuing),['Mushi Production'],summer,1967.0,,Manga,"['Action', 'Fantasy', 'Mystery', 'Romance']",['Crossdressing'],Shoujo,52.0,6.74,4800.0
Mahoutsukai Sally,3356,TV (Continuing),['Toei Animation'],summer,1967.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Perman,6303,TV (Continuing),['Unknown'],summer,1967.0,,Manga,"['Adventure', 'Comedy']",[],,54.0,6.5,3600.0
Ougon Bat,3900,TV (Continuing),"['Dai-Ichi Douga', 'Dongyang Animation']",summer,1967.0,,Novel,"['Action', 'Sci-Fi']",[],,52.0,6.46,2200.0
Gokuu no Daibouken,2687,TV (Continuing),['Mushi Production'],summer,1967.0,,,"['Comedy', 'Fantasy']",[],,39.0,6.59,957.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],summer,1967.0,,Original,[],[],,1274.0,5.67,704.0
Harisu no Kaze,17667,TV (Continuing),['Unknown'],summer,1967.0,,,['Comedy'],[],,70.0,0.0,567.0
Robotan,19875,TV (Continuing),['Unknown'],summer,1967.0,,,['Comedy'],[],,104.0,6.19,565.0
Bouken Gabotenjima,8184,TV (Continuing),['Unknown'],summer,1967.0,,,['Adventure'],[],,39.0,0.0,548.0
King Kong: 001/7 Tom Thumb,19995,TV (Continuing),['Toei Animation'],summer,1967.0,,,"['Adventure', 'Sci-Fi']",[],,26.0,0.0,452.0
Tatakae! Osper,19989,TV (Continuing),['Unknown'],summer,1967.0,,,"['Action', 'Sci-Fi']",[],,52.0,0.0,445.0
Kaminari Boy Pikkari★bee,19993,TV (Continuing),['Unknown'],summer,1967.0,,,"['Adventure', 'Comedy']",[],,53.0,0.0,332.0
Hopiwa Chadolbawi,18309,Movie,['Unknown'],summer,1967.0,,,"['Action', 'Adventure']",[],,1.0,0.0,350.0
Hyokkori Hyoutan Shima,22887,Movie,['Toei Animation'],summer,1967.0,,,['Adventure'],[],,1.0,0.0,287.0
Heungbuwa Nolbu,51245,Movie,['Unknown'],summer,1967.0,,Other,"['Fantasy', 'Slice of Life']",[],,1.0,0.0,82.0
Bouken Shounen Shadar,8182,TV (New),['Unknown'],fall,1967.0,,,"['Adventure', 'Horror']",[],,156.0,6.16,686.0
Skyers 5,11405,TV (New),['Unknown'],fall,1967.0,,,"['Action', 'Sci-Fi']",[],,12.0,0.0,567.0
Oraa Guzura Dado,21539,TV (New),['Tatsunoko Production'],fall,1967.0,,,['Comedy'],[],,52.0,0.0,470.0
Chibikko Kaijuu Yadamon,8501,TV (New),['Unknown'],fall,1967.0,,,"['Comedy', 'Supernatural']",[],,26.0,0.0,447.0
Donkikko,19901,TV (New),['Unknown'],fall,1967.0,,,['Comedy'],[],,21.0,0.0,387.0
Mach GoGoGo,1445,TV (Continuing),['Tatsunoko Production'],fall,1967.0,,Manga,['Adventure'],['Racing'],Shounen,52.0,6.67,14000.0
Ribbon no Kishi,3024,TV (Continuing),['Mushi Production'],fall,1967.0,,Manga,"['Action', 'Fantasy', 'Mystery', 'Romance']",['Crossdressing'],Shoujo,52.0,6.74,4800.0
Mahoutsukai Sally,3356,TV (Continuing),['Toei Animation'],fall,1967.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Perman,6303,TV (Continuing),['Unknown'],fall,1967.0,,Manga,"['Adventure', 'Comedy']",[],,54.0,6.5,3600.0
Ougon Bat,3900,TV (Continuing),"['Dai-Ichi Douga', 'Dongyang Animation']",fall,1967.0,,Novel,"['Action', 'Sci-Fi']",[],,52.0,6.46,2200.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],fall,1967.0,,Original,[],[],,1274.0,5.67,704.0
Robotan,19875,TV (Continuing),['Unknown'],fall,1967.0,,,['Comedy'],[],,104.0,6.19,565.0
Bouken Gabotenjima,8184,TV (Continuing),['Unknown'],fall,1967.0,,,['Adventure'],[],,39.0,0.0,548.0
Pyun Pyun Maru,15873,TV (Continuing),['Toei Animation'],fall,1967.0,,,['Comedy'],[],,26.0,0.0,454.0
Kaminari Boy Pikkari★bee,19993,TV (Continuing),['Unknown'],fall,1967.0,,,"['Adventure', 'Comedy']",[],,53.0,0.0,332.0
Gegege no Kitarou (1968),5688,TV (New),['Toei Animation'],winter,1968.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",[],,65.0,6.7,4200.0
Wanpaku Tanteidan,12139,TV (New),['Mushi Production'],winter,1968.0,,,"['Action', 'Mystery']",[],,35.0,0.0,787.0
Mach GoGoGo,1445,TV (Continuing),['Tatsunoko Production'],winter,1968.0,,Manga,['Adventure'],['Racing'],Shounen,52.0,6.67,14000.0
Ribbon no Kishi,3024,TV (Continuing),['Mushi Production'],winter,1968.0,,Manga,"['Action', 'Fantasy', 'Mystery', 'Romance']",['Crossdressing'],Shoujo,52.0,6.74,4800.0
Mahoutsukai Sally,3356,TV (Continuing),['Toei Animation'],winter,1968.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Perman,6303,TV (Continuing),['Unknown'],winter,1968.0,,Manga,"['Adventure', 'Comedy']",[],,54.0,6.5,3600.0
Ougon Bat,3900,TV (Continuing),"['Dai-Ichi Douga', 'Dongyang Animation']",winter,1968.0,,Novel,"['Action', 'Sci-Fi']",[],,52.0,6.46,2200.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],winter,1968.0,,Original,[],[],,1274.0,5.67,704.0
Bouken Shounen Shadar,8182,TV (Continuing),['Unknown'],winter,1968.0,,,"['Adventure', 'Horror']",[],,156.0,6.16,686.0
Robotan,19875,TV (Continuing),['Unknown'],winter,1968.0,,,['Comedy'],[],,104.0,6.19,565.0
Oraa Guzura Dado,21539,TV (Continuing),['Tatsunoko Production'],winter,1968.0,,,['Comedy'],[],,52.0,0.0,470.0
Pyun Pyun Maru,15873,TV (Continuing),['Toei Animation'],winter,1968.0,,,['Comedy'],[],,26.0,0.0,454.0
Chibikko Kaijuu Yadamon,8501,TV (Continuing),['Unknown'],winter,1968.0,,,"['Comedy', 'Supernatural']",[],,26.0,0.0,447.0
Kaminari Boy Pikkari★bee,19993,TV (Continuing),['Unknown'],winter,1968.0,,,"['Adventure', 'Comedy']",[],,53.0,0.0,332.0
Andersen Monogatari,5098,Movie,['Toei Animation'],winter,1968.0,,,"['Drama', 'Fantasy']",[],,1.0,5.71,1000.0
Dororo Pilot,11471,Special,['Mushi Production'],winter,1968.0,,Manga,['Action'],[],,1.0,5.73,4500.0
"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",32629,Special,['Unknown'],winter,1968.0,,Original,['Sci-Fi'],[],,2.0,0.0,269.0
Cyborg 009 (TV),8394,TV (New),['Toei Animation'],spring,1968.0,,Manga,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],Shounen,26.0,6.85,6100.0
Kyojin no Hoshi,5834,TV (New),['TMS Entertainment'],spring,1968.0,,Manga,"['Drama', 'Sports']",['Team Sports'],Shounen,182.0,7.14,2500.0
Kaibutsu-kun,3129,TV (New),"['Studio Zero', 'Tokyo Movie']",spring,1968.0,,Manga,"['Comedy', 'Horror']",[],,49.0,6.62,1300.0
Akane-chan,18635,TV (New),['Toei Animation'],spring,1968.0,,,"['Comedy', 'Slice of Life']",['School'],Shoujo,26.0,0.0,713.0
Animal 1,17671,TV (New),['Unknown'],spring,1968.0,,,['Sports'],[],,27.0,0.0,642.0
Fight Da!! Pyuta,19997,TV (New),['Unknown'],spring,1968.0,,,"['Action', 'Comedy', 'Sci-Fi']",[],,26.0,0.0,481.0
Gegege no Kitarou (1968),5688,TV (Continuing),['Toei Animation'],spring,1968.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",[],,65.0,6.7,4200.0
Mahoutsukai Sally,3356,TV (Continuing),['Toei Animation'],spring,1968.0,,Manga,['Fantasy'],"['Mahou Shoujo', 'School']",Shoujo,109.0,6.7,3900.0
Wanpaku Tanteidan,12139,TV (Continuing),['Mushi Production'],spring,1968.0,,,"['Action', 'Mystery']",[],,35.0,0.0,787.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),['Unknown'],spring,1968.0,,Original,[],[],,1274.0,5.67,704.0
Robotan,19875,TV (Continuing),['Unknown'],spring,1968.0,,,['Comedy'],[],,104.0,6.19,565.0
Oraa Guzura Dado,21539,TV (Continuing),['Tatsunoko Production'],spring,1968.0,,,['Comedy'],[],,52.0,0.0,470.0
Pyun Pyun Maru,15873,TV (Continuing),['Toei Animation'],spring,1968.0,,,['Comedy'],[],,26.0,0.0,454.0
Cyborg 009 (TV),8394,TV (Continuing),['Toei Animation'],summer,1968.0,,Manga,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],Shounen,26.0,6.85,6100.0
